id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_009061	NM_009061	chr1	143999338	144004149	-	3002.0	1	Rgs2|GOS8|AL592303.1|1 F|1 62.56 cM|protein-coding	7.8870000000000005	11.470999999999998	14.51	6.331	41.125	Rgs2	-0.002205572158652064	0.0019054353578229167
NM_026021	NM_026021	chr2	24949802	24959413	+	1223.0	1	Zmynd19|2700064H14Rik|AA536891|AU014915|mizip|RP23-226M2.1|2 A3|2|protein-coding	55.648999999999994	36.544000000000004	24.445999999999998	45.229	13.443	Zmynd19	0.002268265160868754	0.007126372591320597
NM_001002239	NM_001002239	chr18	75000477	75003381	+	766.0	1	Rpl17|-|mCG_123291|18 E3|18|protein-coding	12.529000000000002	9.321	13.187999999999999	12.405	5.129	Rpl17	0.00045626137084282516	-0.0007019980632770973
NM_053109	NM_053109	chr6	129180615	129186535	+	1207.0	1	Clec2d|Clr-b|Clrb|Ocil|-|6 F3|6|protein-coding	103.50200000000001	126.51	112.09200000000001	98.572	57.867	Clec2d	0.0030516097498014543	-0.01981990637690841
NM_139269	NM_139269	chr19	7557459	7588545	+	3516.0	1	Pla2g16|C78643|HRSL3|Hrasls3|Hrev107|MLP-3|-|19 A|19|protein-coding	8.308	5.172000000000001	4.35	10.708	5.646	Pla2g16	0.00022314428191650104	0.002703250557888213
NM_023671	NM_023671	chr7	97696657	97720793	+	3386.0	1	Clns1a|2610036D06Rik|2610100O04Rik|Clci|Clcni|ICLN|-|7 E3|7 53.57 cM|protein-coding	46.091	35.311	27.201999999999998	38.648	11.68	Clns1a	0.001927446047031827	0.002143126623673927
NM_024434	NM_024434	chr5	45493374	45512691	+	2252.0	1	Lap3|2410015L10Rik|AA410100|LAP-3|Lap|Lapep|Pep-7|Pep-S|Pep7|Peps|-|5 B3|5 24.98 cM|protein-coding	41.35	30.426	21.085	38.938	8.724	Lap3	0.00196867882606543	0.0045429973131975365
NM_008599	NM_008599	chr5	92321331	92328079	-	2899.0	1	Cxcl9|BB139920|CMK|Mig|MuMIG|Scyb9|crg-10|-|5 E2|5 46.51 cM|protein-coding	4.901	0.98	0.226	20.875999999999998	0.589	Cxcl9	0.0007584654043847287	0.006942444763301626
NM_010511	NM_010511	chr10	19591958	19610225	+	2090.0	1	Ifngr1|CD119|IFN-gammaR|Ifgr|Ifngr|Nktar|-|10 A3|10 8.49 cM|protein-coding	45.617	54.848	93.95100000000001	24.358	227.774	Ifngr1	-0.012578114380715568	0.004957128389371788
NM_026768	NM_026768	chr17	46111004	46128908	+	856.0	1	Mrps18a|1110004O20Rik|C79712|-|17 C|17|protein-coding	45.678000000000004	39.4	31.343000000000004	44.656000000000006	19.689	Mrps18a	0.001618685934797827	0.002466953918571352
NM_146090	NM_146090	chr18	84088158	84097514	+	3317.0	1	Zadh2|C530046K17Rik|Pthr3|-|18 E4|18|protein-coding	7.416	7.944	9.42	7.886	15.585999999999999	Zadh2	-0.0005177620147674456	0.0006759313165064089
NM_001037741	NM_001037741	chr10	80054019	80056439	+	1004.0	1	Gpx4|GPx-4|GSHPx-4|PHGPx|mtPHGPx|snGPx|-|10 C1|10 39.72 cM|protein-coding	5.1339999999999995	9.704	9.817	7.197	16.838	Gpx4	-0.0006635873139754683	-0.00044499716452431803
NM_199008	NM_199008	chr11	90638184	90645977	+	2253.0	1	Cox11|2010004I09Rik|RP23-171O21.1|11 D|11|protein-coding	10.007	9.857000000000001	6.952999999999999	10.199	3.4189999999999996	Cox11	0.0004374361668695033	0.00011058380684194907
NM_026352	NM_026352	chr3	79591389	79603650	+	1716.0	1	Ppid|4930564J03Rik|CYP-40|Ppidl|Ppif|-|3|3 F1|protein-coding	50.675	40.55	26.384	64.533	12.774000000000001	Ppid	0.0028410089514262285	0.009767099501140172
NM_175372	NM_175372	chr7	4425665	4445657	-	3035.0	1	Rdh13|8430425D21Rik|-|7 A1|7|protein-coding	10.467	7.6160000000000005	7.196000000000001	8.536	3.8160000000000003	Rdh13	0.00035037443606669846	0.00034214727699451755
NM_025391	NM_025391	chr8	107056877	107060928	+	3026.0	1	Nip7|1110017C15Rik|6330509M23Rik|AA408773|AA410017|PEachy|-|8|8 D2|protein-coding	43.376000000000005	35.391999999999996	25.329	39.736	11.584000000000001	Nip7	0.0019008968209963848	0.0025989819747683743
NM_010407	NM_010407	chr2	153108468	153151441	+	2077.0	1	Hck|AI849071|Bmk|-|2 H1|2 75.41 cM|protein-coding	10.492	14.870999999999999	14.414000000000001	8.158	43.933	Hck	-0.002238245461839303	0.002543988394455329
NM_001252201	NM_001252201	chr1	39900913	40026310	+	5548.0	1	Map4k4|9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik|-|1 B|1|protein-coding	32.617	50.823	53.218	31.604	78.248	Map4k4	-0.002872031820290445	-0.00545782718773511
NM_007502	NM_007502	chr9	96332675	96364299	-	1822.0	1	Atp1b3|AA409958|AI664000|AW212096|-|9 E3.3|9 50.31 cM|protein-coding	114.59100000000001	117.90700000000001	166.06599999999997	113.824	276.005	Atp1b3	-0.010606201628697859	0.007764361916891171
NM_007520	NM_007520	chr16	87698954	87733346	+	5851.0	1	Bach1|6230421P05Rik|AI323795|-|16 C3.3|16|protein-coding	5.68	5.447	6.1579999999999995	3.995	19.766	Bach1	-0.000983685094289296	0.0019314816333683938
NM_025664	NM_025664	chr17	5841380	5930711	+	2017.0	1	Snx9|2700073N08Rik|SDP1|SH3PX1|-|17 A1|17 3.51 cM|protein-coding	6.69	5.104	3.569	8.025	10.995999999999999	Snx9	-0.0002562161246098078	0.0028680639344817686
NM_027427	NM_027427	chr11	83473108	83506740	+	2031.0	1	Taf15|2610111C21Rik|68kDa|TAFII68|Taf2n|RP23-249K18.5|11|11 B5|protein-coding	89.84100000000001	87.07	90.155	101.73700000000001	41.797	Taf15	0.0035217702122265914	-0.004490746567441645
NM_001142335	NM_001142335	chr2	103970287	103981878	+	1513.0	1	Lmo2|Rbtn-2|Rbtn2|Rhom-2|Ttg2|RP23-261L3.1|2 E2|2 54.46 cM|protein-coding	7.8660000000000005	5.814	5.433	8.955	18.589000000000002	Lmo2	-0.0006905532236621295	0.003822289297344682
NM_013477	NM_013477	chr8	105524470	105566040	-	1607.0	1	Atp6v0d1|AI267038|Ac39|Atp6d|P39|VATX|Vma6|-|8 D3|8|protein-coding	27.408	32.549	39.016	24.934	71.26	Atp6v0d1	-0.0029184096932253745	0.0011378794884133213
NM_172145	NM_172145	chr4	126148003	126149874	+	1358.0	1	Eva1b|2610027C15Rik|Fam176b|RP23-365D10.2|4 D2.2|4|protein-coding	8.116	12.258	17.799	7.024	25.469	Eva1b	-0.0011378734711535094	-0.0022029223621148272
NM_033324	NM_033324	chr16	18253965	18289168	-	4209.0	1	Dgcr8|D16H22S1742E|D16H22S788E|D16Wis2|Gy1|N41|Vo59c07|-|16 B1|16 11.31 cM|protein-coding	19.913	17.947	16.189	19.537	8.082	Dgcr8	0.0007487565848397599	-0.00021441422582809227
NM_201410	NM_201410	chr1	88103257	88218998	+	2285.0	1	Ugt1a6b|A9'|Ugt1a9|-|1 D|1|protein-coding	0.45899999999999996	2.089	3.562	0.68	13.552999999999999	Ugt1a6b	-0.00084011611897224	0.0007398544172806562
NM_009913	NM_009913	chr9	123767211	123783457	+	4319.0	1	Ccr9|A130091K22Rik|Cmkbr10|GPR-9-6|-|9 F|9 74.33 cM|protein-coding	1.232	2.32	4.706	0.36	11.12	Ccr9	-0.0006683003603367581	-0.00015336130354751104
NM_175035	NM_175035	chr6	48746197	48754200	+	1938.0	1	Gimap5|D630024P16|E230026N22Rik|-|6 B2.3|6|protein-coding	13.083	12.579	12.515	11.894	24.756	Gimap5	-0.0008116916206839637	0.002132622285499379
NM_145393	NM_145393	chr4	132184916	132212256	-	4071.0	1	Ythdf2|9430020E02Rik|HGRG8|NY-REN-2|RP23-127O5.1|4 D2.3|4|protein-coding	33.95	29.708000000000002	24.584	30.264	13.525	Ythdf2	0.0011869091944068514	0.00013334365419566128
NM_009741	NM_009741	chr1	106538178	106714290	-	7203.0	1	Bcl2|AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik|-|1 E2.1|1 49.76 cM|protein-coding	29.846999999999998	41.599	29.826999999999998	39.897	11.527000000000001	Bcl2	0.0016294051433973567	-0.003754907506006115
NM_178283	NM_178283	chr13	3634032	3651779	+	2402.0	1	Asb13|2210015B19Rik|6430573K02Rik|Asb-13|C85285|-|13 A1|13|protein-coding	6.072	4.9430000000000005	7.305	6.1370000000000005	11.085	Asb13	-0.00033734999929424926	0.0007706280011318424
NM_007918	NM_007918	chr8	27260327	27275656	+	976.0	1	Eif4ebp1|4e-bp1|AA959816|PHAS-I|-|8 A4-B1|8 15.95 cM|protein-coding	134.526	108.51799999999999	71.196	117.756	38.404	Eif4ebp1	0.005542814747061557	0.010146450876548193
NM_026113	NM_026113	chr10	40249203	40257665	-	1012.0	1	Gtf3c6|2410016F19Rik|AU019813|-|10 B1|10|protein-coding	42.239	37.692	38.596	47.019	14.815	Gtf3c6	0.0019186441090791445	-0.0007893866483574983
NM_177471	NM_177471	chr11	55049738	55078131	-	1410.0	1	Ccdc69|2210021E03Rik|D11Ertd461e|-|11 B1.3|11 32.13 cM|protein-coding	2.407	3.665	5.54	3.075	11.147	Ccdc69	-0.0005421586567915045	0.00018030318858729236
NM_010188	NM_010188	chr1	171051169	171059403	-	1346.0	1	Fcgr3|CD16|-|1 H3|1 78.8 cM|protein-coding	12.392000000000001	25.643	32.33	7.382000000000001	107.662	Fcgr3	-0.006313274531894861	0.00405426955347366
NM_028633	NM_028633	chrX	73437315	73459029	-	1353.0	1	Haus7|1110020L19Rik|Uchl5ip|Uip1|RP23-95K12.6|X A7.3|X|protein-coding	10.655	13.265	9.794	10.682	5.655	Haus7	0.00035237537330870463	-0.001319207627748556
NM_007798	NM_007798	chr14	63122462	63145923	+	4731.0	1	Ctsb|CB|-|14 D1|14 33.24 cM|protein-coding	26.078000000000003	33.101	37.484	29.188000000000002	74.036	Ctsb	-0.0029944063478216532	0.0030691696803643053
NM_009838	NM_009838	chr5	129787356	129846443	+	2156.0	1	Cct6a|CCT-zeta|CCT-zeta-1|Cct6|Cctz-1|TCP-1-zeta|-|5 G1.3|5|protein-coding	258.58099999999996	225.99400000000003	165.209	279.339	43.906000000000006	Cct6a	0.014481722214860533	0.01355691242909938
NM_009059	NM_009059	chr17	33929894	33937687	+	2920.0	1	Rgl2|KE1.5|Rab2l|Rgt2|Rlf|-|17|17 B2|protein-coding	11.710999999999999	14.401	23.866999999999997	13.314	55.13399999999999	Rgl2	-0.0027807474837069097	0.002767968378024985
NM_007645	NM_007645	chr7	45233632	45238839	-	1216.0	1	Cd37|Tspan26|-|7 B4|7 29.2 cM|protein-coding	39.806	55.958	78.502	42.281000000000006	124.699	Cd37	-0.0053564456198941296	-0.0038419472976893207
NM_011809	NM_011809	chr16	95702407	95721049	+	3544.0	1	Ets2|AU022856|Ets-2|-|16 C3-qter|16 56.64 cM|protein-coding	26.476	34.827	36.168	22.326999999999998	17.753	Ets2	0.0005187804897969074	-0.009063800965001905
NM_178670	NM_178670	chr18	77633281	77714010	-	3411.0	1	8030462N17Rik|Akd2|Ark2N|-|18 E3|18|protein-coding	14.584000000000001	13.334000000000001	12.374	15.009	6.26	8030462N17Rik	0.0005501821278817196	-0.00014674184756965632
NM_023158	NM_023158	chr11	70454234	70459984	-	2441.0	1	Cxcl16|0910001K24Rik|AV290116|BB024863|CXCL16v1|CXCL16v2|SR-PSOX|Zmynd15|b2b498Clo|DN-491F10.6|11|11 B4|protein-coding	5.631	9.664	5.596	8.999	23.869	Cxcl16	-0.0010592796587515988	0.0031413034417748687
NM_028975	NM_028975	chr5	67260565	67291461	+	6237.0	1	Tmem33|1110006G02Rik|1600019D15Rik|2410089A21Rik|2700052H22Rik|5430406L04Rik|AA388285|AI314185|AI426615|db83|-|5|5 D|protein-coding	16.079	14.495999999999999	12.459000000000001	16.319000000000003	7.51	Tmem33	0.0005568682445632015	0.0004066311355036109
NM_025836	NM_025836	chr17	56278962	56290511	-	2149.0	1	Plin3|1300012C15Rik|M6prbp1|Tip47|-|17|17 D|protein-coding	12.539000000000001	12.225	14.559000000000001	10.860999999999999	32.236999999999995	Plin3	-0.0013531734817548197	0.0023662159704094664
NM_001007581	NM_001007581	chr2	165490112	165493314	-	1864.0	1	2810408M09Rik|-|RP23-395E18.2|2 H3|2|protein-coding	15.94	15.216	10.949000000000002	14.324000000000002	7.461	2810408M09Rik	0.0004983866928543296	0.00016223467694493485
NM_019479	NM_019479	chr1	91411483	91413222	-	1329.0	1	Hes6|AI326893|bHLHb41|-|1 D|1|protein-coding	9.965	10.478	15.264000000000001	9.162	26.219	Hes6	-0.0010896080633218067	0.00046882461964163516
NM_153550	NM_153550	chr16	35694903	35769356	-	4543.0	1	Dirc2|RCC4|-|16 B3|16|protein-coding	2.2319999999999998	2.7260000000000004	4.636	1.909	14.931	Dirc2	-0.0008415974546349423	0.0011134493871409058
NM_001002929	NM_001002929	chr11	115564444	115583924	+	2138.0	1	Nup85|Pcnt1|frount|RP23-392H19.11-001|11 E2|11|protein-coding	22.836	21.79	15.360999999999999	29.371	10.64	Nup85	0.0009997429308130005	0.0029793479574642787
NM_001134384	NM_001134384	chr6	90659598	90810123	-	6474.0	1	Iqsec1|AW561907|BC026481|BRAG2|D6Ertd349e|cI-43|-|6 D1|6 40.16 cM|protein-coding	5.25	5.545	8.623	4.755	15.939	Iqsec1	-0.0007159130304510607	0.0003744956206365447
NM_011791	NM_011791	chr8	25816001	25840787	-	3284.0	1	Ash2l|-|-|8|8 A3|protein-coding	25.854	22.15	19.976	25.997	11.665	Ash2l	0.0009046868758328229	0.0008676607377186976
NM_019766	NM_019766	chr10	128058982	128077254	+	1944.0	1	Ptges3|5730442A20Rik|Ptges|Tebp|cPGES|p23|sid3177|-|10 D3|10|protein-coding	34.988	31.858	28.802	38.565	18.749000000000002	Ptges3	0.0011542684294997604	0.0014689948709472528
NM_011479	NM_011479	chr12	87307889	87388230	-	3740.0	1	Sptlc2|AI173915|LCB2|mKIAA0526|-|12|12 E|protein-coding	11.418	14.64	15.31	12.317	24.177	Sptlc2	-0.0007822834703095011	0.00010539888186456626
NM_026546	NM_026546	chr15	31602116	31617535	+	1159.0	1	Fam173b|A930016P21Rik|AA987072|-|15 B2|15|protein-coding	13.234000000000002	9.632	11.61	13.902999999999999	6.691	Fam173b	0.0004206441854238962	0.0007028783484496482
NM_001033432	NM_001033432	chr10	17900466	17948067	-	3661.0	1	Heca|Gm869|HDC|HDCL|-|10 A2-A3|10|protein-coding	18.739	24.329	41.614	16.017	49.158	Heca	-0.002032021141026596	-0.005939499792265399
NM_023579	NM_023579	chr14	120911194	120948044	+	4565.0	1	Ipo5|1110011C18Rik|5730478E03Rik|AA409333|C76941|IMB3|Kpnb3|Ranbp5|-|14 E5|14|protein-coding	74.792	55.77	35.236999999999995	71.342	14.508	Ipo5	0.003678758407180518	0.009185711992432587
NM_010556	NM_010556	chr11	54265085	54267279	-	842.0	1	Il3|BPA|Csfmu|HCGF|Il-3|MCGF|PSF|RP23-309E16.5|11 B1|11 32.13 cM|protein-coding	3.5839999999999996	1.64	0.29100000000000004	23.0	0.0	Il3	0.0008381406469217729	0.00697428400257971
NM_207682	NM_207682	chr4	149176321	149307698	-	10050.0	1	Kif1b|A530096N05Rik|AI448212|AI506502|D4Mil1e|KIF1Bp130|KIF1Bp204|RP23-249G3.1|4 E|4 79.05 cM|protein-coding	4.966	7.112	12.827	5.26	12.912	Kif1b	-0.0004918768369595615	-0.002196246608127365
NM_001172146	NM_001172146	chr5	143902704	143909839	-	1179.0	1	Aimp2|AA407136|AA407225|Aimp2(p38)|Jtv1|-|5 G2|5|protein-coding	115.48700000000001	96.927	71.183	86.97	19.776	Aimp2	0.005213724940757334	-0.0029311615017904693
NM_008300	NM_008300	chr11	53259814	53300479	-	4619.0	1	Hspa4|70kDa|AI317151|APG-2|Hsp110|Hsp70RY|mKIAA4025|RP23-337J7.3|11 B1.3|11 31.91 cM|protein-coding	110.363	99.551	70.757	112.92	39.645	Hspa4	0.004628870985972857	0.006704656633243489
NM_025859	NM_025859	chr10	88731414	88743202	+	834.0	1	Arl1|2310008D22Rik|AU019749|-|10 C1|10|protein-coding	34.471	33.156	23.784000000000002	39.293	13.886	Arl1	0.00149387419186605	0.0022955266737025794
NM_145371	NM_145371	chr5	124570214	124579057	-	1927.0	1	Eif2b1|26kDa|D5Ertd406e|EIF2B|EIF2BA|-|5 F|5 63.67 cM|protein-coding	32.839	23.173000000000002	17.744	30.243000000000002	11.429	Eif2b1	0.001237140630647576	0.00411647535266864
NM_145354	NM_145354	chr13	69612016	69635779	+	4258.0	1	Nsun2|D13Wsu123e|Misu|-|13 C1|13 35.55 cM|protein-coding	92.40799999999999	67.554	42.43600000000001	91.76799999999999	21.951999999999998	Nsun2	0.004383476925664757	0.013980897222418416
NM_011885	NM_011885	chr7	28739641	28741781	-	679.0	1	Mrps12|AI327385|Rpms12|rps12|-|7 A3|7|protein-coding	66.96600000000001	65.008	48.489	65.982	30.989	Mrps12	0.00231321911483957	0.0010418222132820485
NM_011070	NM_011070	chr1	171345699	171358170	+	616.0	1	Pfdn2|ESTM27|W48336|-|1 H3|1 79.35 cM|protein-coding	102.661	89.26700000000001	72.238	110.854	46.832	Pfdn2	0.003810106850484468	0.00820787999073557
NM_025959	NM_025959	chr14	45329824	45349071	+	1548.0	1	Psmc6|2300001E01Rik|AI451058|-|14|14 C1|protein-coding	72.824	74.434	62.036	84.654	30.291999999999998	Psmc6	0.003188940166555658	-0.00041418382723459
NM_026474	NM_026474	chr14	79587691	79629755	+	1936.0	1	Sugt1|2410174K12Rik|SGT1|-|14 D3|14|protein-coding	55.61	60.861000000000004	60.461999999999996	62.052	26.116999999999997	Sugt1	0.0021965773403316386	-0.006874139682841296
NM_180600	NM_180600	chr9	55149369	55207529	+	2926.0	1	Ube2q2|3010021M21Rik|-|9 B|9|protein-coding	14.537	12.915	11.532	12.546	7.138	Ube2q2	0.00040846001712265825	-0.0002741652955216491
NM_134010	NM_134010	chr10	117750643	117792705	-	3062.0	1	Nup107|AW541137|C76801|-|10 D2|10|protein-coding	24.636	19.955	15.935	25.522	10.249	Nup107	0.0009316986282481486	0.002449281019641695
NM_026549	NM_026549	chr7	34184497	34196647	-	1274.0	1	Pdcd2l|6030457N17Rik|RP23-349I9.3|7 B1|7|protein-coding	23.618000000000002	26.164	15.987	21.070999999999998	11.119000000000002	Pdcd2l	0.0007604223512225552	-0.0007550029016921916
NM_145591	NM_145591	chr8	4613170	4630231	+	2355.0	1	Zfp958|-|-|8 A1.1|8|protein-coding	10.41	10.603	12.035	10.647	4.478	Zfp958	0.000400849533854574	-0.0017008517486462025
NM_011055	NM_011055	chr7	114415254	114537937	+	5268.0	1	Pde3b|9830102A01Rik|AI847709|-|7 F1|7 59.46 cM|protein-coding	35.647	35.703	52.622	32.591	70.562	Pde3b	-0.002389437403308598	-0.0012864260541510326
NM_009183	NM_009183	chr1	95587682	95667594	-	5406.0	1	St8sia4|PST|PST-1|SIAT8-D|ST8SiaIV|Siat8d|-|1 D|1|protein-coding	7.093	8.231	8.277000000000001	7.165	20.666	St8sia4	-0.0008815954124245874	0.0016819633377077807
NM_025616	NM_025616	chr7	28305826	28312046	-	1166.0	1	Timm50|2810403L02Rik|AU015082|TIM50L|-|7 A3|7|protein-coding	78.281	59.305	41.531000000000006	66.9	17.248	Timm50	0.0034764530161535117	0.0055787809133175355
NM_025437	NM_025437	chrX	159372195	159385699	+	917.0	1	Eif1ax|1500010B24Rik|AI426898|Eif1ay|RP23-52L10.2|X F4|X|protein-coding	163.29	164.325	128.89700000000002	159.651	54.293	Eif1ax	0.007057563726368318	-0.007574640689689178
NM_207217	NM_207217	chr17	26212692	26244242	-	2737.0	1	Itfg3|-|-|17 A3.3|17|protein-coding	5.42	6.803	9.833	5.914	18.02	Itfg3	-0.0008003476516996427	0.00028715925046357706
NM_026195	NM_026195	chr1	71557156	71579403	+	2593.0	1	Atic|2610509C24Rik|AA536954|AW212393|-|1 C3|1|protein-coding	73.31	68.335	47.997	81.108	15.95	Atic	0.003973366478799831	0.0033461140456814203
NM_026472	NM_026472	chr1	118321843	118333831	+	1885.0	1	Nifk|AI852665|C130020J04Rik|Mki67ip|-|1 E2.3|1|protein-coding	111.60600000000001	89.691	54.113	94.015	20.980999999999998	Nifk	0.005192480247111127	0.007405856259462429
NM_144559	NM_144559	chr1	171018926	171029761	+	1243.0	1	Fcgr4|4833442P21Rik|CD16-2|FcgRIV|FcgammaRIV|Fcgr3a|Fcrl3|-|1 H3|1 78.53 cM|protein-coding	2.63	3.681	3.8169999999999997	2.151	16.137999999999998	Fcgr4	-0.0008956655449721878	0.0015309183007395108
NM_001033276	NM_001033276	chr15	98831669	98871205	-	19770.0	1	Kmt2d|ALR|BC032281|BC058659|C430014K11Rik|KMT2B|Mll2|Mll4|-|15 F1|15|protein-coding	24.303	21.965999999999998	29.484	26.538	45.63	Kmt2d	-0.001351404352648941	0.0031661375796153903
NM_008798	NM_008798	chr1	94038305	94052553	-	1923.0	1	Pdcd1|Ly101|PD-1|Pdc1|-|1 D|1|protein-coding	27.808000000000003	23.836	23.183000000000003	28.258000000000003	53.77	Pdcd1	-0.0017326038401346943	0.007816658620068013
NM_027978	NM_027978	chr5	100654726	100674256	-	1703.0	1	Coq2|2310002F18Rik|-|5|5 E3|protein-coding	26.331	21.565	17.099	23.21	12.173	Coq2	0.0007876010891335442	0.001536160315222587
NM_026003	NM_026003	chr19	26748403	26778321	+	1951.0	1	Smarca2|2610209L14Rik|SNF2alpha|Snf2l2|brahma|brm|-|19 C1|19 21.17 cM|protein-coding	7.582999999999999	10.19	14.507	6.7589999999999995	20.298	Smarca2	-0.0008382825627800695	-0.001429113975535248
NM_028057	NM_028057	chr1	134405990	134411738	+	1615.0	1	Cyb5r1|1500005G05Rik|B5R.1|C80155|Nqo3a2|-|1 E4|1|protein-coding	56.361999999999995	70.589	54.271	63.245	20.008	Cyb5r1	0.0027367483116445264	-0.007866609413585966
NM_021322	NM_021322	chr17	31494322	31512487	-	3877.0	1	Wdr4|AI415180|AI448349|D530049K22Rik|-|17 B1|17|protein-coding	25.521	20.725	14.864	21.686	5.934	Wdr4	0.001121543186846353	0.0009111084595476507
NM_020578	NM_020578	chr17	73804841	73832093	+	3650.0	1	Ehd3|Ehd2|-|17 E2|17 45.2 cM|protein-coding	8.083	14.514000000000001	21.38	4.999	20.198	Ehd3	-0.0008349475181628695	-0.005833859099039441
NM_026095	NM_026095	chr10	75518042	75535440	+	598.0	1	Snrpd3|1700043E15Rik|2310009E13Rik|AW046420|SMD3|-|10 C1|10|protein-coding	243.388	220.452	184.86700000000002	257.14099999999996	94.40799999999999	Snrpd3	0.010029400685556092	0.006834872959232098
NM_011865	NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	Pcbp1	0.023889447797378727	-0.011318494591376333
NM_001141931	NM_001141931	chr2	60751953	60881438	-	2479.0	1	Rbms1|2600014B10Rik|AI255215|MSSP-1|MSSP-2|MSSP-3|YC1|RP23-318H20.1|2|2 C3|protein-coding	19.373	30.615	30.967	21.351999999999997	42.461000000000006	Rbms1	-0.001355503743079159	-0.0030753673379494465
NM_025550	NM_025550	chr14	14112185	14120904	-	1286.0	1	Psmd6|2400006A19Rik|-|14 A1|14|protein-coding	89.16	85.212	61.19	92.292	40.604	Psmd6	0.0032518074144804758	0.00430451458162155
NM_145610	NM_145610	chr9	20888175	20892179	+	1658.0	1	Ppan|A230087P06Rik|SSF1|-|9 A3|9|protein-coding	138.791	99.28299999999999	69.193	122.882	28.125999999999998	Ppan	0.006409149149015928	0.014171741927998948
NM_026396	NM_026396	chr15	10474779	10485937	-	2642.0	1	Brix1|1110064N10Rik|Bxdc2|C76935|-|15 A1|15|protein-coding	63.449	53.003	34.876999999999995	63.577	17.160999999999998	Brix1	0.002950107849942802	0.005955376020008606
NM_145620	NM_145620	chr9	106477309	106485415	+	1520.0	1	Rrp9|55kDa|D19435|D9Wsu10e|Rnu3ip2|U3-55k|-|9 F1|9 57.59 cM|protein-coding	89.60600000000001	74.092	47.922	93.65299999999999	17.04	Rrp9	0.004756713053360785	0.009001081300635644
NM_025435	NM_025435	chr14	13949012	13961313	-	963.0	1	Thoc7|Nif3l1bp1|-|14|14 A2|protein-coding	69.62899999999999	76.067	56.783	71.66	29.151	Thoc7	0.0027811602239152322	-0.0035450398593469376
NM_026855	NM_026855	chr8	124722139	124734123	+	1157.0	1	Arv1|1110067L22Rik|AI461928|AW121084|-|8 E2|8|protein-coding	15.068	11.694	11.1	14.739	6.792000000000001	Arv1	0.0005037813834053428	0.0009500450866395706
NM_146091	NM_146091	chr19	7494438	7538609	+	6362.0	1	Atl3|4633402C03Rik|5730596K20Rik|AI465397|AW228836|-|19 A|19|protein-coding	39.998000000000005	41.586000000000006	33.628	46.256	18.772000000000002	Atl3	0.001609074526069538	5.825923129817603e-05
NM_001163441	NM_001163441	chr3	104794834	104818305	-	3439.0	1	Mov10|C77703|Mov-10|-|3|3 F2|protein-coding	7.7379999999999995	8.316	8.48	4.854	12.687999999999999	Mov10	-0.00041294199337391346	-0.00041960328474818185
NM_001170911	NM_001170911	chr15	102459170	102462806	+	1105.0	1	Prr13|1110020C13Rik|2010324E22Rik|-|15 F3|15|protein-coding	65.194	80.428	80.762	74.64699999999999	207.921	Prr13	-0.008962939267000886	0.018085460116093296
NM_001288578	NM_001288578	chr3	138437200	138455499	+	1575.0	1	Adh5|Adh-5|Adh3|GSNOR|-|3 G3|3|protein-coding	110.31700000000001	117.338	82.941	109.62899999999999	38.766	Adh5	0.004739631783205873	-0.004425308109451791
NM_008595	NM_008595	chr15	78755883	78773445	-	1824.0	1	Mfng|AW546563|AL591946.1|15 E1|15 37.69 cM|protein-coding	26.928	19.767	26.123	24.245	43.48	Mfng	-0.0012383710045771527	0.004606915394864401
