"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_23_P80832"	"0.979"	"0.566813"	"-6.12e-01"	"-4.71"	"-9.39e-02"	"TMEM41A"	"transmembrane protein 41A"
"A_32_P199292"	"0.979"	"0.566831"	"-6.12e-01"	"-4.71"	"-8.09e-02"	"FAM60A"	"family with sequence similarity 60, member A"
"A_24_P272967"	"0.979"	"0.566905"	"-6.12e-01"	"-4.71"	"-1.07e-01"	"AVL9"	"AVL9 homolog (S. cerevisiase)"
"A_24_P530900"	"0.979"	"0.566916"	"6.12e-01"	"-4.71"	"7.00e-02"	""	""
"A_24_P401645"	"0.979"	"0.566941"	"6.12e-01"	"-4.71"	"7.44e-02"	"AP4S1"	"adaptor-related protein complex 4, sigma 1 subunit"
"A_23_P93169"	"0.979"	"0.56696"	"6.12e-01"	"-4.71"	"7.46e-02"	"LGSN"	"lengsin, lens protein with glutamine synthetase domain"
"A_24_P891042"	"0.979"	"0.566962"	"-6.12e-01"	"-4.71"	"-6.54e-02"	""	""
"A_24_P346725"	"0.979"	"0.566962"	"6.12e-01"	"-4.71"	"6.24e-02"	""	""
"A_24_P392958"	"0.979"	"0.567007"	"6.12e-01"	"-4.71"	"2.01e-01"	"TBC1D20"	"TBC1 domain family, member 20"
"A_24_P34611"	"0.979"	"0.567009"	"-6.12e-01"	"-4.71"	"-6.48e-02"	"SIX3"	"SIX homeobox 3"
"A_23_P111321"	"0.979"	"0.567043"	"6.12e-01"	"-4.71"	"6.37e-02"	"ARG1"	"arginase 1"
"A_24_P359771"	"0.979"	"0.567069"	"6.12e-01"	"-4.71"	"2.67e-01"	"ASXL2"	"additional sex combs like transcriptional regulator 2"
"A_23_P321160"	"0.979"	"0.567074"	"6.12e-01"	"-4.71"	"6.98e-02"	"ZNF594"	"zinc finger protein 594"
"A_24_P919016"	"0.979"	"0.567103"	"-6.12e-01"	"-4.71"	"-5.96e-02"	""	""
"A_32_P106512"	"0.979"	"0.567129"	"6.12e-01"	"-4.71"	"1.40e-01"	""	""
"A_32_P128496"	"0.979"	"0.567138"	"6.12e-01"	"-4.71"	"6.82e-02"	"SRP9"	"signal recognition particle 9kDa"
"A_23_P167920"	"0.979"	"0.567189"	"-6.12e-01"	"-4.71"	"-3.49e-01"	"DLL1"	"delta-like 1 (Drosophila)"
"A_24_P239049"	"0.979"	"0.567233"	"6.12e-01"	"-4.71"	"6.32e-02"	""	""
"A_24_P932632"	"0.979"	"0.567268"	"-6.11e-01"	"-4.71"	"-9.24e-02"	""	""
"A_24_P63522"	"0.979"	"0.567293"	"6.11e-01"	"-4.71"	"1.66e-01"	"HMGCS1"	"3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)"
"A_23_P203807"	"0.979"	"0.56731"	"-6.11e-01"	"-4.71"	"-6.16e-02"	""	""
"A_23_P162547"	"0.979"	"0.567326"	"6.11e-01"	"-4.71"	"6.85e-02"	"MYL2"	"myosin, light chain 2, regulatory, cardiac, slow"
"A_32_P142088"	"0.979"	"0.567334"	"-6.11e-01"	"-4.71"	"-7.56e-02"	"MPZL1"	"myelin protein zero-like 1"
"A_23_P145817"	"0.979"	"0.567395"	"-6.11e-01"	"-4.71"	"-1.47e-01"	"MALSU1"	"mitochondrial assembly of ribosomal large subunit 1"
"A_23_P119102"	"0.979"	"0.567406"	"6.11e-01"	"-4.71"	"1.98e-01"	"VASP"	"vasodilator-stimulated phosphoprotein"
"A_23_P24077"	"0.979"	"0.567501"	"-6.11e-01"	"-4.71"	"-1.75e-01"	"C10orf54"	"chromosome 10 open reading frame 54"
"A_32_P85835"	"0.979"	"0.567529"	"6.11e-01"	"-4.71"	"6.54e-02"	"B3GALTL"	"beta 1,3-galactosyltransferase-like"
"A_24_P174924"	"0.979"	"0.567584"	"6.11e-01"	"-4.71"	"6.60e-02"	"HIST1H3B"	"histone cluster 1, H3b"
"A_23_P134925"	"0.979"	"0.567594"	"6.11e-01"	"-4.71"	"1.67e-01"	"BNIP3L"	"BCL2/adenovirus E1B 19kDa interacting protein 3-like"
"A_23_P157371"	"0.979"	"0.567594"	"6.11e-01"	"-4.71"	"1.63e-01"	"FAM3C"	"family with sequence similarity 3, member C"
"A_24_P20506"	"0.979"	"0.567624"	"6.11e-01"	"-4.71"	"3.13e-01"	"CRMP1"	"collapsin response mediator protein 1"
"A_23_P112452"	"0.979"	"0.567652"	"-6.11e-01"	"-4.71"	"-6.22e-02"	"GGTA1P"	"glycoprotein, alpha-galactosyltransferase 1 pseudogene"
"A_23_P300174"	"0.979"	"0.567655"	"-6.11e-01"	"-4.71"	"-7.16e-02"	"HEXDC"	"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing"
"A_32_P133526"	"0.979"	"0.567695"	"6.11e-01"	"-4.71"	"1.78e-01"	""	""
"A_23_P340308"	"0.979"	"0.567719"	"6.11e-01"	"-4.71"	"1.30e-01"	"TAS2R19"	"taste receptor, type 2, member 19"
"A_24_P941922"	"0.979"	"0.567757"	"6.11e-01"	"-4.71"	"1.74e-01"	"CNOT4"	"CCR4-NOT transcription complex, subunit 4"
"A_23_P120667"	"0.979"	"0.567768"	"-6.11e-01"	"-4.71"	"-1.74e-01"	"JAM2"	"junctional adhesion molecule 2"
"A_32_P217643"	"0.979"	"0.567787"	"6.11e-01"	"-4.71"	"6.81e-02"	""	""
"A_23_P168211"	"0.979"	"0.567795"	"6.11e-01"	"-4.71"	"8.54e-02"	"VOPP1"	"vesicular, overexpressed in cancer, prosurvival protein 1"
"A_23_P52499"	"0.979"	"0.567828"	"6.11e-01"	"-4.71"	"6.44e-02"	"SLC18A2"	"solute carrier family 18 (vesicular monoamine transporter), member 2"
"A_24_P291016"	"0.979"	"0.567864"	"6.11e-01"	"-4.71"	"6.74e-02"	"ABL1"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"
"A_32_P45738"	"0.979"	"0.567929"	"-6.10e-01"	"-4.71"	"-1.40e-01"	"PGAM1"	"phosphoglycerate mutase 1 (brain)"
"A_23_P52198"	"0.979"	"0.567949"	"-6.10e-01"	"-4.71"	"-1.33e-01"	"MPP7"	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
"A_23_P305210"	"0.979"	"0.567994"	"6.10e-01"	"-4.71"	"7.21e-02"	"ZNF680"	"zinc finger protein 680"
"A_23_P138975"	"0.979"	"0.568007"	"-6.10e-01"	"-4.71"	"-8.33e-02"	"RBM7"	"RNA binding motif protein 7"
"A_24_P156049"	"0.979"	"0.568074"	"-6.10e-01"	"-4.71"	"-1.17e-01"	"SLC39A6"	"solute carrier family 39 (zinc transporter), member 6"
"A_24_P895028"	"0.979"	"0.568096"	"6.10e-01"	"-4.71"	"6.29e-02"	""	""
"A_23_P317244"	"0.979"	"0.568125"	"-6.10e-01"	"-4.71"	"-6.29e-02"	"SPACA3"	"sperm acrosome associated 3"
"A_23_P42198"	"0.979"	"0.56814"	"6.10e-01"	"-4.71"	"7.02e-02"	"HIST1H3G"	"histone cluster 1, H3g"
"A_24_P341323"	"0.979"	"0.568169"	"-6.10e-01"	"-4.71"	"-8.52e-02"	"ZKSCAN2"	"zinc finger with KRAB and SCAN domains 2"
"A_24_P234094"	"0.979"	"0.568181"	"-6.10e-01"	"-4.71"	"-1.29e-01"	"RAB29"	"RAB29, member RAS oncogene family"
"A_32_P144708"	"0.979"	"0.568212"	"6.10e-01"	"-4.71"	"9.22e-02"	"CTBP2"	"C-terminal binding protein 2"
"A_23_P418204"	"0.979"	"0.568243"	"6.10e-01"	"-4.71"	"9.85e-02"	"ZNF251"	"zinc finger protein 251"
"A_23_P87732"	"0.979"	"0.568273"	"-6.10e-01"	"-4.71"	"-1.25e-01"	"POLR3B"	"polymerase (RNA) III (DNA directed) polypeptide B"
"A_32_P53976"	"0.979"	"0.568295"	"6.10e-01"	"-4.71"	"1.64e-01"	""	""
"A_24_P68342"	"0.979"	"0.568299"	"6.10e-01"	"-4.71"	"6.00e-02"	"COL4A1"	"collagen, type IV, alpha 1"
"A_24_P925940"	"0.979"	"0.5683"	"6.10e-01"	"-4.71"	"6.54e-02"	"ZXDC"	"ZXD family zinc finger C"
"A_24_P402080"	"0.979"	"0.568303"	"6.10e-01"	"-4.71"	"1.51e-01"	"MBP"	"myelin basic protein"
"A_32_P162066"	"0.979"	"0.568431"	"6.10e-01"	"-4.71"	"1.46e-01"	"FAM105A"	"family with sequence similarity 105, member A"
"A_23_P142055"	"0.979"	"0.568479"	"-6.10e-01"	"-4.71"	"-2.55e-01"	"C19orf38"	"chromosome 19 open reading frame 38"
"A_23_P16096"	"0.979"	"0.568495"	"6.09e-01"	"-4.71"	"2.10e-01"	"PPAN"	"peter pan homolog (Drosophila)"
"A_32_P169406"	"0.979"	"0.568512"	"-6.09e-01"	"-4.71"	"-7.70e-02"	"LOC400043"	"uncharacterized LOC400043"
"A_24_P213206"	"0.979"	"0.568581"	"-6.09e-01"	"-4.71"	"-1.31e-01"	"ZNF259P1"	"zinc finger protein 259 pseudogene 1"
"A_23_P69826"	"0.979"	"0.568652"	"-6.09e-01"	"-4.71"	"-1.15e-01"	"DHX15"	"DEAH (Asp-Glu-Ala-His) box helicase 15"
"A_24_P118452"	"0.979"	"0.568683"	"-6.09e-01"	"-4.71"	"-1.47e-01"	"SEPHS1"	"selenophosphate synthetase 1"
"A_23_P204246"	"0.979"	"0.568687"	"6.09e-01"	"-4.71"	"9.27e-02"	"PHC1"	"polyhomeotic homolog 1 (Drosophila)"
"A_23_P50146"	"0.979"	"0.568719"	"-6.09e-01"	"-4.71"	"-6.27e-02"	"SIGLEC15"	"sialic acid binding Ig-like lectin 15"
"A_32_P77989"	"0.979"	"0.568723"	"6.09e-01"	"-4.71"	"2.10e-01"	"NETO2"	"neuropilin (NRP) and tolloid (TLL)-like 2"
"A_24_P917866"	"0.979"	"0.568787"	"-6.09e-01"	"-4.71"	"-1.14e-01"	"SET"	"SET nuclear proto-oncogene"
"A_23_P30634"	"0.979"	"0.568806"	"6.09e-01"	"-4.71"	"2.43e-01"	"BACH2"	"BTB and CNC homology 1, basic leucine zipper transcription factor 2"
"A_24_P889419"	"0.979"	"0.568853"	"-6.09e-01"	"-4.71"	"-7.43e-02"	""	""
"A_23_P168965"	"0.979"	"0.568864"	"6.09e-01"	"-4.71"	"1.47e-01"	"C8orf44"	"chromosome 8 open reading frame 44"
"A_23_P126103"	"0.979"	"0.568898"	"-6.09e-01"	"-4.71"	"-4.17e-01"	"CTH"	"cystathionine gamma-lyase"
"A_23_P73012"	"0.979"	"0.568975"	"-6.09e-01"	"-4.71"	"-1.45e-01"	"C9orf3"	"chromosome 9 open reading frame 3"
"A_23_P428326"	"0.979"	"0.569006"	"6.09e-01"	"-4.71"	"6.28e-01"	"TBC1D16"	"TBC1 domain family, member 16"
"A_23_P258689"	"0.979"	"0.569031"	"-6.09e-01"	"-4.71"	"-1.00e-01"	"HEATR2"	"HEAT repeat containing 2"
"A_23_P355385"	"0.979"	"0.569034"	"-6.09e-01"	"-4.71"	"-7.69e-02"	"PPP6C"	"protein phosphatase 6, catalytic subunit"
"A_24_P331537"	"0.979"	"0.569039"	"6.09e-01"	"-4.71"	"6.91e-02"	"MAGEA5"	"melanoma antigen family A, 5"
"A_23_P82296"	"0.979"	"0.569067"	"-6.09e-01"	"-4.71"	"-6.53e-02"	"GNB2"	"guanine nucleotide binding protein (G protein), beta polypeptide 2"
"A_32_P216030"	"0.979"	"0.569072"	"-6.09e-01"	"-4.71"	"-6.74e-02"	""	""
"A_32_P71518"	"0.979"	"0.569125"	"-6.08e-01"	"-4.71"	"-1.35e-01"	""	""
"A_23_P11774"	"0.979"	"0.569126"	"-6.08e-01"	"-4.71"	"-1.41e-01"	"UTP11L"	"UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)"
"A_32_P143336"	"0.979"	"0.569187"	"-6.08e-01"	"-4.71"	"-1.64e-01"	"LINC01278"	"long intergenic non-protein coding RNA 1278"
"A_23_P134704"	"0.979"	"0.569215"	"-6.08e-01"	"-4.71"	"-8.06e-02"	""	""
"A_23_P140423"	"0.979"	"0.569227"	"-6.08e-01"	"-4.71"	"-6.87e-02"	"NDUFB1"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa"
"A_23_P354146"	"0.979"	"0.569257"	"6.08e-01"	"-4.71"	"1.90e-01"	"ITK"	"IL2-inducible T-cell kinase"
"A_23_P32558"	"0.979"	"0.569276"	"-6.08e-01"	"-4.71"	"-1.96e-01"	"WDR5"	"WD repeat domain 5"
"A_23_P203406"	"0.979"	"0.569301"	"-6.08e-01"	"-4.71"	"-1.28e-01"	"GANAB"	"glucosidase, alpha; neutral AB"
"A_24_P55250"	"0.979"	"0.56931"	"-6.08e-01"	"-4.71"	"-1.11e-01"	"HDDC2"	"HD domain containing 2"
"A_24_P203696"	"0.979"	"0.569312"	"6.08e-01"	"-4.71"	"1.39e-01"	"CYP2A7P1"	"cytochrome P450, family 2, subfamily A, polypeptide 7 pseudogene 1"
"A_24_P699737"	"0.979"	"0.569334"	"6.08e-01"	"-4.71"	"1.62e-01"	"SARS"	"seryl-tRNA synthetase"
"A_23_P97274"	"0.979"	"0.569342"	"-6.08e-01"	"-4.71"	"-8.44e-02"	"SCAMP3"	"secretory carrier membrane protein 3"
"A_24_P374427"	"0.979"	"0.569353"	"-6.08e-01"	"-4.71"	"-9.80e-02"	"ZDHHC21"	"zinc finger, DHHC-type containing 21"
"A_32_P104063"	"0.979"	"0.569371"	"-6.08e-01"	"-4.71"	"-8.62e-02"	"CRNDE"	"colorectal neoplasia differentially expressed (non-protein coding)"
"A_24_P47211"	"0.979"	"0.569418"	"-6.08e-01"	"-4.71"	"-1.73e-01"	""	""
"A_23_P370027"	"0.979"	"0.569469"	"6.08e-01"	"-4.71"	"2.51e-01"	"GGT7"	"gamma-glutamyltransferase 7"
"A_24_P127312"	"0.979"	"0.569474"	"-6.08e-01"	"-4.71"	"-1.09e-01"	""	""
"A_23_P417148"	"0.979"	"0.569505"	"6.08e-01"	"-4.71"	"1.48e-01"	"RAI1"	"retinoic acid induced 1"
"A_23_P256077"	"0.979"	"0.569524"	"-6.08e-01"	"-4.71"	"-6.32e-02"	"DUSP21"	"dual specificity phosphatase 21"
"A_23_P120863"	"0.979"	"0.569553"	"6.08e-01"	"-4.71"	"6.22e-02"	"GAL3ST1"	"galactose-3-O-sulfotransferase 1"
"A_23_P400847"	"0.979"	"0.569604"	"6.08e-01"	"-4.71"	"1.22e-01"	"IDS"	"iduronate 2-sulfatase"
"A_32_P73707"	"0.979"	"0.569644"	"6.08e-01"	"-4.71"	"7.83e-02"	""	""
"A_32_P87972"	"0.979"	"0.569651"	"-6.08e-01"	"-4.71"	"-9.14e-02"	""	""
"A_23_P94647"	"0.979"	"0.569674"	"-6.08e-01"	"-4.71"	"-6.41e-02"	"OR1L3"	"olfactory receptor, family 1, subfamily L, member 3"
"A_24_P340390"	"0.979"	"0.569679"	"-6.08e-01"	"-4.71"	"-8.29e-02"	"CPEB2"	"cytoplasmic polyadenylation element binding protein 2"
"A_23_P384355"	"0.979"	"0.569716"	"-6.07e-01"	"-4.71"	"-1.53e-01"	""	""
"A_23_P129856"	"0.979"	"0.569762"	"-6.07e-01"	"-4.71"	"-1.57e-01"	"HIC1"	"hypermethylated in cancer 1"
"A_24_P229911"	"0.979"	"0.569763"	"-6.07e-01"	"-4.71"	"-1.59e-01"	""	""
"A_23_P143461"	"0.979"	"0.569787"	"6.07e-01"	"-4.71"	"6.78e-02"	"KRTAP19-1"	"keratin associated protein 19-1"
"A_32_P42137"	"0.979"	"0.569888"	"6.07e-01"	"-4.71"	"6.99e-02"	""	""
"A_24_P919460"	"0.979"	"0.569888"	"6.07e-01"	"-4.71"	"1.43e-01"	"RPS2"	"ribosomal protein S2"
"A_24_P384397"	"0.979"	"0.569912"	"-6.07e-01"	"-4.71"	"-1.78e-01"	"RAVER1"	"ribonucleoprotein, PTB-binding 1"
"A_24_P142305"	"0.979"	"0.569926"	"-6.07e-01"	"-4.71"	"-7.28e-02"	"HBA2"	"hemoglobin, alpha 2"
"A_23_P325547"	"0.979"	"0.569934"	"-6.07e-01"	"-4.71"	"-1.49e-01"	"DUS3L"	"dihydrouridine synthase 3-like (S. cerevisiae)"
"A_23_P76914"	"0.979"	"0.57003"	"-6.07e-01"	"-4.71"	"-5.81e-01"	"SIX1"	"SIX homeobox 1"
"A_23_P56898"	"0.979"	"0.570057"	"-6.07e-01"	"-4.71"	"-7.16e-02"	"KYNU"	"kynureninase"
"A_32_P158311"	"0.979"	"0.57008"	"6.07e-01"	"-4.71"	"9.25e-02"	"LOC100506675"	"uncharacterized LOC100506675"
"A_23_P84272"	"0.979"	"0.570087"	"6.07e-01"	"-4.71"	"8.59e-02"	""	""
"A_32_P96213"	"0.979"	"0.570106"	"6.07e-01"	"-4.71"	"6.40e-02"	"TPT1"	"tumor protein, translationally-controlled 1"
"A_23_P256624"	"0.979"	"0.570109"	"-6.07e-01"	"-4.71"	"-1.22e-01"	"DDX4"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 4"
"A_32_P204624"	"0.979"	"0.570148"	"6.07e-01"	"-4.71"	"1.17e-01"	""	""
"A_24_P164731"	"0.979"	"0.57019"	"6.07e-01"	"-4.71"	"1.43e-01"	"TMED1"	"transmembrane emp24 protein transport domain containing 1"
"A_24_P90005"	"0.979"	"0.570213"	"-6.07e-01"	"-4.71"	"-6.37e-02"	"COL13A1"	"collagen, type XIII, alpha 1"
"A_24_P144149"	"0.979"	"0.570221"	"-6.07e-01"	"-4.71"	"-1.73e-01"	""	""
"A_32_P220715"	"0.979"	"0.570306"	"-6.07e-01"	"-4.71"	"-8.66e-02"	"MAP1LC3B"	"microtubule-associated protein 1 light chain 3 beta"
"A_24_P16071"	"0.979"	"0.570306"	"-6.07e-01"	"-4.71"	"-9.16e-02"	""	""
"A_32_P73184"	"0.979"	"0.570308"	"-6.07e-01"	"-4.71"	"-6.79e-02"	""	""
"A_24_P34476"	"0.979"	"0.570367"	"-6.06e-01"	"-4.71"	"-1.04e-01"	"RIF1"	"replication timing regulatory factor 1"
"A_24_P332953"	"0.979"	"0.570429"	"-6.06e-01"	"-4.71"	"-9.77e-02"	""	""
"A_23_P306941"	"0.979"	"0.570437"	"-6.06e-01"	"-4.71"	"-1.58e-01"	"RGL4"	"ral guanine nucleotide dissociation stimulator-like 4"
"A_24_P306558"	"0.979"	"0.570467"	"6.06e-01"	"-4.71"	"1.01e-01"	"TCF25"	"transcription factor 25 (basic helix-loop-helix)"
"A_24_P680548"	"0.979"	"0.57048"	"-6.06e-01"	"-4.71"	"-2.19e-01"	""	""
"A_23_P15580"	"0.979"	"0.570485"	"-6.06e-01"	"-4.71"	"-9.16e-02"	"ANKRD40"	"ankyrin repeat domain 40"
"A_23_P149847"	"0.979"	"0.570492"	"6.06e-01"	"-4.71"	"1.38e-01"	"LZTS2"	"leucine zipper, putative tumor suppressor 2"
"A_23_P70290"	"0.979"	"0.570508"	"6.06e-01"	"-4.71"	"1.09e-01"	"TMEM30A"	"transmembrane protein 30A"
"A_23_P49041"	"0.979"	"0.570508"	"-6.06e-01"	"-4.71"	"-8.51e-02"	"TMEM62"	"transmembrane protein 62"
"A_24_P857624"	"0.979"	"0.57057"	"6.06e-01"	"-4.71"	"1.63e-01"	"TNRC6C-AS1"	"TNRC6C antisense RNA 1"
"A_23_P339601"	"0.979"	"0.57058"	"6.06e-01"	"-4.71"	"1.17e-01"	"ZNF578"	"zinc finger protein 578"
"A_24_P409881"	"0.979"	"0.570589"	"-6.06e-01"	"-4.71"	"-1.84e-01"	""	""
"A_24_P913210"	"0.979"	"0.570614"	"-6.06e-01"	"-4.71"	"-1.12e-01"	"SLC11A2"	"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2"
"A_23_P317796"	"0.979"	"0.570625"	"-6.06e-01"	"-4.71"	"-7.35e-02"	"MOGAT3"	"monoacylglycerol O-acyltransferase 3"
"A_23_P311192"	"0.979"	"0.57064"	"6.06e-01"	"-4.71"	"1.09e-01"	"SPTLC1"	"serine palmitoyltransferase, long chain base subunit 1"
"A_23_P78201"	"0.979"	"0.570717"	"-6.06e-01"	"-4.71"	"-6.71e-02"	"KRT35"	"keratin 35"
"A_23_P79931"	"0.979"	"0.570731"	"-6.06e-01"	"-4.71"	"-1.64e-01"	"ATRN"	"attractin"
"A_23_P390596"	"0.979"	"0.570848"	"6.06e-01"	"-4.71"	"7.71e-02"	"PSKH1"	"protein serine kinase H1"
"A_23_P431638"	"0.979"	"0.570878"	"6.06e-01"	"-4.71"	"1.38e-01"	"FITM2"	"fat storage-inducing transmembrane protein 2"
"A_24_P517252"	"0.979"	"0.57092"	"-6.06e-01"	"-4.71"	"-1.05e-01"	"PRCD"	"progressive rod-cone degeneration"
"A_23_P37275"	"0.979"	"0.571103"	"6.05e-01"	"-4.71"	"8.13e-02"	"CGRRF1"	"cell growth regulator with ring finger domain 1"
"A_23_P79927"	"0.979"	"0.571166"	"6.05e-01"	"-4.71"	"1.63e-01"	"NOP56"	"NOP56 ribonucleoprotein"
"A_24_P332364"	"0.979"	"0.571176"	"-6.05e-01"	"-4.71"	"-1.44e-01"	""	""
"A_23_P103942"	"0.979"	"0.57119"	"-6.05e-01"	"-4.71"	"-7.65e-02"	"DNAJC11"	"DnaJ (Hsp40) homolog, subfamily C, member 11"
"A_23_P345460"	"0.979"	"0.571195"	"-6.05e-01"	"-4.71"	"-1.20e-01"	"PLEKHG4"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
"A_24_P261760"	"0.979"	"0.571202"	"6.05e-01"	"-4.71"	"1.21e-01"	"KLRG1"	"killer cell lectin-like receptor subfamily G, member 1"
"A_23_P348808"	"0.979"	"0.571227"	"6.05e-01"	"-4.71"	"1.67e-01"	"GPR3"	"G protein-coupled receptor 3"
"A_23_P42331"	"0.979"	"0.571239"	"-6.05e-01"	"-4.71"	"-3.33e-01"	"HMGA1"	"high mobility group AT-hook 1"
"A_24_P387321"	"0.979"	"0.571253"	"-6.05e-01"	"-4.71"	"-2.01e-01"	"ZNF44"	"zinc finger protein 44"
"A_23_P118095"	"0.979"	"0.571256"	"-6.05e-01"	"-4.71"	"-7.05e-02"	"RPL3L"	"ribosomal protein L3-like"
"A_24_P298099"	"0.979"	"0.57129"	"-6.05e-01"	"-4.71"	"-1.52e-01"	""	""
"A_23_P21776"	"0.979"	"0.571323"	"6.05e-01"	"-4.71"	"7.35e-02"	""	""
"A_32_P197060"	"0.979"	"0.571351"	"-6.05e-01"	"-4.71"	"-1.83e-01"	"SMKR1"	"small lysine-rich protein 1"
"A_23_P101013"	"0.979"	"0.57136"	"6.05e-01"	"-4.71"	"1.26e-01"	"TMC6"	"transmembrane channel-like 6"
"A_23_P146654"	"0.979"	"0.57136"	"6.05e-01"	"-4.71"	"8.74e-02"	"BAG1"	"BCL2-associated athanogene"
"A_24_P921519"	"0.979"	"0.571365"	"-6.05e-01"	"-4.71"	"-6.54e-02"	""	""
"A_23_P54147"	"0.979"	"0.571427"	"-6.05e-01"	"-4.71"	"-1.50e-01"	"NIN"	"ninein (GSK3B interacting protein)"
"A_24_P376309"	"0.979"	"0.571573"	"-6.04e-01"	"-4.71"	"-1.22e-01"	"PPP1R9B"	"protein phosphatase 1, regulatory subunit 9B"
"A_23_P102420"	"0.979"	"0.5716"	"6.04e-01"	"-4.71"	"1.44e-01"	"CCT4"	"chaperonin containing TCP1, subunit 4 (delta)"
"A_23_P139998"	"0.979"	"0.571651"	"6.04e-01"	"-4.71"	"1.67e-01"	"UBAC2"	"UBA domain containing 2"
"A_32_P55450"	"0.979"	"0.571687"	"-6.04e-01"	"-4.71"	"-6.97e-02"	"LINC01095"	"long intergenic non-protein coding RNA 1095"
"A_23_P320622"	"0.979"	"0.571704"	"-6.04e-01"	"-4.71"	"-6.46e-02"	"TTTY10"	"testis-specific transcript, Y-linked 10 (non-protein coding)"
"A_24_P388940"	"0.979"	"0.571706"	"6.04e-01"	"-4.71"	"6.66e-02"	"SMIM8"	"small integral membrane protein 8"
"A_32_P190294"	"0.979"	"0.571709"	"-6.04e-01"	"-4.71"	"-1.02e-01"	"GUSBP1"	"glucuronidase, beta pseudogene 1"
"A_23_P207719"	"0.979"	"0.571715"	"6.04e-01"	"-4.71"	"7.92e-02"	"GOSR2"	"golgi SNAP receptor complex member 2"
"A_24_P766577"	"0.979"	"0.571761"	"-6.04e-01"	"-4.71"	"-1.16e-01"	"RNPS1"	"RNA binding protein S1, serine-rich domain"
"A_23_P165028"	"0.979"	"0.571766"	"-6.04e-01"	"-4.71"	"-7.66e-02"	"DAPK3"	"death-associated protein kinase 3"
"A_24_P5935"	"0.979"	"0.571787"	"-6.04e-01"	"-4.71"	"-1.44e-01"	"UBE2V1"	"ubiquitin-conjugating enzyme E2 variant 1"
"A_23_P15995"	"0.979"	"0.571836"	"-6.04e-01"	"-4.71"	"-7.88e-02"	"SIGLEC5"	"sialic acid binding Ig-like lectin 5"
"A_24_P51485"	"0.979"	"0.571858"	"-6.04e-01"	"-4.71"	"-9.69e-02"	"CSDE1"	"cold shock domain containing E1, RNA-binding"
"A_32_P721983"	"0.979"	"0.571913"	"-6.04e-01"	"-4.71"	"-8.99e-02"	""	""
"A_23_P436138"	"0.979"	"0.571969"	"-6.04e-01"	"-4.71"	"-1.07e-01"	"MAX"	"MYC associated factor X"
"A_23_P503059"	"0.979"	"0.571973"	"6.04e-01"	"-4.71"	"1.05e-01"	"CNTN5"	"contactin 5"
"A_24_P161655"	"0.979"	"0.571978"	"-6.04e-01"	"-4.71"	"-1.50e-01"	""	""
"A_23_P34402"	"0.979"	"0.572037"	"6.04e-01"	"-4.71"	"1.15e-01"	"NCSTN"	"nicastrin"
"A_24_P689479"	"0.979"	"0.572064"	"-6.04e-01"	"-4.71"	"-8.56e-02"	""	""
"A_23_P72568"	"0.979"	"0.572125"	"-6.04e-01"	"-4.71"	"-7.84e-02"	"SNX4"	"sorting nexin 4"
"A_23_P56971"	"0.979"	"0.572172"	"-6.03e-01"	"-4.71"	"-8.36e-02"	"GID8"	"GID complex subunit 8"
"A_24_P398210"	"0.979"	"0.572202"	"-6.03e-01"	"-4.71"	"-7.81e-02"	"ZNF488"	"zinc finger protein 488"
"A_23_P59022"	"0.979"	"0.572224"	"-6.03e-01"	"-4.71"	"-1.79e-01"	"TRERF1"	"transcriptional regulating factor 1"
"A_23_P128396"	"0.979"	"0.572224"	"-6.03e-01"	"-4.71"	"-7.98e-02"	"RNF34"	"ring finger protein 34, E3 ubiquitin protein ligase"
"A_24_P334445"	"0.979"	"0.572228"	"-6.03e-01"	"-4.71"	"-6.88e-02"	"MAEA"	"macrophage erythroblast attacher"
"A_23_P116016"	"0.979"	"0.572322"	"6.03e-01"	"-4.71"	"9.37e-02"	"SRSF8"	"serine/arginine-rich splicing factor 8"
"A_24_P324814"	"0.979"	"0.572322"	"6.03e-01"	"-4.71"	"1.02e-01"	"CEP95"	"centrosomal protein 95kDa"
"A_24_P252310"	"0.979"	"0.572335"	"6.03e-01"	"-4.71"	"1.15e-01"	"FAM131B"	"family with sequence similarity 131, member B"
"A_23_P2203"	"0.979"	"0.572416"	"-6.03e-01"	"-4.71"	"-7.87e-02"	"TAOK3"	"TAO kinase 3"
"A_32_P194264"	"0.979"	"0.572461"	"-6.03e-01"	"-4.71"	"-2.77e-01"	"CHAC2"	"ChaC, cation transport regulator homolog 2 (E. coli)"
"A_23_P24424"	"0.979"	"0.572541"	"-6.03e-01"	"-4.71"	"-7.11e-02"	"AP5B1"	"adaptor-related protein complex 5, beta 1 subunit"
