PeakID (cmd=annotatePeaks.pl no_peptide_1um_pcc_superenhancers_merged.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr18-60772506-2	chr18	60700950	60866602	+	1166.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	9180	NM_020600	20044	Mm.43778	NM_020600	ENSMUSG00000024608	Rps14	2600014J02Rik|AL023078	ribosomal protein S14	protein-coding
Merged-chr5-142416016-2	chr5	142366572	142465832	+	1163.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_199068, intron 1 of 8)	intron (NM_199068, intron 1 of 8)	14705	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|ENSMUSG00000075577|Gm10868|Mnf	forkhead box K1	protein-coding
Merged-chr15-76290685-1	chr15	76229666	76351705	+	1160.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_028852, intron 4 of 4)	ORR1A3|LTR|ERVL-MaLR	-3749	NM_001195537	100503915	Mm.393455	NM_001195537	ENSMUSG00000071724	Smpd5	ENSMUSG00000071724|Gm10345|MA-nSMase	sphingomyelin phosphodiesterase 5	protein-coding
Merged-chr6-124735076-2	chr6	124656098	124789665	+	1160.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001077705, intron 11 of 15)	(GAAA)n|Simple_repeat|Simple_repeat	-4491	NR_029792	723944		NR_029792		Mir200c	Mirn200c	microRNA 200c	ncRNA
Merged-chr12-76900232-1	chr12	76837453	76963011	+	1159.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_145927, intron 7 of 11)	intron (NM_145927, intron 7 of 11)	62016	NM_001146176	17187	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding
Merged-chr12-17463579-1	chr12	17372614	17554545	+	1158.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	MMERVK9E_I-int|LTR|ERVK	-81294	NM_013614	18263	Mm.34102	NM_013614	ENSMUSG00000011179	Odc1	ODC	ornithine decarboxylase, structural 1	protein-coding
Merged-chr17-6770615-2	chr17	6722973	6835755	+	1156.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009510, intron 1 of 12)	intron (NM_009510, intron 1 of 12)	3416	NM_009510	22350	Mm.277812	NM_009510	ENSMUSG00000052397	Ezr	AW146364|R75297|Vil2|p81	ezrin	protein-coding
Merged-chr13-13566633-2	chr13	13514938	13618543	+	1155.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-23669	NM_010748	17101	Mm.342337	NM_010748	ENSMUSG00000019726	Lyst	D13Sfk13|beige|bg	lysosomal trafficking regulator	protein-coding
Merged-chr12-80266393-2	chr12	80198724	80369951	+	1152.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-23966	NM_134156	109711	Mm.253564	NM_134156	ENSMUSG00000015143	Actn1	3110023F10Rik|Actn1a	actinin, alpha 1	protein-coding
Merged-chr14-75484737-1	chr14	75398636	75570838	+	1149.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001128093, intron 1 of 1)	intron (NM_001128093, intron 1 of 1)	28755	NM_001128093	380918	Mm.484360	NM_001128093	ENSMUSG00000091722	Siah3	Gm912	seven in absentia homolog 3 (Drosophila)	protein-coding
Merged-chr11-46097287-2	chr11	46053282	46145647	+	1145.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009616, intron 4 of 22)	MLT1B|LTR|ERVL-MaLR	-2806	NR_106177	102465996		NR_106177		Mir8100	mmu-mir-8100	microRNA mir-8100	ncRNA
Merged-chr10-81360648-1	chr10	81283186	81438110	+	1143.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_028657, intron 2 of 9)	PB1|SINE|Alu	3078	NM_028657	73822	Mm.182281	NM_028657	ENSMUSG00000034854	Mfsd12	C19orf28|F630110N24Rik|Wdt1	major facilitator superfamily domain containing 12	protein-coding
Merged-chr10-58367141-1	chr10	58322843	58411439	+	1143.800049	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_026148, intron 1 of 9)	intron (NM_026148, intron 1 of 9)	-4313	NM_201242	110829	Mm.57734	NM_026148	ENSMUSG00000019920	Lims1	2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1	LIM and senescent cell antigen-like domains 1	protein-coding
Merged-chr12-17742309-2	chr12	17689148	17795297	+	1141.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_016677, intron 1 of 3)	intron (NM_016677, intron 1 of 3)	51408	NM_016677	53602	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding
Merged-chr19-8768787-2	chr19	8695622	8844754	+	1139.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_025791)	promoter-TSS (NM_025791)	-808	NM_025791	66836	Mm.440071	NM_025791	ENSMUSG00000075043	Tmem223	0610006I08Rik	transmembrane protein 223	protein-coding
Merged-chr6-83431800-2	chr6	83380492	83508478	+	1139.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_028382, intron 2 of 2)	MIRb|SINE|MIR	2730	NR_028382	320775	Mm.434334	NR_028382	ENSMUSG00000051844	B230319C09Rik	-	RIKEN cDNA B230319C09 gene	ncRNA
Merged-chr11-115476728-2	chr11	115403286	115537165	+	1138.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001080934, intron 3 of 3)	intron (NM_001080934, intron 3 of 3)	-5452	NM_177778	276905	Mm.38019	NM_177778	ENSMUSG00000057219	Armc7	A630084C13|BC023126	armadillo repeat containing 7	protein-coding
Merged-chr6-145143539-1	chr6	145074614	145212464	+	1135.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_001281980, intron 3 of 18)	intron (NM_001281980, intron 3 of 18)	21800	NM_008511	16970	Mm.843	NM_008511	ENSMUSG00000030263	Lrmp	D6Int3|D6Int4|D6Int5|D6Int7|D6Int8|Jaw1	lymphoid-restricted membrane protein	protein-coding
Merged-chr8-70573110-1	chr8	70506056	70640165	+	1135.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_007924, intron 2 of 11)	intron (NM_007924, intron 2 of 11)	-21371	NM_023627	71780	Mm.29357	NM_023627	ENSMUSG00000019139	Isyna1	1300017C10Rik|AU018670	myo-inositol 1-phosphate synthase A1	protein-coding
Merged-chr8-86720805-2	chr8	86617624	86822378	+	1132.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-25698	NR_027829	666945	Mm.391806	NR_027829		Gm10638	ENSMUSG00000074178	predicted gene 10638	ncRNA
Merged-chr7-126754823-1	chr7	126695094	126814552	+	1132.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mur2|SINE|Alu	-4803	NM_011952	26417	Mm.8385	NM_011952	ENSMUSG00000063065	Mapk3	Erk-1|Erk1|Ert2|Esrk1|Mnk1|Mtap2k|Prkm3|p44|p44erk1|p44mapk	mitogen-activated protein kinase 3	protein-coding
Merged-chr16-84616569-1	chr16	84578863	84654276	+	1132.000000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-63220	NR_040537	78023	Mm.243853	NR_040537		4930529L06Rik	-	RIKEN cDNA 4930529L06 gene	ncRNA
Merged-chr5-136489543-1	chr5	136410846	136568240	+	1131.000000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001291234, intron 1 of 22)	intron (NM_001291234, intron 1 of 22)	76438	NM_001291240	13047	Mm.320317	NM_009986	ENSMUSG00000029705	Cux1	CDP|Cutl1|Cux|Cux-1	cut-like homeobox 1	protein-coding
Merged-chr11-79647079-2	chr11	79591422	79712112	+	1130.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_175543, intron 3 of 14)	PB1D10|SINE|Alu	23319	NR_045898	72218	Mm.443271	NR_045898	ENSMUSG00000086569	Rab11fip4os2	1700020F10Rik|4930542H20Rik|Rab11fib4os2	RAB11 family interacting protein 4 (class II), opposite strand 2	ncRNA
Merged-chr5-107730462-2	chr5	107675611	107788408	+	1128.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6204	NM_001267621	14581	Mm.2078	NM_010278	ENSMUSG00000029275	Gfi1	AW495828|Gfi-1|Pal-1|Pal1	growth factor independent 1	protein-coding
Merged-chr4-133703842-2	chr4	133649809	133757895	+	1128.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001080819, intron 4 of 19)	intron (NM_001080819, intron 4 of 19)	13256	NR_106086	102465707		NR_106086		Mir7227	mmu-mir-7227	microRNA mir-7227	ncRNA
Merged-chr18-4322484-1	chr18	4266286	4378682	+	1125.900024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1_Mus3|LINE|L1	30469	NM_007746	26410	Mm.3275	NM_007746	ENSMUSG00000024235	Map3k8	Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT	mitogen-activated protein kinase kinase kinase 8	protein-coding
Merged-chr14-75200760-2	chr14	75166960	75239985	+	1124.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008879, intron 6 of 16)	intron (NM_008879, intron 6 of 16)	-38815	NM_019775	56373	Mm.24242	NM_019775	ENSMUSG00000021999	Cpb2	1110032P04Rik|4930405E17Rik|AI255929|CPR|Cpu|TAFI	carboxypeptidase B2 (plasma)	protein-coding
Merged-chr4-63391531-2	chr4	63343780	63442546	+	1123.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001045514, intron 3 of 21)	B3|SINE|B2	10282	NM_001045514	100182	Mm.387725	NM_001045514	ENSMUSG00000039158	Akna	AI597013|mKIAA1968	AT-hook transcription factor	protein-coding
Merged-chr5-23417803-2	chr5	23365740	23466051	+	1123.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	18458	NR_040469	269630	Mm.425231	NR_040469	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA
Merged-chr4-139239427-1	chr4	139167101	139311754	+	1117.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_009798, intron 2 of 8)	Charlie1|DNA|hAT-Charlie	6044	NM_001271406	12345	Mm.2945	NM_009798	ENSMUSG00000028745	Capzb	1700120C01Rik|AI325129|CPB1|CPB2|CPbeat2|CPbeta1|CPbeta2|Cappb1	capping protein (actin filament) muscle Z-line, beta	protein-coding
Merged-chr5-124486163-1	chr5	124411813	124560514	+	1117.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_029532, intron 1 of 1)	intron (NM_029532, intron 1 of 1)	3008	NM_029532	76167	Mm.156035	NM_029532	ENSMUSG00000029402	Snrnp35	6330548G22Rik	small nuclear ribonucleoprotein 35 (U11/U12)	protein-coding
Merged-chr7-45103124-1	chr7	45051655	45154593	+	1116.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	5' UTR (NM_010189, exon 2 of 7)	5' UTR (NM_010189, exon 2 of 7)	698	NM_010189	14132	Mm.3303	NM_010189	ENSMUSG00000003420	Fcgrt	FcRn	Fc receptor, IgG, alpha chain transporter	protein-coding
Merged-chr9-66604333-2	chr9	66539256	66690217	+	1115.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B3|SINE|B2	-21756	NM_144937	235441	Mm.38976	NM_144937	ENSMUSG00000032376	Usp3	AA409661|BC017156	ubiquitin specific peptidase 3	protein-coding
Merged-chr5-62778229-2	chr5	62680856	62868038	+	1112.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MERVL-int|LTR|ERVL	-8270	NM_178407	212285	Mm.244403	NM_178407	ENSMUSG00000037999	Arap2	Centd1|Gm148|mKIAA0580	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein-coding
Merged-chr2-93443450-2	chr2	93415628	93471345	+	1111.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001136055, intron 1 of 9)	intron (NM_001136055, intron 1 of 9)	9186	NM_001271462	12521	Mm.4261	NM_007656	ENSMUSG00000027215	Cd82	AA682076|AL023070|C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding
Merged-chr11-3310281-1	chr11	3247952	3372611	+	1111.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NR_045708, intron 1 of 5)	B4|SINE|B4	1281	NR_045708	100302648	Mm.458664	NR_045708	ENSMUSG00000084941	Gm11944	OTTMUSG00000005017	predicted gene 11944	ncRNA
Merged-chr9-123959622-2	chr9	123923093	123997612	+	1107.900024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1MB7|LINE|L1	8340	NM_009912	12768	Mm.274927	NM_009912	ENSMUSG00000025804	Ccr1	Cmkbr1|Mip-1a-R	chemokine (C-C motif) receptor 1	protein-coding
Merged-chr15-66489796-1	chr15	66437279	66542313	+	1106.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_019457, intron 1 of 11)	intron (NM_019457, intron 1 of 11)	11114	NM_019457	54562	Mm.244890	NM_019457	ENSMUSG00000022375	Lrrc6	LRTP	leucine rich repeat containing 6 (testis)	protein-coding
Merged-chr2-25503982-1	chr2	25448896	25559068	+	1105.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_013908, intron 6 of 8)	intron (NM_013908, intron 6 of 8)	-2263	NM_001271777	69379	Mm.24596	NM_027062	ENSMUSG00000015083	C8g	-	complement component 8, gamma polypeptide	protein-coding
Merged-chr7-45747914-1	chr7	45680838	45814990	+	1097.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_017465, intron 1 of 6)	IMPB_01|Satellite|Satellite	11641	NM_017465	54200	Mm.271634	NM_017465	ENSMUSG00000003271	Sult2b1	AI326997|BB173635|ST2B1|SULT2B	sulfotransferase family, cytosolic, 2B, member 1	protein-coding
Merged-chr15-53280014-2	chr15	53207730	53352372	+	1097.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010162, intron 1 of 10)	intron (NM_010162, intron 1 of 10)	66132	NM_010162	14042	Mm.309395	NM_010162		Ext1	AA409028	exostoses (multiple) 1	protein-coding
Merged-chr12-51846517-2	chr12	51789425	51895855	+	1094.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-13104	NM_144788	207304	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain containing 1	protein-coding
Merged-chr14-73370311-2	chr14	73303802	73451498	+	1094.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008410, intron 1 of 5)	intron (NM_008410, intron 1 of 5)	7621	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding
Merged-chr14-54425488-2	chr14	54350687	54500477	+	1093.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1327	NM_026851	68836	Mm.248163	NM_026851	ENSMUSG00000010406	Mrpl52	1110047B07Rik	mitochondrial ribosomal protein L52	protein-coding
Merged-chr10-128754145-2	chr10	128687408	128829455	+	1091.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001253704, intron 2 of 3)	intron (NM_001253704, intron 2 of 3)	9976	NM_001170869	78428	Mm.27358	NM_030100	ENSMUSG00000064030	Wibg	A030010B05Rik|Pym	within bgcn homolog (Drosophila)	protein-coding
Merged-chr8-120726935-1	chr8	120682447	120771424	+	1090.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-9441	NM_008320	15900	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding
Merged-chr9-7858789-2	chr9	7810939	7903655	+	1090.349976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007464, intron 5 of 8)	PB1D10|SINE|Alu	15873	NM_007464	11796	Mm.2026	NM_007464	ENSMUSG00000032000	Birc3	AW107670|Api1|Api2|Birc2|HIAP2|IAP1|IAP2|MIAP1|MIAP2|MIHB|MIHC|RNF49|cIAP-1|cIAP-2|cIAP1|cIAP2	baculoviral IAP repeat-containing 3	protein-coding
Merged-chr10-121465616-2	chr10	121409096	121521377	+	1088.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	11014	NM_138956	192678	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding
Merged-chr11-100835371-1	chr11	100804630	100866113	+	1085.400024	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001113563, intron 1 of 18)	B1_Mur2|SINE|Alu	-12801	NM_011489	20851	Mm.34064	NM_011489	ENSMUSG00000020919	Stat5b	-	signal transducer and activator of transcription 5B	protein-coding
Merged-chr8-3375206-2	chr8	3308339	3449719	+	1084.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001033378, intron 2 of 10)	ORR1C2|LTR|ERVL-MaLR	-13979	NM_133962	102098	Mm.170461	NM_133962	ENSMUSG00000004568	Arhgef18	AI467246|D030053O22Rik	rho/rac guanine nucleotide exchange factor (GEF) 18	protein-coding
Merged-chr16-91580952-1	chr16	91512365	91649540	+	1084.599976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_030018, intron 4 of 6)	intron (NM_030018, intron 4 of 6)	16728	NM_030018	77975	Mm.290341	NM_030018	ENSMUSG00000022964	Tmem50b	AU015466|AU019872|B230114J08Rik	transmembrane protein 50B	protein-coding
Merged-chrX-159722940-1	chrX	159673632	159772248	+	1084.500000	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_021389, intron 1 of 16)	intron (NM_021389, intron 1 of 16)	14339	NR_110969	58194	Mm.286495	NM_021389	ENSMUSG00000040990	Sh3kbp1	1200007H22Rik|1700125L08Rik|5830464D22Rik|AI447724|IN85|Ruk|Seta	SH3-domain kinase binding protein 1	protein-coding
Merged-chr11-115174198-2	chr11	115119746	115248196	+	1084.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_025400, intron 4 of 6)	intron (NM_025400, intron 4 of 6)	3345	NM_025400	66176	Mm.86823	NM_025400	ENSMUSG00000015542	Nat9	1110028N05Rik	N-acetyltransferase 9 (GCN5-related, putative)	protein-coding
Merged-chr11-45839500-1	chr11	45780847	45898154	+	1083.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NR_045876, intron 3 of 3)	L1M4|LINE|L1	-12464	NM_001045520	216705	Mm.169673	NM_001045520	ENSMUSG00000006169	Clint1	AI642036|AW537616|C530049I24Rik|Enth|Epn4|F630206G17Rik|mKIAA0171	clathrin interactor 1	protein-coding
Merged-chr5-32094707-1	chr5	32029261	32160153	+	1082.800049	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-41765	NM_008037	14284	Mm.24684	NM_008037	ENSMUSG00000029135	Fosl2	Fra-2	fos-like antigen 2	protein-coding
Merged-chr6-142936917-2	chr6	142908362	142965475	+	1078.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011374, intron 1 of 4)	intron (NM_011374, intron 1 of 4)	27534	NM_011374	20449	Mm.260838	NM_011374	ENSMUSG00000030283	St8sia1	9330109E03Rik|GD3S|Sia-T|Siat8|Siat8a	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	protein-coding
Merged-chr12-110497604-2	chr12	110436899	110547044	+	1076.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_012023, intron 1 of 13)	intron (NM_012023, intron 1 of 13)	6232	NM_001081457	26931	Mm.240396	NM_012023	ENSMUSG00000017843	Ppp2r5c	2610043M05Rik|2700063L20Rik|AI060890|AW545884|C85228|D12Bwg0916e|mKIAA0044	protein phosphatase 2, regulatory subunit B', gamma	protein-coding
Merged-chr15-81298706-1	chr15	81235704	81361708	+	1074.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	B3A|SINE|B2	-46844	NR_077230	78102	Mm.296832	NR_077229		8430426J06Rik	-	RIKEN cDNA 8430426J06 gene	ncRNA
Merged-chr5-123013215-2	chr5	122965602	123059429	+	1072.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B1_Mus2|SINE|Alu	-2559	NM_175423	109305	Mm.218582	NM_175423	ENSMUSG00000049686	Orai1	D730049H07Rik|Tmem142a|orai-1	ORAI calcium release-activated calcium modulator 1	protein-coding
Merged-chr1-134079700-2	chr1	134043379	134112837	+	1068.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_007570, intron 1 of 1)	intron (NM_007570, intron 1 of 1)	1047	NM_007570	12227	Mm.392646	NM_007570	ENSMUSG00000020423	Btg2	AA959598|APRO1|Pc3|TIS21	B cell translocation gene 2, anti-proliferative	protein-coding
Merged-chr11-69075210-2	chr11	69031579	69134395	+	1067.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-5541	NM_009497	22318	Mm.28643	NM_009497	ENSMUSG00000020894	Vamp2	Syb-2|Syb2|sybII	vesicle-associated membrane protein 2	protein-coding
