Gene symbol	No-Peptide-24h	No-Peptide-24h-MEKi	10uM-K99A-24h	10uM-K99A-24h-MEKi	100uM-K99A-24h	100uM-K99A-24h-MEKi	0-1uM-PCC-24h	0-1uM-PCC-24h-MEKi	10uM-PCC-24h	10uM-PCC-24h-MEKi
Hpcal1	41.4945	42.756	29.8195	28.478	18.576	24.982	17.756999999999994	15.929	16.996	18.531
Ids	10.5025	10.249	9.485	12.418	8.6235	10.469	8.245999999999999	9.074	7.6325	9.529
2700097O09Rik	2.923	2.902	5.7295	4.401	7.312	5.977	7.026999999999999	6.622000000000001	7.7505	5.947
Vmn1r115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5547	2.435	1.503	0.6725	0.0	0.9925	0.463	0.1545	0.382	0.2015	0.0
Cd180	12.923	16.86	7.0245	16.33	3.563	6.943	3.6719999999999997	4.249	1.954	3.888
Ssty2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xlr3a	0.253	0.0	0.16349999999999998	0.0	0.12	0.129	0.1085	0.0	0.1775	0.157
Sox6	0.023	0.11	0.0745	0.0	0.0235	0.0	0.031	0.034	0.0695	0.03
Olfr746	0.0	0.0	0.0	0.0	0.0	0.0	0.1245	0.0	0.0	0.0
Fundc2	5.928000000000001	3.14	9.2475	7.105	13.305	9.04	12.335	11.48	13.5835	11.014
Gmps	6.3885000000000005	4.685	11.4745	6.428	17.04	10.953	18.5815	15.047	19.817999999999998	17.02
Ssu72	44.4265	40.735	41.246	32.832	44.7985	36.6	41.60549999999999	33.302	40.989	38.668
Pvt1	1.8005	0.773	3.1365	1.169	2.8675	2.526	3.824	4.315	3.2385	3.028
A730090H04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.0
Clpsl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0475	0.0	0.0	0.0
Gypa	0.4545	0.171	0.0225	0.0	0.025	0.232	0.098	0.0	0.0155	0.0
Snx2	28.022	20.323	23.518500000000003	21.305	24.008000000000003	21.507	22.894	24.412	20.4205	23.71
Fam118b	6.968	6.9670000000000005	12.912	10.221	15.665499999999998	12.154000000000002	14.017000000000001	12.424	14.3145	12.058
Mir8108	21.1985	9.231	18.534000000000002	12.06	20.965	20.852	16.2035	20.41	15.255	18.04
Acbd6	19.8095	9.795	26.683000000000003	9.181	41.9075	26.551	43.9885	27.827	49.4755	34.009
1110007C09Rik	69.612	76.637	38.593	43.852	22.5625	32.623000000000005	17.833	18.146	12.7355	15.008
Top1	32.622	26.307	55.286	33.115	77.0575	55.445	82.8785	79.539	87.15700000000002	76.259
Angptl3	0.016	0.0	0.0	0.0	0.0	0.132	0.044	0.145	0.0115	0.0
Mir718	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.0	0.2075	0.0
Gm6927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Otol1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir1928	0.0	0.0	0.0	0.0	0.0	3.3510000000000004	0.0	0.0	3.9965	14.649
Adam26b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ift172	2.123	2.396	1.6829999999999998	2.091	1.431	2.115	1.6315	1.5590000000000002	1.7454999999999998	1.713
Mir1896	24.2265	14.799	29.064	14.653	24.112	28.15	24.296	33.355	29.9985	17.945999999999994
Pdcd5	9.41	4.816	9.6625	1.746	14.8785	9.546	12.447000000000001	13.999	15.032	13.748
Atp6v1f	69.42349999999999	48.38800000000001	65.31899999999999	49.746	65.9485	61.34	73.92	48.815	73.19800000000002	55.254
Ankrd33	0.0	0.34700000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Padi4	92.541	166.25799999999995	53.9515	113.531	13.183	36.663	10.9555	10.31	3.9930000000000003	6.002999999999999
Ccp110	3.0780000000000003	3.072	4.8395	4.62	6.4825	4.203	6.9145	7.568	7.297000000000001	7.593
Xcl1	1.3655	1.128	1.4535	0.0	6.3615	1.699	12.477	12.489	18.6175	17.229
4930525M21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hcfc2	7.273	6.865	5.6099999999999985	7.0920000000000005	5.1645	4.515	5.797999999999999	7.077000000000001	5.237	4.783
Art4	2.6765	1.938	1.6115	1.725	0.3735	0.5920000000000001	0.5445	0.244	0.268	0.28
Ppa2	9.017999999999999	10.4	12.5115	8.343	14.9545	9.273	13.9985	13.674	16.365000000000002	10.81
4933413L06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cypt10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm11240	0.0375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhebl1	4.7029999999999985	2.745	3.3139999999999996	2.653	6.544	4.1530000000000005	6.9145	6.0760000000000005	7.198499999999999	6.0520000000000005
Siah1b	0.6815	0.5479999999999999	1.1915	0.343	1.4545	1.031	1.8285	1.699	1.7069999999999999	1.7719999999999998
Klri1	1.9345000000000003	2.477	0.6890000000000001	2.825	0.214	0.594	0.202	0.28	0.14250000000000002	0.247
1700016D06Rik	0.0	0.0	0.0	0.0	0.0205	0.0	0.0165	0.092	0.044500000000000005	0.0
Tbcd	5.185	4.8610000000000015	7.473	5.4510000000000005	9.965	8.217	10.291999999999998	9.081	11.658	9.815
Foxred1	8.6455	7.957999999999998	10.273	7.022	13.319	11.288	13.7185	11.253	14.8095	11.782
Gpr156	0.034	0.0	0.0	0.0	0.0	0.0	0.0045000000000000005	0.0	0.008	0.0
Hsd17b6	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.0
Zfc3h1	26.923	30.386	26.1045	35.079	19.9355	27.421	20.2525	23.282	18.205	20.986
Ephx4	0.3065	0.0	0.2725	0.0	0.2925	0.282	0.3245	0.464	0.329	0.08199999999999999
Vmn1r212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8096	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
Kndc1	0.017	0.0	0.1065	0.0	0.366	0.194	0.35	0.295	0.35200000000000004	0.268
Gm14692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr982	0.0	0.0	0.0425	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700030K09Rik	2.2105	1.908	2.0175	2.964	3.2155000000000005	2.009	2.999	2.88	3.238	3.479
Ddx6	77.6125	76.194	87.46799999999999	86.23	90.461	98.961	85.7815	93.479	82.1605	92.628
Ccdc78	0.335	0.229	0.3275	0.517	0.3105	0.688	0.39799999999999996	0.39	0.405	0.376
Ear7	11.2855	4.145	5.1255	0.6990000000000001	8.987499999999997	10.42	7.516	9.709	6.2755	7.702000000000001
Gdap1l1	0.11	0.0	0.0	0.0	0.0155	0.0	0.0165	0.045	0.0	0.0
Mir7001	15.357500000000002	14.38	59.7295	31.727	68.298	45.112	45.985	29.748	38.396	32.867
LOC102635087	0.156	0.0	0.0615	0.0	0.0605	0.307	0.0555	0.0	0.0	0.0
4930526L06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccnb1	0.887	1.216	1.009	1.215	0.7535	0.7020000000000001	0.9795	0.705	0.685	0.578
Tas1r2	0.0	0.0	0.0325	0.0	0.0	0.0	0.0075	0.0	0.024	0.0
Twist1	0.2735	0.0	0.0125	0.0	0.353	0.0	0.171	0.0	0.128	0.063
Usp51	0.0115	0.0	0.033	0.174	0.0345	0.0	0.0	0.052000000000000005	0.008	0.069
Rasef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fcf1	13.570999999999998	11.032	24.793000000000003	13.375	40.52200000000001	22.528	41.9615	30.154	45.588	34.569
4933436E23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryba2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mcts1	20.3445	13.783	26.046999999999997	18.382	32.776	21.404	30.8475	28.737	35.53650000000001	28.944000000000006
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.242	0.0	0.0	0.0	0.0
Cracr2a	7.042999999999999	7.983	4.473	4.982	1.152	2.011	1.5790000000000002	1.069	0.6000000000000001	1.3230000000000002
Rab37	11.460999999999999	8.91	6.8424999999999985	8.775	4.332	4.419	4.0595	4.0939999999999985	3.1395	2.914
Hoxb4	3.185	4.208	1.6869999999999998	3.076	0.8525	1.538	0.86	1.245	0.8340000000000001	1.2009999999999998
Aicda	1.7365	3.754	1.278	1.907	0.251	0.736	0.0875	0.17	0.0545	0.086
Pxt1	0.5885	0.617	0.28	0.0	0.0	0.418	0.08800000000000001	0.0	0.0	0.0
Mtfmt	3.7635	4.234	5.2894999999999985	4.425	5.1165	4.401	5.0365	5.284	5.872999999999999	3.61
Cnot8	23.9315	19.991	23.238000000000003	20.797	26.432	19.382	27.8115	22.676	29.336	23.814
Trim59	6.654	8.657	9.396	8.646	7.879	8.667	8.764	9.612	8.0875	8.373
Mak16	22.5805	12.935	47.959	24.355	76.4505	50.425	91.24799999999999	74.2	87.80950000000001	75.506
Olfr395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prune2	0.16	0.12	0.1125	0.08900000000000001	0.038	0.034	0.0345	0.019	0.006	0.008
Ak4	0.187	0.064	0.1815	0.08	0.635	0.115	0.762	0.7120000000000001	0.9455	0.892
Gm805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rbm10	6.1645	6.79	8.854499999999998	6.83	11.822500000000002	8.689	11.453	10.304	13.185	11.094
Prmt8	0.0	0.0	0.0	0.0	0.0	0.059	0.0175	0.0	0.0	0.0
Gm20750	0.0	0.0	0.021	0.16699999999999998	0.0	0.0	0.0	0.0	0.0	0.0
Dync1i2	40.4245	30.134	47.377	36.782	47.712	43.519	45.6605	43.506	47.82250000000001	43.828
Esp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dgcr8	8.2035	7.091	13.177	8.262	16.813499999999998	12.44	17.994500000000006	16.345	17.811	17.042
Hsd17b14	0.0	0.046	0.121	0.0	0.0435	0.052000000000000005	0.0	0.0	0.0885	0.038
Peli1	63.02800000000001	49.996	48.503	44.44	42.163999999999994	39.439	43.9085	42.788	40.5665	39.074
Mrpl44	11.925999999999998	6.6789999999999985	17.464000000000002	7.716	26.0555	14.095	26.915	18.613	28.829	21.731
Cxcr1	6.845	2.949	1.7545000000000002	2.7910000000000004	0.319	0.377	0.3105	0.207	0.0325	0.092
9030624G23Rik	0.0	0.0	0.0	0.0	0.0	0.093	0.021	0.0	0.008	0.0
Hus1	2.7575000000000003	2.631	4.3255	4.8439999999999985	6.156000000000001	4.973	6.004	6.9670000000000005	7.193	7.0779999999999985
Smg5	25.5545	20.456	30.178	22.527	43.187	33.699	46.9585	44.21100000000001	49.961000000000006	42.069
Mybph	0.204	0.446	0.036000000000000004	0.07200000000000001	0.0	0.0	0.039	0.0	0.031	0.16899999999999998
Cltb	8.987	5.004	9.169	4.026	9.7145	6.19	8.783	8.023	9.1065	8.235
Agap2	13.6025	11.140999999999998	10.732000000000001	9.345	9.5315	10.048	8.945	8.543	9.9855	8.908999999999997
Cab39l	13.2125	11.725	10.380999999999998	9.153	9.9985	10.053	9.818	10.167	10.389000000000001	10.156
Olfr314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0
Zdhhc21	3.3185	2.745	6.683	4.3660000000000005	9.602	7.778	9.198	10.42	9.341	10.049
Clnk	0.629	0.995	1.053	1.082	0.9845	1.484	1.2755	0.7040000000000001	0.8625	0.7859999999999999
Snord43	0.0	0.0	2.6105	18.012999999999995	6.3725000000000005	0.0	1.8375	8.639	8.221499999999999	3.273
Zfp455	1.0915	1.013	1.7009999999999998	0.939	1.54	1.924	1.2054999999999998	1.243	1.2534999999999998	1.535
St3gal2	8.109	6.97	10.798	5.766	12.9195	11.469	10.8305	10.273	10.488500000000002	9.057
Sprr2g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egr3	5.523	2.867	3.19	3.687	7.272	6.167999999999998	10.3145	13.692	10.7015	15.032
AW209491	3.623	2.667	4.854	3.124	7.7035	4.609	9.0035	6.522	8.767999999999999	7.536
Cntn5	0.0275	0.0	0.0	0.0	0.0055000000000000005	0.0	0.0	0.0	0.0	0.0
Nlrp10	0.162	0.0	0.081	0.189	0.1955	0.361	0.2125	0.168	0.1555	0.252
Rhox13	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0
Lonp2	25.355999999999998	21.667	22.9495	20.931	20.834	23.656	22.0005	18.054	21.2995	19.142
Ednrb	1.6875000000000002	1.122	0.6225	1.664	0.1845	0.583	0.161	0.084	0.0665	0.258
Prop1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccdc101	13.274000000000001	11.177	17.415000000000006	8.634	19.659000000000002	13.111	20.9795	15.231	17.489	16.173
Rxfp4	0.35350000000000004	0.0	0.0	0.0	0.0	0.17	0.017	0.093	0.0	0.08199999999999999
Olfr494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7678	11.8285	22.254	5.6485	8.373	3.363	6.032	1.796	0.0	0.6575	0.732
Samt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir6368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam89a	1.06	1.425	2.218	0.496	2.517	2.521	2.1865	2.0780000000000003	2.6135	2.228
Rint1	4.553999999999999	5.41	6.28	4.431	6.4030000000000005	5.352	5.6735	7.555	6.1135	7.292999999999998
Crtam	0.5770000000000001	0.679	0.3175	0.0	1.03	0.438	1.412	1.415	1.0550000000000002	1.65
Yrdc	17.344	8.62	34.1135	15.028	60.926	33.299	64.8025	49.684	68.03649999999999	48.423
Gm5797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0195	0.0
Olfr70	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0
Aim1	14.9895	12.287	24.6185	18.32	31.832	34.111999999999995	23.9375	26.501	28.666	32.085
Olfr305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Taar7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fgf5	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
Ccbe1	0.16299999999999998	0.37	0.039	0.193	0.017	0.221	0.0125	0.071	0.0115	0.0
Mtrf1	0.606	0.8759999999999999	1.4935	0.035	1.56	1.218	1.519	1.38	1.5255	1.109
Neo1	0.1065	0.14400000000000002	0.0305	0.035	0.0385	0.077	0.048	0.008	0.0665	0.056
BC006965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0095	0.0
Cblc	0.1855	0.151	0.03	0.0	0.047	0.085	0.0525	0.07	0.191	0.062
Ccdc62	0.8640000000000001	0.495	1.0165000000000002	1.584	0.882	1.388	0.8265	0.921	0.8105	1.169
1700069P05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7219	0.4875	0.0	10.020499999999998	0.0	0.0	1.328	11.649	10.945	2.947	12.576
Pold2	6.783	2.809	12.870999999999999	4.975	22.456000000000003	14.498	29.2755	21.104	33.017	24.015
Zfp689	2.303	1.6369999999999998	3.5305	1.801	3.7710000000000004	3.97	4.0655	4.572	4.5195	3.361
Serpinb6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ear14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir6910	3.5265000000000004	1.917	9.2285	0.0	9.254	8.661	13.933	12.494000000000002	20.084	16.565
Mesdc2	6.2570000000000014	2.375	9.5335	4.311	14.956	7.779	15.839	11.053	14.5615	9.382
BC003331	7.9525	5.4860000000000015	10.0335	8.822000000000003	9.76	8.399	9.1065	10.429	8.151	9.695
2610035D17Rik	10.425	4.627	7.599	6.777	7.373499999999999	6.2170000000000005	7.3575	7.2	8.4465	7.42
Wbp4	11.485999999999999	7.082000000000002	19.0965	12.116	21.2895	16.018	17.975	14.873	19.7325	15.948
Mir684-1	0.8815000000000001	2.222	5.57	0.774	2.9455	10.04	2.862	2.069	1.975	6.096
Dbndd2	1.2275	1.381	1.0995	0.915	1.5555	1.274	1.3065	0.815	1.07	1.136
Arpp19	14.131999999999998	8.881	22.764	11.619000000000002	28.0835	21.146	26.465	19.365	25.72	20.369
Amica1	20.3225	29.639	11.997000000000002	20.509	8.035	12.348	8.0975	5.48	6.553	5.725
Tle3	41.24500000000001	51.942	30.343	42.306	29.0295	34.295	31.065	32.173	31.9035	32.758
Neurod1	0.0	0.0	0.0495	0.0	0.008	0.0	0.0	0.0	0.0075	0.0
Defb15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb11	0.0	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sepsecs	2.8565	3.422	4.407	3.61	5.215	5.484	6.5495	5.7639999999999985	6.507999999999999	6.597
Mir871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plekhs1	2.9745	1.683	0.4155	1.649	0.339	0.653	0.439	0.514	0.235	0.26
Tnfrsf1b	58.8815	53.551	37.5845	49.165	35.039	40.005	32.4885	35.946	28.0555	33.969
Cela3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klra23	0.2405	0.135	0.0	0.35200000000000004	0.14800000000000002	0.0	0.127	0.627	0.27	0.5539999999999999
Mir6386	4.145	3.025	1.7990000000000002	0.0	1.5919999999999999	7.516	1.98	1.69	2.954	1.991
Mc1r	0.0	0.0	0.0	0.0	0.006999999999999999	0.0	0.018000000000000002	0.0	0.0	0.0
Lztfl1	5.191000000000002	6.142	6.3515000000000015	6.82	6.4245	6.874	6.385	7.673999999999999	5.954500000000001	6.392
Spata45	0.0	0.0	0.0	0.0	0.21600000000000003	0.0	0.0	0.0	0.0	0.606
Spryd7	4.148999999999999	1.592	4.622	2.786	5.742999999999999	4.474	5.412999999999999	4.412	5.8175	5.088
Zfp873	2.2765	2.6060000000000003	2.3565	2.781	2.338	2.422	3.116	2.401	2.209	2.323
Prdm1	4.6880000000000015	3.932	2.786	3.92	3.292	4.016	3.781	5.401	4.0265	5.822
Htr5b	0.0	0.0	0.0305	0.0	0.052000000000000005	0.0	0.021	0.029	0.0	0.103
Olfr641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krt18	0.43	0.269	0.495	0.094	0.266	0.101	0.1165	0.083	0.239	0.221
Mat1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
Mir6948	9.523	22.473000000000006	20.9885	14.946	24.531999999999996	2.307	8.4875	28.528	23.904	21.013
Atxn7	13.8385	14.562	11.690999999999999	15.628	9.279	12.36	9.8275	11.265999999999998	8.902000000000003	11.585
Vmn2r121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm21949	0.43	0.0	0.35800000000000004	0.273	0.295	0.207	0.15050000000000002	0.389	0.132	0.5589999999999999
Tmppe	5.5600000000000005	4.9110000000000005	5.5175	5.579	5.9025	5.947	5.934000000000001	6.468	5.9275	6.45
Mir467a-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrd1	39.2325	40.543	41.00899999999999	40.919	40.9255	41.00899999999999	40.18850000000001	47.51	45.4695	45.675
Mir431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700102H20Rik	0.0	0.0	0.062	0.0	0.259	0.7040000000000001	0.0	0.29	0.316	0.128
Prrx1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0
Matn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sgcb	1.39	1.4240000000000002	1.2825000000000002	1.664	1.8455	1.457	1.4695	1.185	1.5515	1.503
Fam101a	0.135	0.341	0.08549999999999999	0.317	0.0945	0.043	0.08099999999999999	0.035	0.056000000000000015	0.125
Bid	15.7335	16.347	14.726	15.01	15.0345	15.659	15.5385	14.787	14.3845	16.419
Trim43a	0.0	0.0	0.068	0.0	0.0	0.0	0.0	0.064	0.0	0.0
Gm15140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2900011O08Rik	0.0	0.0	0.0	0.0	0.025	0.0	0.01	0.0	0.0	0.0
Rtl1	0.0	0.0	0.024	0.0	0.005	0.0	0.0	0.011	0.0035	0.0
Mir6539	0.0	0.0	0.0	0.0	0.7240000000000001	0.0	0.0	0.0	0.0	0.0
Tst	16.389	22.882	7.683499999999999	12.882	3.045	10.827	2.371	2.603	1.406	1.878
Gm11565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem63c	0.0375	0.075	0.1055	0.0	0.07950000000000003	0.106	0.0265	0.105	0.09699999999999999	0.124
Olfr1002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pappa2	0.0085	0.0	0.0145	0.0	0.013000000000000001	0.008	0.022	0.041	0.004	0.012
Ltk	0.1815	0.562	0.1415	0.17600000000000002	0.0415	0.0	0.0425	0.105	0.07100000000000001	0.023
Grn	120.605	147.042	65.27250000000001	103.416	30.018	68.917	25.8465	30.38	16.8785	28.092
Rltpr	18.452	17.502	20.933000000000003	14.859000000000002	19.8455	17.558	17.5685	19.702	20.864	19.106
Mir7213	0.0	0.0	0.0	0.0	0.0	0.0	0.8395	3.108	0.3225	0.0
H2afv	24.2015	10.557	21.8815	10.634	16.9725	14.515	15.688000000000002	10.077	14.107	11.550999999999998
Lrrk1	11.778	9.887	4.2925	8.296	6.0345	8.187000000000001	5.7835	6.4670000000000005	5.2135	7.0710000000000015
Stat6	85.33200000000001	83.241	116.4825	93.853	122.803	121.726	105.057	98.357	107.4365	103.007
Mir3473d	0.0	0.0	0.0	0.0	1.941	0.0	0.0	0.0	0.0	0.6409999999999999
Gpr116	0.0	0.059	0.0175	0.0	0.0095	0.025	0.0055000000000000005	0.0	0.006500000000000001	0.006
4933413G19Rik	0.2045	0.229	0.16649999999999998	0.0	0.2985	0.259	0.0	0.32	0.151	0.236
Csrp2	2.6375	2.334	1.0590000000000002	1.7	1.2790000000000001	1.598	1.224	0.6579999999999999	1.2634999999999998	0.989
Ccdc89	0.165	0.0	0.026	0.0	0.025	0.0	0.0	0.0	0.0	0.0
Strip2	13.878	12.996	4.54	11.183	3.4955	9.149	2.702	3.266	1.3855	2.388
Usp28	14.9635	13.565	11.82	12.127	6.7355	9.413	6.556000000000001	6.667000000000002	5.5150000000000015	6.308
Alpk2	0.4375	0.336	0.113	0.28800000000000003	0.27699999999999997	0.389	0.1895	0.441	0.226	0.376
Alg13	1.6295	1.297	2.1495	1.833	3.2015	2.627	3.3985000000000003	4.012	3.2075	3.577
Yipf3	36.576	27.215	33.736	19.659	37.6545	28.164	39.023	32.5	39.5525	34.325
Ppp6r3	28.816999999999997	28.795	34.846000000000004	33.249	35.8975	34.415	35.117000000000004	38.243	33.9945	39.928
Olfr1355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aldh3a1	0.1095	0.433	0.12	0.165	0.16449999999999998	0.0	0.3625	0.293	0.1205	0.13
Ndufaf2	5.619999999999999	1.757	9.8775	1.063	11.754000000000001	6.265	15.9425	7.832000000000002	15.654000000000002	7.227
Exosc6	17.948	6.876	26.909	7.383999999999999	38.213	18.192	48.6235	28.149	51.3335	27.865
Uroc1	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hint2	5.6530000000000005	2.774	6.5505	3.122	6.526	7.7120000000000015	7.8595000000000015	5.462999999999999	7.235	2.546
D130009I18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.0
Gm10436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E330009J07Rik	4.8580000000000005	3.628	5.4025	4.7639999999999985	3.3905	4.532	4.0520000000000005	2.421	3.092	3.513
Olfr242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Batf2	0.6225	0.0	0.225	0.429	2.4965	0.464	3.2844999999999995	4.586	5.2185	8.408
Inadl	11.5615	8.138	5.3870000000000005	5.876	3.4930000000000003	3.093	3.551	4.4430000000000005	3.162	3.638
Fam96a	33.194500000000005	24.554	38.791	27.283	49.82299999999999	44.789	45.82850000000001	43.06399999999999	44.537	43.578
Kif2a	24.41	28.749	24.365	23.726	19.8055	19.668	19.5255	19.404	17.8995	17.721
Hsbp1l1	0.337	2.3	0.4975	1.463	0.0315	0.395	0.0565	0.233	0.037000000000000005	0.0
Eif4h	83.374	54.834	120.009	65.476	164.535	115.795	166.3395	135.763	177.2635	138.779
Pcnxl3	18.16	20.236	16.868000000000002	20.978	17.697	19.543	18.6785	20.676	19.0595	19.29
Kcnmb2	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gstm3	0.0	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0
Mybpc1	0.04	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0
Slc2a4	0.16699999999999998	0.0	0.0805	0.116	0.056	0.0	0.015	0.0	0.0	0.0
Olfr679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl2l15	0.909	0.0	0.474	0.0	0.177	0.481	0.3715	0.0	0.10099999999999999	0.0
1700100L14Rik	0.0	0.0	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif20b	2.866	2.9530000000000003	3.937	4.205	3.3775	3.1060000000000003	3.9715	3.808	3.707	4.155
Trim55	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nfx1	15.5815	14.639	19.6495	16.247	23.9295	19.035	24.793000000000003	25.744	26.823	24.293000000000006
Hydin	0.0015	0.0	0.005	0.0	0.0015	0.0	0.003	0.0	0.001	0.006999999999999999
Alppl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oca2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dnajc18	2.6825	2.259	3.834	3.346	3.9865	3.916	4.2505000000000015	4.398	4.442	4.643
Ms4a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9830166K06Rik	0.6629999999999999	1.818	0.413	0.475	0.054000000000000006	0.103	0.0345	0.0	0.0	0.019
Tomm7	20.2125	10.216	25.9515	9.969	32.6365	17.402	38.7315	26.797	42.8795	25.636
3110035E14Rik	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0
Dhfr	0.8454999999999999	0.826	1.4445	1.492	1.6969999999999998	1.172	1.8675	1.823	2.3715	2.009
