Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
AI451458	164.68099999999998	73.1656	105.941	47.9933
2010012P19Rik /// LOC100503827	1.18836	3.4459199999999996	6.22841	1.75962
AU022252	34.1763	44.272	57.042	32.4486
Krit1	60.36	28.5357	41.5518	27.6745
	26.0511	19.9615	24.4192	9.82126
	6.895919999999999	11.0387	15.1332	17.0307
	39.5262	13.1976	12.9228	20.4922
	17.8638	17.9968	36.7298	15.5846
Hsh2d	111.281	32.5763	33.5249	33.4901
LOC100503166	6.804239999999999	5.62067	1.18151	4.31111
	21.3947	16.0295	19.1196	25.8319
Ado	2.57019	3.9552	5.09111	0.496251
Prr11	118.647	70.8843	50.5488	110.946
Ado	146.29	119.557	50.7089	102.98200000000001
Ankib1	0.917425	0.6165390000000001	4.56949	4.41648
2010000I03Rik	11.3791	15.9666	35.7581	20.7707
Gpr62	0.492755	5.4818	7.677810000000001	5.58482
	10.7966	8.99136	7.7164600000000005	7.1578800000000005
Tnn	1.79824	1.0077	1.1087200000000001	0.824716
BC028454	160.638	147.0	155.111	132.80700000000002
2700050L05Rik	43.1825	57.6015	59.126999999999995	41.1689
Ano4	1.42365	0.553867	3.99455	0.65058
Emid1	4.730980000000001	1.43153	8.170060000000001	1.55647
Atp13a3	101.965	118.84299999999999	100.713	191.929
	22.7589	12.9359	17.7699	20.0255
	5.17529	3.65728	1.50776	3.75981
Psip1	67.5103	78.6131	50.0442	71.1136
Tbc1d16	4.105919999999999	10.8006	16.0513	1.54806
	66.3807	38.0458	90.8445	28.3893
D230040A04Rik	82.6914	32.9598	58.9604	45.836000000000006
4930513N10Rik	6.0747800000000005	5.47956	3.2027099999999997	7.16677
	36.0893	30.5343	4.65143	18.9662
Zrsr2	15.1114	27.7195	26.4736	15.5188
4632427E13Rik	120.837	89.8387	98.5182	49.6798
E030030I06Rik	34.528	5.13788	13.5236	9.18328
	8.38225	0.775576	8.571769999999999	1.89192
Mast4	8.61796	1.20349	3.01131	0.484971
D2Ertd48e	0.49491	4.989269999999999	1.8105799999999999	5.56404
Fam19a3	29.1062	25.3491	2.04372	57.9702
Igbp1	0.488562	0.656554	0.9212469999999999	1.0610899999999999
Wwp2	10.3789	3.24443	1.43987	1.49916
	22.7831	12.2383	17.84	15.6675
Blzf1	11.4011	9.88573	13.9113	15.1994
Armc9	8.294039999999999	6.35255	13.9538	7.51112
Cpne5	18.0606	27.4592	32.7758	22.3472
Cyfip2	30.9187	106.509	12.5226	31.3974
A230071A22Rik	34.7968	21.43	17.3871	19.8082
Vldlr	8.995339999999999	38.7736	5.0472	29.3486
	2.65413	1.10525	1.20193	1.06171
Prpf40a	53.853	50.6882	44.9346	70.5889
	3.4958199999999997	1.5180799999999999	3.48693	8.58375
Phf3	0.469135	2.24694	2.30905	4.853219999999999
Tspan18	12.5983	9.6151	10.2705	13.588
C030027H14Rik /// Srgap1	9.52782	11.1499	32.9496	2.24317
Arid5b	18.8473	25.9411	28.7834	29.4781
Slc6a5	5.52086	3.01385	5.45838	1.7991599999999999
	13.6878	7.9137699999999995	10.8674	11.7998
9430053O09Rik	6.07941	0.775416	0.7639859999999999	0.89056
Dleu7	12.3572	36.4838	14.1382	7.28419
	22.9645	19.391	23.7294	18.8837
Dnajc19	76.0606	47.9522	99.505	64.1719
Gm13238	80.673	31.2781	101.08	36.2951
	1.39119	0.48697299999999993	1.93012	0.6716300000000001
	28.1589	15.0324	18.5555	13.4435
Atxn7	59.8355	38.0297	75.6163	54.8814
Bdkrb2	1.1143100000000001	1.73062	1.6925	0.569523
	35.3388	13.997	21.7477	21.8827
Cyth1	7.12427	2.70476	10.4046	9.59411
LOC100503456	15.7988	14.5683	2.12812	3.28519
5033411D12Rik	10.3949	6.754460000000001	8.229	9.187000000000001
Tyms	13.418	8.98954	4.17561	18.2544
A430028G04Rik	10.089	1.96325	9.22118	2.18961
AU018552	6.290109999999999	7.2915	12.3703	10.5948
BB283564	37.613	18.9972	41.2993	24.171999999999997
A930006K02Rik /// LOC100503120	60.8829	13.4801	28.458000000000002	27.7704
	53.1018	28.3373	36.7098	42.4041
	17.2671	12.3803	10.3849	8.21087
Btnl2	2.9514099999999996	9.545	1.5024	2.19771
1810063B07Rik	1.47557	7.018	7.820469999999999	8.197239999999999
	20.3117	6.563160000000001	8.4031	12.151
Hjurp	11.8651	6.123480000000001	7.00373	9.70208
LOC552880	2.05062	0.8550540000000001	1.6071	1.42405
Panx2	6.495080000000001	4.2666900000000005	2.62034	4.197
	11.3196	9.54841	12.4007	15.0655
Mdga2	1.18771	0.542898	0.306221	0.669809
Atg16l2	40.8422	30.7829	58.0759	30.6502
Scn8a	0.523564	1.1508399999999999	1.22589	1.23375
	7.488919999999999	2.2955900000000002	2.64764	1.4186
Prox2	10.6021	1.52273	10.4974	8.81803
C78893	9.20257	1.2279	12.4342	0.9642209999999999
Cpd	0.41513900000000004	41.6926	89.9406	9.17089
LOC552908	21.6111	14.4797	32.3425	17.4577
	5.08686	3.82055	0.762424	7.82631
Smo	0.317269	2.7646900000000003	2.76153	0.42065600000000003
	26.4742	8.44063	30.4936	6.2891900000000005
	12.2175	10.5051	16.4417	11.6878
Map3k9	7.05313	4.66418	5.79779	0.296012
Gm8369	284.46	232.15900000000002	152.85399999999998	94.8001
	3.83509	1.14536	5.95441	4.932259999999999
	10.5642	4.49394	2.1937	4.5602800000000006
Ifnar1	151.774	30.1868	70.7014	66.4965
Enah	1.8899400000000002	32.2651	4.1902800000000004	26.1413
	3.8664699999999996	0.732558	0.756405	2.1188599999999997
	5.54234	1.5336299999999998	1.5064	12.3388
Sema3e	5.9896400000000005	1.9428299999999998	2.48749	8.74886
	5.65353	3.32271	3.3781199999999996	5.46684
	2.63278	0.814549	0.5626140000000001	6.863239999999999
Pax9	1.4157	4.23475	3.4399900000000003	6.50018
	1.00365	0.8637360000000001	3.47071	3.88505
AI616248	5.628080000000001	5.66286	0.4292	4.44313
C530025M09Rik	7.24604	2.87299	2.4717700000000002	1.9275900000000001
	362.699	126.085	341.635	116.234
Chst2	7.49414	7.94654	10.8535	3.9234699999999996
Plagl2	52.2532	98.8214	88.1741	46.1423
Zfand6	8.09644	2.00858	2.9071	2.61891
	14.4443	2.6783900000000003	7.66065	7.18123
Kif6	12.5363	8.60803	10.6306	15.3244
	49.2567	37.2571	25.2057	61.5136
Ctr9	47.0005	27.0974	35.7822	34.6828
	28.863000000000003	12.7483	12.7676	15.1293
Ppm1n	0.31004899999999996	3.1766	1.85759	3.4862800000000003
Per3	15.4611	12.2605	12.1389	22.6366
Inadl	17.8697	4.59853	12.2016	2.75465
	47.9689	22.4344	31.1466	24.3934
Gm9054	6.059740000000001	5.3963	2.83418	1.75063
Zfp286	1.02881	4.32124	10.8907	0.55188
	22.2181	8.697460000000001	18.1315	12.9275
	1.6799099999999998	2.41571	2.06469	1.63178
	15.9714	4.5523	8.51626	22.5652
Vcpip1	61.2704	25.5594	35.5522	34.0571
Kif13a	9.29407	6.68922	15.5427	15.1221
Ercc2	10.7432	2.4915700000000003	1.7917900000000002	13.9373
	52.9898	19.3752	12.3891	25.5668
	14.7776	8.25135	17.2533	11.8867
Prkcd	34.4673	35.0319	39.2055	26.9692
	10.2224	3.76531	4.31581	4.908
Lonp2	73.2269	30.2542	51.6052	22.5141
	11.8968	5.79389	11.33	8.72932
Cdc42bpa	8.11994	0.548692	2.43273	3.01165
Gpr150	1.45038	3.09424	3.0526400000000002	1.2042700000000002
	335.731	146.047	218.27900000000002	156.248
Rgs13	3.04771	4.12432	0.8198709999999999	0.456113
Rasgrp2	131.168	9.36984	16.7551	39.9342
Fancc	15.6718	10.8717	32.2164	21.5408
AI662175	0.881734	7.724539999999999	0.206186	0.716173
Stxbp4	10.3282	6.88605	14.2941	4.34103
LOC100503627	21.8346	11.5104	15.4099	13.8188
LOC100503627	22.2067	20.6399	18.0904	9.49549
	10.8382	15.1184	13.9627	13.1692
Ckap5	70.9574	19.9427	17.9162	31.9477
Galntl6	3.05136	0.341618	2.33823	0.208156
Ccdc158	1.55359	0.205596	0.321071	0.520079
Zdhhc15	13.4795	2.38836	1.09332	10.6549
4933402J07Rik	1.73728	0.657125	1.24227	1.4006100000000001
	4.34555	0.71746	4.58485	6.791289999999999
Chka	32.9581	20.6076	22.3324	18.8524
Kdm5b	1.11059	8.78668	5.3366	11.0843
	51.0907	34.9412	40.5635	39.6768
D2Ertd750e	46.5517	14.3119	13.1983	31.9123
	23.1325	9.45703	8.1728	3.88125
Vmn2r84	26.5214	5.52214	9.988010000000001	8.8006
	17.6157	13.8732	17.5628	11.3367
Sart1	21.9607	4.56225	9.013810000000001	11.1255
Syne2	10.9996	10.0924	10.1115	8.716439999999999
	28.2774	16.0315	12.5849	14.0851
	26.8998	32.9782	19.1548	47.2123
Anxa6	152.017	47.7287	33.9885	122.897
Taf1d	11.5029	26.8045	13.7204	15.8576
Defb45	1.7604400000000002	6.689489999999999	8.0831	7.771039999999999
Lpar2	8.68145	2.96132	0.330781	10.3159
Arhgef6	43.035	17.9874	25.0055	14.4302
Helz	12.4426	0.7968029999999999	0.6343479999999999	5.88301
A530053G22Rik	2.8134099999999997	1.79529	0.689497	1.39241
Arpc2	112.969	77.1175	58.9895	98.4037
Wdr75	38.8906	31.1947	16.1422	25.2851
BB212172	51.4071	27.5206	51.1874	34.6503
	8.51432	7.592789999999999	10.3284	11.1959
Mrpl27	60.7172	30.1361	46.9709	55.9423
Tshr	2.81125	5.71606	1.03745	1.63905
AW060742	48.8105	33.6562	81.9283	35.7678
Mpg	39.7525	30.7357	36.596	22.52
LOC100504674	6.63974	3.9042	6.031540000000001	8.96291
Gm3916	0.29794899999999996	0.593592	0.933156	0.668797
Gtpbp2	159.35399999999998	126.43299999999999	214.375	119.26100000000001
	6.43492	5.04939	4.90815	0.30541799999999997
	18.0036	11.4233	10.885	1.09988
Smyd4	34.9291	25.1533	29.6923	24.406999999999996
	23.5587	7.96548	5.971080000000001	5.50033
Pip4k2a	23.9681	15.3848	27.5027	16.0181
Zfr	103.404	67.6956	81.5319	62.8516
Tbl1xr1	48.3486	69.5685	81.3285	81.0665
	0.583855	2.5016599999999998	5.73219	0.781273
Nup188	14.6316	14.3032	7.599010000000001	15.9368
Foxd2	22.7229	6.757000000000001	8.93677	22.5854
Trp53bp1	17.4478	16.0401	19.8829	10.5918
	24.9187	20.6776	22.8862	23.4951
	3.67119	0.453974	1.17964	0.275912
Usp4	34.5301	20.4964	26.8461	27.3816
LOC553096	19.6439	17.6878	14.9952	32.686
Commd2	18.0191	6.84105	17.9682	7.7850600000000005
	3.2447	3.70782	4.45712	6.4808699999999995
	8.32987	1.62347	9.93375	3.7884599999999997
	0.9195540000000001	0.5625939999999999	0.628188	0.535247
Tbc1d24	5.9463	9.0693	10.1981	14.8532
Pcdh15	3.87911	3.54275	3.9891900000000002	4.7592099999999995
2410141K09Rik /// Zfp640	5.90877	0.278669	0.730784	0.295448
Grin2d	15.6726	10.1787	12.3838	10.4379
Dclre1a	8.96551	9.687330000000001	9.8049	8.85835
Srrm1	24.1433	30.7063	25.6408	28.233
	23.9197	11.8584	36.9808	12.2758
	49.2828	32.7385	37.8745	8.875810000000001
Scn9a	0.239623	0.435634	0.104304	1.22567
Gm13040 /// Gm13043 /// Gm13057	7.88563	0.28669	3.23457	0.8413729999999999
	8.24198	4.28469	5.69022	4.4543800000000005
	100.887	49.542	49.5276	52.9792
	1.57083	0.43846199999999996	5.95889	1.23991
	158.548	98.2431	290.651	131.941
Stfa2l1	4.58795	28.3844	5.57488	3.4724
Cyr61	0.461904	3.59925	0.42263199999999995	0.8141470000000001
Kalrn	0.174057	0.225635	1.62371	1.7078799999999998
Sp6	12.9082	17.6578	16.3651	9.80562
	8.139569999999999	0.802506	3.53059	3.88964
	6.4048099999999994	5.2659	12.3677	4.01697
1700031L13Rik	2.54134	0.296471	5.70333	0.312386
	8.495410000000001	3.78747	12.8361	10.4276
Lrp8	23.9627	35.0257	16.0199	41.126000000000005
Katnal1	15.5471	19.7411	36.4922	24.0604
Agphd1	2.84631	2.5554799999999998	4.68295	5.3143199999999995
	77.8338	12.0611	20.7264	75.34899999999999
BC029214	45.6409	10.9927	26.8255	20.535999999999998
9430091N11Rik	1.20844	0.226415	3.4072199999999997	0.573987
Itpa	24.5574	15.9868	13.4334	23.6869
B230325K18Rik	12.4532	4.32835	0.24335700000000002	9.60727
Gm5914	28.1956	10.8669	38.8092	18.1445
Mga	8.65131	8.30899	7.9182	10.6806
Arhgef17	7.256060000000001	4.64379	10.6002	6.43144
AA409587	61.2108	38.55	39.2067	48.4743
Steap2	8.007819999999999	7.03172	1.12364	8.09543
	0.62712	0.359321	1.20207	5.0099
	0.544049	0.202978	0.414041	6.702839999999999
Gm104	1.93918	0.524537	0.44953699999999996	0.6550560000000001
1110012J17Rik	4.7573099999999995	7.0593	11.6017	10.8827
Mapk14	40.8541	26.3454	49.2035	16.0123
	39.0108	22.9077	22.7351	32.7504
	5.73642	0.498803	0.255429	9.09143
Atp11c	7.09341	5.7507	6.68613	9.30866
Kctd12b	11.2039	9.65289	88.2032	25.4933
4832406H04Rik	3.2633799999999997	5.14059	9.08704	7.06256
	2.11242	2.47241	0.590083	2.12602
Lmbr1	9.97017	16.1482	21.7002	8.86232
	25.8939	20.2065	20.2773	10.686
	0.576539	0.613978	0.535107	1.40242
D2Ertd127e	7.4122	0.260482	0.783382	0.68594
	31.8793	14.0221	15.2151	27.3765
Ablim1	1.21803	12.7774	0.7642260000000001	5.62986
LOC100504141	5.323119999999999	4.199380000000001	0.762602	2.72815
LOC100504701	11.5248	6.914689999999999	12.4943	5.44569
Fam196b	1.4277600000000001	4.05279	1.1517	0.570296
Lcn4	13.1138	6.01662	5.64198	3.4207400000000003
	98.0616	69.0795	64.0415	110.088
Mast4	6.3944	5.47622	12.5527	5.4209
	2.1284799999999997	8.129710000000001	2.81621	8.53881
	9.05918	11.0059	16.7686	7.89606
	1.8368099999999998	1.35723	2.0114799999999997	4.909269999999999
Ppp4r1l-ps	10.3023	13.8016	10.4241	5.12495
	13.1589	13.3367	14.7523	15.7136
2410137F16Rik	5.99986	0.736009	1.30018	6.6367
Oas1f	1.03955	1.14854	0.7043020000000001	1.7416
	14.79	0.8471620000000001	8.5015	1.01871
4930519H02Rik	1.81454	2.66807	1.07915	5.46606
	2.02802	1.15015	3.6911099999999997	3.8638199999999996
	3.7234800000000003	1.46607	0.256357	0.6594909999999999
	9.19868	0.8648020000000001	0.600616	1.11538
	5.09818	17.7423	8.71926	9.26534
A730020M07Rik	1.1713	1.48605	7.6326	7.47245
Nfx1	12.3705	15.1758	10.9722	18.0177
	21.9033	5.10265	0.6774060000000001	15.0744
	4.76061	8.97151	16.6408	10.0714
	11.7102	0.653512	6.834639999999999	1.78695
	6.576219999999999	3.7910800000000004	5.32148	8.43632
Sh3rf1	8.48368	12.3136	13.7319	20.0231
B130034C11Rik	7.36522	3.3856599999999997	13.0055	2.60894
	7.713210000000001	3.8400800000000004	8.274189999999999	9.26915
Csrp2bp	14.2808	7.69642	6.6741399999999995	8.52924
9230104K21Rik	27.8215	18.4604	29.9909	24.8488
LOC100505274	31.4179	13.45	25.2274	20.2676
Sulf2	170.857	91.8797	126.21600000000001	157.445
D9Wsu90e	48.6088	17.4157	10.2248	30.9137
Depdc5	5.0721099999999995	1.21235	0.850822	5.44163
	24.1402	13.5994	27.4448	11.377
Dnahc9	0.584487	2.2491	0.45689399999999997	0.403704
Kcna1	5.107419999999999	5.12915	7.16858	4.23641
Rnf103	9.62397	10.6349	11.7128	6.0599
5830454E08Rik	44.3721	26.6086	34.1855	19.6234
D930001B02	76.8646	44.8685	66.7684	30.1282
Med8	33.2146	25.2209	25.805999999999997	25.4976
B930096F20Rik	15.0117	5.70668	11.1728	10.6382
	0.624885	7.02464	0.602846	4.68687
	12.4297	1.63978	8.46761	1.62402
	15.2547	9.46606	5.291180000000001	17.9264
	36.4976	30.5523	25.8611	27.6104
Nrxn3	7.2342699999999995	5.99932	4.93677	5.41793
	88.29700000000001	35.7316	33.9027	63.1233
A030014E15Rik	7.26658	6.787660000000001	3.5183	1.0196399999999999
Wapal	46.3593	27.6811	27.6369	31.0022
	164.685	215.953	144.459	171.50599999999997
	5.25865	1.18429	0.884185	10.9888
	11.2879	6.63312	7.59657	7.22461
BC048562	1.0016399999999999	0.554615	1.02278	0.820556
	7.07662	9.76637	7.5319	5.96735
Atxn7l1	36.9726	31.9643	17.6134	30.1688
	5.74257	4.02538	2.0946700000000003	7.02393
D8Ertd82e	153.501	7.925489999999999	37.3557	17.1099
	16.0316	16.3045	7.280660000000001	19.2357
Fn3k	8.440560000000001	4.62425	17.9718	6.22325
	24.8586	15.3716	9.4538	10.8882
	2.92469	1.9413200000000002	15.4445	9.529919999999999
W91776	1.90238	0.667948	0.27871	1.3232700000000002
	0.4491	0.5113	0.535702	0.623699
Rnasek	12.1856	9.78125	5.5102199999999995	19.0722
	37.5776	22.5891	30.0047	23.5806
	16.7256	14.0897	16.412	16.3678
	0.703073	3.16983	7.04453	3.74845
2610027H17Rik	39.5913	10.2645	0.7143109999999999	42.3405
Zfp523	6.98893	11.3067	12.9355	12.2937
	67.1921	26.8258	26.9861	21.6371
1810064F22Rik	22.7619	17.0659	9.85206	22.2264
Slc6a2	10.8877	4.585	6.3636099999999995	8.77025
D2Ertd501e	5.77586	4.30387	6.03857	11.5181
	11.4145	5.20408	1.0176	11.6395
Stradb	12.8278	3.3302699999999996	7.19182	9.129669999999999
Fcho2	92.3295	67.6076	80.2072	102.336
Top2a	445.695	184.09900000000002	65.727	222.775
C79845	2.6089599999999997	1.19519	1.7227299999999999	0.9947959999999999
Spata5	11.5155	7.13215	10.1183	8.34825
	0.555976	0.298792	0.424813	2.176
	1.91726	1.5811899999999999	5.5183	2.04897
Adamts19	1.00201	0.220919	0.553528	0.601657
	1.36408	3.47971	8.26249	0.7951020000000001
Gfod1	40.9442	6.6170800000000005	17.5892	23.3605
	1.47745	68.9781	7.56933	1.22679
	3.1404	6.0658199999999995	8.9558	1.36663
Fbxl20	28.8442	13.2916	18.2755	20.3934
Strbp	138.421	187.398	253.632	208.669
Ppip5k1	60.3473	51.868	25.697	55.8845
Nav2	0.513926	7.5486699999999995	20.7692	0.43398400000000004
Gm3501	5.96277	2.2317	7.72352	1.7626400000000002
	1.20221	1.33331	1.38557	0.811577
	7.71678	29.9073	15.4424	17.5982
	14.1055	11.5162	19.2297	14.9348
Ttc21a	2.66962	2.3982099999999997	0.329706	3.2835099999999997
	3.3456099999999998	0.7278819999999999	2.5344599999999997	3.80787
	1.55577	3.82766	1.01967	2.6946
D14Ertd574e	6.9495	2.63714	2.64587	4.01502
Ift81	12.3469	6.34291	1.5055100000000001	4.77018
Ambra1	35.7016	17.7772	31.0547	22.2297
	0.32172199999999995	0.687968	0.20214000000000001	0.624891
LOC100503869	3.8822900000000002	1.25458	0.636185	3.7167199999999996
	4.200069999999999	5.6624	0.885182	0.32359699999999997
Gm9648	2.5809	8.3003	23.3744	11.427
	3.38465	0.411757	0.428882	0.939824
	14.177999999999999	6.44928	5.39025	10.2248
D9Ertd306e	97.7248	50.5981	54.0755	82.8463
	2.3010099999999998	1.5149299999999999	7.38363	1.9288
	1.12899	0.206875	4.05778	0.483346
D14Ertd24e	7.35221	6.48346	5.92203	3.09787
	0.73906	0.899149	2.17194	0.765365
D1Ertd564e	71.4073	46.2754	65.7357	72.6142
C130090I23Rik	0.561316	0.8373149999999999	0.542734	0.41133400000000003
Dpp10	4.1224300000000005	2.25756	4.63173	2.85046
DXErtd11e	17.074	11.8177	8.52931	16.2592
	5.76274	2.5539400000000003	0.26063200000000003	5.4911
C79242	58.8222	27.3734	36.9166	29.8884
	37.0832	9.52633	5.35452	10.2454
Cdkl3	7.34196	17.7665	25.7484	11.2228
Smchd1	59.1793	39.7478	56.5717	50.824
C78662	0.775696	1.90137	0.302344	1.11601
Cdv3	28.6546	29.619	22.9876	28.0921
C77406	1.40788	1.9025400000000001	6.18634	1.4662
Nrxn1	0.528868	0.306857	4.08737	1.9434900000000002
Lrch1	15.8885	10.8668	9.92314	14.5596
	6.812930000000001	0.699246	6.12787	4.43005
	6.5252	6.83182	20.1135	6.58472
	4.86907	18.6635	10.7724	21.6537
	11.3443	6.892510000000001	8.09545	4.3762099999999995
Whrn	1.24139	2.01546	4.14449	3.10725
Proca1	4.45759	1.76052	1.19339	0.58601
	7.009589999999999	6.52226	9.1313	9.35331
LOC665792	0.348149	2.6326	0.656235	2.67979
Ipo7	50.6911	34.6548	26.8908	38.1565
Gm3426	0.43808500000000006	0.397381	0.48173599999999994	1.0523200000000001
BC016423	30.3143	23.237	17.5886	20.6773
Ell3 /// Serinc4	19.268	12.4709	19.7301	7.1628300000000005
	1.80827	8.96185	3.7284	9.01275
D2Ertd623e	1.7209999999999999	0.480312	4.7026699999999995	7.86022
9630013A20Rik	1.3927200000000002	0.392	3.18656	1.43124
C030044O21Rik	3.3081199999999997	6.26253	0.523379	1.4739
	34.5631	34.7545	27.3128	31.5669
	2.78068	2.3569299999999997	1.74239	7.5457600000000005
	1.20272	0.48468100000000003	1.02783	0.30863
	4.199669999999999	3.9014	4.14469	1.23981
Gm5124	1.36145	6.51701	9.82381	8.8155
	16.1534	9.73409	14.2717	15.0171
Ccdc47	27.3027	6.740069999999999	6.51881	5.12823
C77681	6.49479	9.75137	0.19635	5.67497
	1.1557899999999999	0.663782	6.9306	6.593389999999999
Xpo4	47.3827	38.5534	20.1723	53.5348
	7.70832	5.5033	7.66413	5.51564
	0.5262720000000001	7.44268	0.311548	0.564285
D12Ertd123e	21.1199	7.82008	0.601312	4.441669999999999
	70.6739	21.2307	29.3512	17.7175
	3.14085	2.9365900000000003	2.95313	6.1275699999999995
	8.9491	3.38576	5.81956	4.3778
	6.566339999999999	23.1615	5.83752	5.39538
6430590A07Rik	35.611	27.4074	44.4042	29.4109
	1.25999	3.75317	12.9614	1.48999
	21.0475	12.0028	14.8432	15.5723
	0.487331	1.22275	3.43137	2.24635
C77609	7.9319	6.14989	9.47555	8.4781
Oaz2	18.9884	25.0352	22.6383	12.2741
Eya4	2.50925	2.55888	1.79971	4.42707
	32.4076	15.9613	26.3674	20.5438
Igh-6	11.4381	7.84112	9.2633	10.1185
	1.36937	1.0111299999999999	0.573241	0.6087199999999999
C730027H18Rik	0.5280739999999999	1.5444	1.26176	0.40439200000000003
	20.3098	13.562000000000001	12.4439	18.0898
	9.75371	8.125060000000001	5.07761	7.79709
Mbnl3	155.366	127.046	55.6593	222.988
	5.4366699999999994	0.501311	7.0254	5.99261
	4.570180000000001	1.5465	1.16193	1.32544
Thsd4	1.0973	8.84379	1.0314299999999998	5.86194
Mapre2	7.33139	3.27105	0.201482	4.36257
Kalrn	0.287552	0.9661379999999999	5.30006	0.845578
Kcnd3	2.73676	2.66493	3.45203	3.14364
	20.4832	4.82099	1.6720099999999998	15.2768
	1.3549200000000001	1.0949	0.952109	0.5847680000000001
Gm10421	9.91094	8.233880000000001	3.5861	3.70661
Gm10062	1.07618	0.590291	4.33205	1.4891299999999998
	6.4641	47.6966	24.2144	5.89792
	0.524029	0.65066	0.37052199999999996	2.81236
Zfp827	5.8510800000000005	8.73338	15.2175	5.927630000000001
Tmem8	8.21825	2.50851	4.64418	1.8041900000000002
	0.292174	3.43054	2.23638	0.34368000000000004
Pcdh10	0.518282	2.40747	0.190429	0.349646
C78878	12.0657	33.7307	13.0685	15.2565
Zbtb24	5.8594599999999994	14.9259	17.2833	8.93176
	68.4135	26.9159	27.8913	39.6904
	71.792	103.12299999999999	86.8537	67.9585
	2.0303299999999997	0.37850900000000004	1.46031	0.575396
	0.498507	3.67539	7.936719999999999	3.19449
	6.42711	3.0326	2.2036	0.930321
	17.0125	11.1792	29.9521	14.375
Gm10785	16.2063	12.5153	12.1082	12.2109
	5.06653	5.39865	6.611610000000001	4.67171
Creb5	1.1018299999999999	0.3833	1.20413	0.5753
C330006K01Rik	8.32681	7.93733	10.0123	1.9059599999999999
Rfx2	15.5181	2.88326	4.297280000000001	9.34345
9330111N05Rik	0.18449200000000002	1.30796	2.19443	2.54052
A530020G20Rik	0.994483	0.132899	0.384856	1.1422
Ksr1	8.703389999999999	8.48909	22.3151	8.83497
Gcet2	0.320667	0.39013400000000004	0.197599	0.357919
AI854703	5.788880000000001	3.5345199999999997	7.43957	7.03045
9330121J05Rik	7.7483699999999995	6.2963	2.4314	7.349260000000001
B230220N19Rik	1.09341	2.21854	10.4712	1.4566700000000001
Socs2	31.019000000000002	18.7812	11.3245	17.7523
	2.32639	3.89013	4.491280000000001	2.72264
Gm5101	0.649195	4.76613	5.3240300000000005	0.335559
	0.832551	0.847168	8.63217	4.03481
Tnfrsf22 /// Tnfrsf23	27.0976	116.338	26.851999999999997	17.2958
	1.38256	1.0998	10.0778	1.2227299999999999
	9.05563	0.708615	1.0928799999999999	2.53845
	8.08253	7.18885	4.63212	3.3906400000000003
Ttk	40.9987	11.4243	6.1611400000000005	17.4767
	10.1743	0.776741	5.0252300000000005	6.7237800000000005
Klhdc2	67.9801	14.6308	16.0647	29.4092
C79122	7.367610000000001	1.26833	0.903731	4.22513
Prkrip1	7.51624	1.85205	7.6759699999999995	9.79973
Slc12a9	64.7329	37.4594	46.3576	29.8701
	8.010110000000001	5.976719999999999	0.603931	4.578530000000001
Gmeb1	34.1804	15.7532	14.6828	29.6482
	0.45901499999999995	0.45772799999999997	1.8319299999999998	0.438892
	33.8197	12.79	17.1924	13.8287
Ercc6	21.5632	13.0613	13.0693	16.0154
	44.4719	67.2356	68.6153	25.0008
	11.6462	6.22232	5.546930000000001	6.931539999999999
	1.53585	9.191	1.5206600000000001	1.2406700000000002
Layn	1.85076	1.48393	2.01495	1.39959
	26.1573	6.816669999999999	9.694519999999999	12.0338
Plxdc1	14.3969	8.39668	5.56456	8.78298
