sequence_identifier	chr_name	start	end	strand
NM_021433	chr1	155159703	155203517	0
NM_021434	chr14	118138127	118164232	0
NM_021435	chr6	34155878	34176053	1
NM_021436	chr4	48586193	48663131	0
NM_021437	chr14	54687171	54690742	0
NM_021438	chr19	5461607	5465052	0
NM_021439	chr10	82986497	83195891	0
NM_021440	chr11	118332359	118341533	1
NM_021441	chr8	119597973	119604239	1
NM_021442	chr3	30236568	30508486	1
NM_021443	chr11	82116185	82116799	0
NM_021445	chr13	61195146	61202391	1
NM_021446	chr12	85815454	85823544	1
NM_021447	chr5	31117612	31137626	0
NM_021448	chr18	24604961	24638830	0
NM_021449	chr6	106778244	106799086	1
NM_021450	chr2	126791557	126875260	1
NM_021451	chr18	66459604	66465558	0
NM_021452	chr10	116417867	116472522	1
NM_021453	chr19	10668956	10677070	1
NM_021454	chr7	4151259	4163698	1
NM_021455	chr5	135107891	135138382	0
NM_021456	chr8	93302368	93336208	1
NM_021457	chr5	4753838	4757215	1
NM_021458	chr14	65192440	65261462	1
NM_021459	chr13	116298269	116308687	1
NM_021460	chr19	34492315	34526473	1
NM_021461	chr4	115840198	115879256	0
NM_021462	chr10	80665329	80670975	1
NM_021463	chrX	140457603	140476140	0
NM_021464	chr2	161521987	162660146	1
NM_021465	chrX	42151701	42277186	0
NM_021466	chr1	183389885	183410206	0
NM_021467	chr1	135800421	135810989	0
NM_021468	chr4	43060073	43264887	0
NM_021469	chr6	84020386	84211059	0
NM_021470	chr5	29196993	29225524	0
NM_021471	chr6	141525386	141570177	0
NM_021472	chr14	51092077	51106151	0
NM_021473	chr4	116636509	116650673	1
NM_021474	chr19	5475690	5481854	0
NM_021475	chr14	68563386	68581071	1
NM_021476	chrX	106576508	106602678	1
NM_021477	chr16	5885793	7412480	0
NM_021478	chr17	28351518	28364142	1
NM_021480	chr14	63492346	63508091	1
NM_021481	chr9	44674233	44686305	0
NM_021482	chr7	45886844	45895710	1
NM_021483	chr3	32949633	33082035	1
NM_021485	chr19	4156976	4162244	1
NM_021486	chr8	117096865	117133720	0
NM_021487	chrX	142304752	142305197	1
NM_021488	chr6	113716118	113718910	1
NM_021489	chr13	55417965	55425801	1
NM_021491	chr8	106252547	106336987	1
NM_021492	chr7	81460398	81492924	1
NM_021493	chr11	97451160	97502400	0
NM_021494	chr7	109893780	109959421	1
NM_021495	chr16	46447160	46495966	1
NM_021496	chr16	46394857	46495966	1
NM_021497	chr16	46435978	46495966	1
NM_021498	chr4	62523800	62524013	1
NM_021499	chr4	154143372	154156818	0
NM_021500	chr5	33336572	33373294	0
NM_021501	chr10	81153965	81166719	1
NM_021502	chr8	122612626	122615591	0
NM_021503	chr3	123006205	123033986	1
NM_021504	chr14	16250314	16311926	0
NM_021505	chr5	122787460	122820341	1
NM_021506	chr8	61225171	61396072	0
NM_021507	chr2	122782999	122809551	0
NM_021508	chr14	20649101	20655539	1
NM_021509	chr10	24224517	24302783	0
NM_021510	chr11	50378719	50386528	0
NM_021511	chr1	9546408	9547455	0
NM_021512	chr2	90678215	90736328	0
NM_021513	chr8	105856103	105856950	0
NM_021514	chr15	98113060	98132447	0
NM_021515	chr2	32630500	32635058	0
NM_021516	chr12	111575510	111656227	0
NM_021517	chr3	96831065	96870926	0
NM_021518	chr4	8536644	8607702	0
NM_021519	chr2	25558900	25562082	0
NM_021521	chrX	101275091	101298934	0
NM_021522	chr18	9993614	10029148	1
NM_021523	chrX	151804282	151935417	0
NM_021524	chr12	32821335	32853369	0
NM_021525	chr19	29102375	29143843	0
NM_021526	chr2	61712694	61800376	0
NM_021527	chr2	136873780	136890405	1
NM_021528	chr5	140506609	140525238	0
NM_021529	chr12	55280813	55301999	1
NM_021530	chr15	100762747	100823971	0
NM_021531	chr9	21547894	21589465	0
NM_021532	chr12	71310884	71320107	0
NM_021534	chr2	154587043	154602672	1
NM_021535	chr4	40735648	40756884	1
NM_021536	chr11	80210055	80267907	0
NM_021537	chr1	93620750	93634726	1
NM_021538	chr8	70303785	70312990	0
NM_021539	chr5	117358305	117378589	0
NM_021540	chr11	50026331	50104759	0
NM_021541	chr1	74889933	74892142	1
NM_021542	chr14	20140057	20180781	1
NM_021543	chr14	79766771	79770311	1
NM_021544	chr9	119483407	119578015	1
NM_021545	chr13	100283114	100316687	1
NM_021546	chr2	154544404	154557852	1
NM_021547	chr11	98359368	98381112	0
NM_021548	chr9	75038732	75060313	0
NM_021549	chr7	44858146	44862929	0
NM_021550	chrX	38630782	38634142	1
NM_021551	chr14	54906726	54912131	1
NM_021552	chr13	97129426	97136925	1
NM_021554	chr7	121035445	121076835	0
NM_021555	chr15	76369898	76371411	0
NM_021556	chr13	118380109	118386251	1
NM_021557	chr12	79175550	79190818	1
NM_021559	chr18	24012266	24019770	1
NM_021560	chr3	18055325	18057514	0
NM_021562	chr6	133054854	133054792	1
NM_021564	chr16	22921222	22939768	0
NM_021565	chr10	80149290	80158367	0
NM_021566	chr2	163336241	163396972	1
NM_021567	chr9	106454838	106464011	0
NM_021568	chr10	76761853	76960946	1
NM_021600	chr1	87191597	87200070	0
NM_021604	chr4	156165289	156196487	1
NM_021605	chr1	138484713	138618695	1
NM_021606	chr2	38512697	38587490	0
NM_021607	chr1	172066012	172081748	1
NM_021608	chr7	122134041	122149044	0
NM_021609	chr9	121899355	121911071	0
NM_021610	chr1	166131460	166166510	0
NM_021611	chr5	136694146	136701094	0
NM_021704	chr6	117169535	117175069	0
NM_021710	chr12	51691966	51738939	0
NM_021712	chr14	32462436	32463849	1
NM_021713	chr15	102332709	102338138	0
NM_021714	chr6	136813653	136827215	1
NM_021715	chrX	20060570	20097520	0
NM_021716	chr2	63971507	64097037	1
NM_021717	chr6	128400766	128408935	0
NM_021718	chr19	11444558	11463548	0
NM_021719	chr5	136968869	136975845	0
NM_021720	chr16	91679264	91687727	1
NM_021782	chr3	37222758	37231635	1
NM_021788	chr8	57482701	57486859	1
NM_021789	chr9	44403758	44406547	1
NM_021790	chr13	104230388	104249622	0
NM_021791	chr19	4004385	4007005	0
NM_021792	chr18	60377029	60392629	0
NM_021793	chr17	26114316	26123253	0
NM_021876	chr7	89954653	89979975	1
NM_021877	chr14	70555056	70573548	0
NM_021878	chr13	44731774	44921643	0
NM_021879	chr7	56240771	56536517	0
NM_021880	chr11	109651949	109669648	0
NM_021881	chr17	10210179	10318360	1
NM_021882	chr10	128707258	128720238	0
NM_021883	chr4	46040222	46116032	0
NM_021884	chr7	46889026	46918929	1
NM_021885	chr7	109011880	109034459	0
NM_021886	chr13	100759685	100774898	1
NM_021887	chr7	125604429	125633570	0
NM_021888	chr9	21412837	21420279	0
NM_021889	chr7	107371790	107548655	0
NM_021890	chr19	10042548	10059671	0
NM_021891	chr11	11800287	11807961	1
NM_021892	chr6	50650870	50653392	1
NM_021893	chr19	29368438	29388094	0
NM_021895	chr7	28893253	28961279	1
NM_021896	chr3	82092426	82144876	1
NM_021897	chr4	11157441	11174377	0
NM_021898	chrX	83486675	83486923	1
NM_021899	chr6	122821184	122845366	0
NM_021901	chr19	45151715	45156943	0
NM_021921	chr15	89454911	89462447	0
NM_021985	chr4	156027342	156028891	0
NM_022000	chr2	174285320	174346742	0
NM_022004	chr9	45371185	45396159	0
NM_022007	chr7	31042514	31050453	1
NM_022009	chr11	60714148	60726220	1
NM_022011	chr13	100468576	100491608	1
NM_022012	chr19	5690131	5702864	0
NM_022014	chr11	121435953	121450490	0
NM_022015	chr17	47488049	47501286	1
NM_022016	chr9	80313329	80464437	1
NM_022017	chr5	114622153	114657420	1
NM_022018	chr1	151572373	151719347	0
NM_022019	chr1	184035461	184075636	0
NM_022020	chr4	149449701	149453967	1
NM_022021	chr18	11840274	11945627	0
NM_022022	chr4	149328415	149425630	1
NM_022023	chr14	46808148	46821241	1
NM_022024	chr7	28438447	28446895	0
NM_022025	chr17	54273589	54298033	1
NM_022026	chr9	71110658	71162288	1
NM_022027	chr10	5020195	5068062	1
NM_022028	chr12	69965012	69986001	1
NM_022029	chr9	37544492	37551744	1
NM_022030	chr3	96182227	96195180	0
NM_022031	chr3	88021749	88026510	1
NM_022032	chr10	18846071	18857072	0
NM_022033	chr4	123321874	123322678	1
NM_022305	chr4	40804581	40853536	1
NM_022309	chr8	105171674	105217988	0
NM_022310	chr2	34773090	34776529	0
NM_022311	chr17	13716435	13760393	1
NM_022312	chr1	159524769	159924922	0
NM_022313	chr11	78073375	78079382	1
NM_022314	chr3	90073651	90100902	0
NM_022315	chr17	14280506	14404790	0
NM_022316	chr12	81027808	81186414	0
NM_022317	chr13	58553307	58609876	1
NM_022318	chr16	38363210	38378216	0
NM_022319	chr9	97444394	98032166	1
NM_022320	chr1	92979903	92986391	0
NM_022321	chr15	84325720	84342978	0
NM_022322	chrX	133852008	133865578	0
NM_022323	chr12	102739829	102742660	1
NM_022324	chr16	17130137	17131382	1
NM_022325	chr2	174427493	174437991	1
NM_022326	chr13	61536443	61540838	1
NM_022327	chr1	119470304	119503781	1
NM_022328	chr17	56892610	56934387	1
NM_022329	chr1	156041861	156053736	0
NM_022331	chr8	94387500	94395358	0
NM_022332	chr6	17750170	17943023	0
NM_022378	chr9	69757709	69759939	1
NM_022408	chr16	17900708	17910347	1
NM_022409	chr7	19578287	19580656	0
NM_022410	chr15	77760584	77841174	1
NM_022411	chr11	78397275	78421184	1
NM_022413	chr6	41620618	41635404	1
NM_022414	chr12	87097530	87101538	1
NM_022415	chr2	30889470	30902296	1
NM_022416	chr5	37446824	37716152	1
NM_022417	chr1	85895510	85908698	0
NM_022418	chr5	24445462	24446845	1
NM_022419	chr8	71456699	71462656	1
NM_022420	chr7	118972039	118994210	1
NM_022422	chr17	25718172	25719102	0
NM_022423	chr11	58932287	58937905	1
NM_022424	chr5	31292245	31294876	1
NM_022427	chr3	116249653	116252483	1
NM_022428	chr8	92675289	92680956	0
NM_022430	chr19	11067470	11080102	1
NM_022432	chr7	28767752	28788665	0
NM_022433	chr7	140863662	140881308	1
NM_022434	chr17	32905069	32916086	1
NM_022435	chr2	70475923	70477726	0
NM_022554	chr3	142302079	142390849	1
NM_022563	chr1	169972306	170087943	1
NM_022565	chr3	125405091	125724986	0
NM_022653	chr10	81071083	81082360	0
NM_022654	chr7	141438514	141442354	1
NM_022655	chr9	54864755	54912534	0
NM_022656	chr14	31170927	31205825	1
NM_022657	chr6	127073902	127082296	0
NM_022721	chr1	64730557	64736749	1
NM_022722	chr15	39768484	39856469	1
NM_022723	chr15	83602582	83724038	1
NM_022724	chr2	3455814	3473985	1
NM_022801	chr12	111575510	111656227	0
NM_022811	chr4	45019609	45034279	0
NM_022813	chr9	57561944	57588798	0
NM_022814	chr4	58042795	58205595	1
NM_022816	chr15	20665213	20665749	1
NM_022879	chr11	5896636	5897781	1
NM_022880	chr17	45585199	45591392	1
NM_022881	chr1	144752840	144774420	1
NM_022882	chr17	71184978	71249818	0
NM_022883	chr2	160881670	160906000	0
NM_022884	chr13	93656096	93673301	1
NM_022885	chr13	100802647	100832426	1
NM_022886	chr14	103514341	103613346	0
NM_022887	chr2	28642233	28691172	0
NM_022888	chr9	14900022	14902950	1
NM_022889	chr11	3964975	3980004	0
NM_022890	chr5	5505014	5513975	1
NM_022891	chr11	97777525	97781438	1
NM_022964	chr5	134600102	134614024	1
NM_022979	chr7	102134185	102209165	1
NM_022980	chr4	135412308	135432804	1
NM_022981	chr7	12835810	12850584	0
NM_022982	chr16	18128706	18152408	0
NM_022983	chr3	146221961	146286214	0
NM_022984	chr8	3656770	3658095	0
NM_022985	chr7	84615053	84678350	1
NM_022986	chr9	82830806	82847688	0
NM_022987	chr14	122459159	122464657	1
NM_022988	chr1	58448633	58462276	0
NM_022989	chr2	53193084	53219221	0
NM_022992	chr6	97211792	97233315	0
NM_022993	chr14	54465147	54470291	0
NM_022994	chr3	88920802	88949281	1
NM_022995	chr2	173224464	173275532	1
NM_022996	chr18	38419975	38464406	0
NM_022997	chr8	85260391	85298496	1
NM_022999	chr7	45053606	45060651	1
NM_023040	chr17	24693190	24695155	1
NM_023041	chr1	172127755	172136497	0
NM_023042	chr6	142361375	142386086	1
NM_023043	chr2	131951861	131956131	0
NM_023044	chr19	10843544	10857915	0
NM_023045	chr14	70654245	70765627	1
NM_023046	chr1	91542080	91559590	0
NM_023047	chr5	30712895	30799369	0
NM_023048	chr6	5384386	5433021	0
NM_023049	chr12	103321141	103355000	1
NM_023051	chr4	149587468	149648899	0
NM_023052	chr4	41904613	41904743	0
NM_023052	chr4	42115787	42115917	0
NM_023052	chr4	42256695	42256825	0
NM_023052	chr4	42613123	42613253	0
NM_023053	chr17	65923064	65950186	1
NM_023054	chr5	88555483	88556083	0
NM_023055	chr17	24639281	24649304	1
NM_023056	chr6	48833811	48839987	1
NM_023057	chr2	72286637	72442610	0
NM_023058	chr17	23727336	23736729	0
NM_023059	chr7	141091174	141099545	1
NM_023060	chr6	88257333	88445538	1
NM_023061	chr9	44135658	44142726	0
NM_023063	chr15	99778467	99819148	1
NM_023064	chr10	61176262	61180680	0
NM_023065	chr8	70762772	70765662	1
NM_023066	chr4	9449084	9668161	1
NM_023113	chr11	73304987	73323636	1
NM_023114	chr9	46233049	46234298	1
NM_023115	chr10	73822867	74634765	0
NM_023116	chr2	14605306	14987908	0
NM_023117	chr2	131187948	131198511	0
NM_023118	chr15	6387748	6440709	0
NM_023119	chr4	150238197	150248873	0
NM_023120	chr16	18499871	18566680	0
NM_023121	chr11	95843295	95845731	0
NM_023122	chrX	166239943	166389033	0
NM_023124	chr17	35425847	35428361	0
NM_023125	chr16	23059300	23082078	0
NM_023126	chr8	72162200	72181366	0
NM_023127	chr15	36175010	36177012	0
NM_023128	chr10	79794572	79820896	0
NM_023129	chr10	53338686	53345999	0
NM_023130	chr2	154792110	154867261	0
NM_023131	chr19	4622550	4624616	1
NM_023132	chrX	73922120	73929849	1
NM_023133	chr7	24885714	24889802	0
NM_023134	chr14	41132788	41136373	0
NM_023135	chr5	87575967	87590610	1
NM_023136	chr1	93800494	93800933	1
NM_023137	chr17	37194892	37196101	0
NM_023138	chr10	81106947	81124697	0
NM_023140	chr7	137438648	137468594	0
NM_023141	chr1	156653616	156673338	1
NM_023142	chr5	145115256	145128186	0
NM_023143	chr6	124513621	124523440	0
NM_023144	chrX	101430651	101448593	0
NM_023146	chr11	33211793	33512745	1
NM_023149	chr18	84667464	84684701	1
NM_023153	chr9	14501619	14510620	0
NM_023154	chr7	24588543	24608926	0
NM_023158	chr11	70454233	70458983	1
NM_023160	chr6	85910153	85914676	1
NM_023162	chr17	36954357	36957427	1
NM_023166	chr19	5728086	5728665	1
NM_023167	chr9	21003737	21008837	0
NM_023168	chr15	76247807	76249904	0
NM_023172	chr15	58934810	58939489	0
NM_023173	chr1	170874187	170884539	1
NM_023175	chr16	57156664	57166331	1
NM_023178	chr4	117674685	117681224	1
NM_023179	chr17	35237596	35238768	0
NM_023182	chr8	105931993	105932861	1
NM_023184	chr6	90463626	90475209	0
NM_023186	chr3	106114382	106132116	0
NM_023190	chr14	54642160	54685930	1
NM_023191	chr9	54717152	54733548	1
NM_023196	chr3	129879606	129895825	0
NM_023197	chr7	118842217	118854997	1
NM_023200	chr1	93344645	93367618	0
NM_023202	chr17	33825572	33838316	0
NM_023203	chr7	127256958	127259666	1
NM_023209	chr14	65806911	65817822	0
NM_023210	chr3	95930257	95947387	0
NM_023211	chr19	47083470	47089624	1
NM_023214	chr3	115938972	116006405	1
NM_023215	chr3	90498538	90508497	1
NM_023217	chr8	70646435	70658737	1
NM_023219	chr10	76058620	76110017	1
NM_023220	chr2	126890394	126932234	1
NM_023223	chr4	118432900	118436342	1
NM_023224	chr7	19779717	19795808	1
NM_023229	chr5	24441039	24444234	1
NM_023230	chr2	167607638	167631004	1
NM_023231	chr4	43027689	43030383	1
NM_023232	chr5	123511329	123523163	1
NM_023233	chr14	61600512	61605945	0
NM_023239	chr7	64871649	64872039	1
NM_023240	chr15	75894795	75908343	1
NM_023243	chr13	85190477	85213723	0
NM_023245	chr3	116918261	116967951	1
NM_023247	chr9	108565864	108566341	1
NM_023248	chr5	130245731	130254461	1
NM_023249	chr16	17071139	17086736	0
NM_023256	chr11	99428402	99437152	1
NM_023258	chr7	127991372	127992866	1
NM_023260	chr17	24896120	24896273	0
NM_023266	chr2	150114406	150135677	1
NM_023268	chr1	155778154	155811898	1
NM_023270	chrX	139611620	139673145	0
NM_023275	chr12	75309313	75401455	0
NM_023277	chr9	27097383	27154420	1
NM_023279	chr8	123412564	123422010	0
NM_023281	chr13	74322254	74349239	1
NM_023284	chr1	169497933	169530463	1
NM_023289	chr7	17973167	17978556	0
NM_023290	chr6	115602938	115618670	0
NM_023292	chr9	35560466	35567400	0
NM_023294	chr17	71496099	71525856	1
NM_023304	chr10	79756119	79756961	0
NM_023305	chr4	41349996	41389766	0
NM_023311	chr18	40204864	40218398	1
NM_023312	chr8	69894181	69901557	1
NM_023314	chr1	87214914	87240488	0
NM_023317	chr16	14164275	14192923	0
NM_023320	chr3	95988835	95994838	1
NM_023322	chr5	145194945	145200881	1
NM_023323	chr10	40223245	40246038	1
NM_023324	chr11	21092324	21150327	0
NM_023326	chr2	25707879	25707719	0
NM_023328	chr13	59449534	59556346	1
NM_023331	chr7	78775340	78782088	1
NM_023332	chr13	27558000	27563603	1
NM_023333	chr6	41030267	41034508	1
NM_023336	chr2	27445580	27474397	1
NM_023341	chr1	180165237	180195019	1
NM_023343	chr1	91375830	91397782	1
NM_023348	chr16	17407000	17430826	0
NM_023355	chr11	76408143	76416313	0
NM_023363	chr7	41634531	41651532	0
NM_023370	chr10	60302749	60695489	1
NM_023371	chr9	20653130	20666584	0
NM_023372	chr11	114669543	114672331	0
NM_023374	chr4	140962271	140979192	0
NM_023377	chr7	83633017	83642328	0
NM_023380	chr16	75858793	75908265	1
NM_023383	chr3	60032788	60040157	0
NM_023386	chr16	23610919	23614222	0
NM_023395	chr8	119667365	119688020	0
NM_023396	chr2	54084092	54084551	1
NM_023397	chr14	55657878	55659507	1
NM_023402	chr17	70973962	70989515	1
NM_023403	chr7	83893000	83901532	0
NM_023409	chr12	84754558	84772111	1
NM_023418	chr19	41912871	41918665	0
NM_023420	chr13	96543735	96640167	0
NM_023422	chr13	23685199	23692480	0
NM_023423	chr4	123735194	123749298	1
NM_023429	chr5	73293794	73314077	0
NM_023431	chr10	80227598	80245144	0
NM_023434	chr14	52280146	52295509	0
NM_023438	chr11	82389900	82446327	0
NM_023440	chr7	4628039	4629481	1
NM_023449	chr17	24639281	24643956	1
NM_023455	chr6	85830386	85830889	1
NM_023456	chr6	49823729	49829505	0
NM_023463	chr17	35068325	35070048	0
NM_023464	chr2	25271038	25271417	1
NM_023465	chr4	149519241	149566437	0
NM_023472	chr13	98264076	98273918	0
NM_023475	chr15	83101205	83116671	0
NM_023476	chr4	130165599	130174121	1
NM_023478	chr15	85018141	85022560	0
NM_023479	chr11	64980035	65002076	0
NM_023480	chr17	24848895	24849301	1
NM_023483	chr9	50762827	50767151	1
NM_023485	chr4	129288621	129308559	0
NM_023493	chr6	85817217	85819971	1
NM_023500	chrX	9273784	9313245	0
NM_023502	chr3	51252719	51339643	1
NM_023503	chr8	47667177	47674158	1
NM_023504	chr2	147083875	147084344	1
NM_023505	chr1	143740615	143749678	0
NM_023507	chr13	63816334	63869655	0
NM_023508	chr5	76312145	76330110	1
NM_023511	chr11	99566026	99565629	1
NM_023514	chr1	42852233	42905683	0
NM_023516	chr6	29273626	29275449	0
NM_023517	chr11	69682576	69684553	1
NM_023523	chr1	72259172	72283313	1
NM_023524	chr7	3620323	3628928	1
NM_023525	chr5	31055780	31078479	0
NM_023526	chr14	18272142	18284000	0
NM_023529	chr19	10962294	10973669	1
NM_023530	chr10	59404685	59421976	0
NM_023536	chr4	139347439	139351575	1
NM_023537	chr4	108880070	108943324	0
NM_023538	chr6	40326478	40396762	0
NM_023543	chr6	54273822	54301812	0
NM_023544	chr4	141683562	141684715	1
NM_023546	chrY	22513351	22514683	0
NM_023546	chrY	67045742	67047071	1
NM_023546	chrY	79664747	79666078	1
NM_023546	chrY	80463105	80464433	1
NM_023547	chr6	83121827	83124028	1
NM_023554	chr13	43399376	43402858	0
NM_023556	chr5	114445306	114460590	0
NM_023557	chr17	34915466	34930436	0
NM_023564	chr11	69847617	69852058	0
NM_023565	chr2	166907096	166946389	0
NM_023566	chr7	141691340	141754694	0
NM_023579	chr14	120912194	120948044	0
NM_023580	chr6	42358486	42372267	1
NM_023585	chr16	15550985	15593517	1
NM_023587	chr16	35023421	35109175	0
NM_023595	chr2	125248515	125259049	0
NM_023596	chr10	60712071	60751781	1
NM_023597	chr4	62452631	62469894	1
NM_023598	chr10	68095592	68277725	1
NM_023603	chr4	127022301	127031236	0
NM_023605	chr9	78081499	78107655	1
NM_023608	chrX	100730847	100738899	0
NM_023612	chr13	113210659	113218104	0
NM_023617	chr1	58114136	58200452	0
NM_023622	chr9	21971526	21988452	1
NM_023623	chr15	82759832	82763121	1
NM_023624	chr3	82892581	82902973	1
NM_023625	chr5	120483892	120502622	1
NM_023626	chr6	21950615	21976037	0
NM_023627	chr8	70595481	70597290	0
NM_023628	chr3	95296093	95306175	1
NM_023630	chr17	88669660	88715150	0
NM_023631	chr1	58211397	58268596	0
NM_023633	chr12	83951608	83952953	0
NM_023635	chr9	73045810	73097614	0
NM_023637	chr7	28742968	28753879	0
NM_023638	chrX	8193849	8205524	1
NM_023644	chr3	35959305	35999677	1
NM_023645	chr1	44106545	44117772	1
NM_023646	chr16	4685070	4707693	0
NM_023647	chr7	55931265	55961492	1
NM_023649	chr7	46195350	46237489	1
NM_023651	chr11	23646478	23664934	1
NM_023653	chr6	17988939	18029444	1
NM_023655	chr9	43311763	43336125	0
NM_023662	chr8	41240759	41334087	0
NM_023663	chr16	97741941	97762754	1
NM_023665	chr4	134924625	134927370	0
NM_023668	chr11	68821445	68852130	1
NM_023670	chr6	49085217	49213953	1
NM_023671	chr7	97697657	97720793	0
NM_023672	chr4	106912470	107049694	0
