sequence_identifier	chr_name	start	end	strand
NM_011059	chr4	140844778	140845778	1
NM_011060	chr4	140809648	140810648	1
NM_011061	chr4	140773203	140774203	1
NM_011062	chr17	24140594	24141594	1
NM_011063	chr1	172205781	172206781	1
NM_011065	chr11	69098955	69099955	0
NM_011066	chr1	91458328	91459328	1
NM_011067	chr4	151043665	151044665	1
NM_011068	chr7	79742025	79743025	1
NM_011069	chr3	96635429	96636429	0
NM_011070	chr1	171345698	171346698	0
NM_011072	chr11	70653650	70654650	1
NM_011073	chr10	61297835	61298835	0
NM_011074	chr5	5379251	5380251	1
NM_011075	chr5	8798146	8799146	0
NM_011076	chr5	8660091	8661091	0
NM_011077	chrX	157414286	157415286	1
NM_011078	chr13	48869885	48870885	1
NM_011079	chr5	129878083	129879083	1
NM_011081	chrX	164419786	164420786	0
NM_011082	chr1	130826683	130827683	0
NM_011083	chr7	116442458	116443458	1
NM_011084	chr6	139841444	139842444	0
NM_011086	chr1	65186684	65187684	0
NM_011087	chr7	3914484	3915484	1
NM_011088	chr7	3897093	3898093	1
NM_011089	chr7	3844051	3845051	1
NM_011090	chr7	3914501	3915501	1
NM_011091	chr7	3897092	3898092	1
NM_011093	chr7	4274142	4275142	0
NM_011094	chr7	3897120	3898120	1
NM_011095	chr7	3719382	3720382	1
NM_011097	chr13	55830425	55831425	1
NM_011098	chr3	129199877	129200877	0
NM_011099	chr9	59656367	59657367	0
NM_011100	chr3	146811946	146812946	1
NM_011101	chr11	108342888	108343888	1
NM_011102	chr7	3303531	3304531	0
NM_011103	chr14	30625208	30626208	1
NM_011104	chr17	86167784	86168784	0
NM_011105	chr15	85820733	85821733	1
NM_011106	chr2	163694036	163695036	0
NM_011107	chr5	115466265	115467265	0
NM_011109	chr4	138775734	138776734	0
NM_011110	chr4	138818257	138819257	1
NM_011111	chr1	107511509	107512509	0
NM_011112	chr12	105784701	105785701	0
NM_011113	chr7	24462499	24463499	0
NM_011116	chr7	27552112	27553112	1
NM_011117	chr15	76230378	76231378	1
NM_011118	chr13	12799079	12800079	1
NM_011119	chr10	128564934	128565934	1
NM_011120	chr13	27715737	27716737	1
NM_011121	chr7	122159436	122160436	0
NM_011122	chr4	147935776	147936776	1
NM_011123	chrX	136822745	136823745	0
NM_011124	chr4	42772991	42773991	1
NM_011125	chr2	164856708	164857708	1
NM_011126	chr2	154142879	154143879	0
NM_011127	chr1	163312650	163313650	1
NM_011128	chr19	58759722	58760722	0
NM_011129	chr11	87581060	87582060	0
NM_011130	chr8	22652437	22653437	1
NM_011131	chr7	44547815	44548815	1
NM_011132	chr5	110286318	110287318	0
NM_011133	chr12	69227190	69228190	1
NM_011134	chr6	5192946	5193946	1
NM_011135	chr8	40510754	40511754	1
NM_011136	chr9	51213689	51214689	0
NM_011137	chr1	166001634	166002634	1
NM_011138	chr7	25131460	25132460	1
NM_011139	chr9	43204755	43205755	1
NM_011141	chr4	124657645	124658645	0
NM_011143	chr14	104466999	104467999	1
NM_011144	chr15	85735775	85736775	0
NM_011145	chr17	28232753	28233753	0
NM_011146	chr6	115422065	115423065	0
NM_011147	chrX	160718972	160719972	1
NM_011148	chr5	92252159	92253159	1
NM_011149	chr9	66060168	66061168	0
NM_011150	chr11	118400931	118401931	1
NM_011151	chr17	84958000	84959000	0
NM_011153	chr6	56017514	56018514	0
NM_011154	chr9	124475862	124476862	1
NM_011155	chr7	17026914	17027914	1
NM_011156	chr10	45067213	45068213	0
NM_011157	chr10	62506755	62507755	1
NM_011158	chr12	32060279	32061279	1
NM_011159	chr16	15637865	15638865	0
NM_011160	chr19	31663370	31664370	1
NM_011161	chr15	89148606	89149606	1
NM_011162	chr2	92400263	92401263	1
NM_011163	chr17	78881572	78882572	1
NM_011164	chr13	27057569	27058569	0
NM_011165	chr13	28016222	28017222	0
NM_011166	chr13	27312626	27313626	0
NM_011167	chr13	27437688	27438688	1
NM_011168	chr13	27667036	27668036	1
NM_011169	chr15	10177237	10178237	0
NM_011170	chr2	131909927	131910927	0
NM_011171	chr2	155751216	155752216	0
NM_011172	chr16	18088190	18089190	1
NM_011173	chr16	62854333	62855333	0
NM_011174	chr6	132569841	132570841	0
NM_011175	chr12	102438697	102439697	1
NM_011176	chr9	31130799	31131799	1
NM_011177	chr7	43825449	43826449	0
NM_011178	chr10	79879666	79880666	0
NM_011179	chr10	60277627	60278627	0
NM_011180	chr11	118247592	118248592	1
NM_011181	chr7	45813316	45814316	1
NM_011182	chr5	143622446	143623446	0
NM_011183	chr1	180244950	180245950	1
NM_011184	chr12	70974622	70975622	0
NM_011185	chr17	15497276	15498276	1
NM_011186	chr14	54616995	54617995	1
NM_011187	chr2	38642906	38643906	1
NM_011188	chr5	21785282	21786282	0
NM_011189	chr14	55578493	55579493	0
NM_011190	chr14	55590021	55591021	1
NM_011192	chr11	101316250	101317250	0
NM_011193	chr9	56089975	56090975	0
NM_011195	chr17	46762712	46763712	1
NM_011196	chr3	157566891	157567891	0
NM_011197	chr3	101109166	101110166	1
NM_011198	chr1	150100123	150101123	0
NM_011199	chr9	110746145	110747145	1
NM_011200	chr1	30948755	30949755	1
NM_011201	chr2	167932326	167933326	0
NM_011202	chr5	121190397	121191397	1
NM_011203	chr5	21054797	21055797	1
NM_011204	chr5	103425191	103426191	0
NM_011206	chr1	34459745	34460745	0
NM_011207	chr4	57300837	57301837	1
NM_011210	chr1	138174305	138175305	1
NM_011211	chr4	78210895	78211895	1
NM_011212	chr7	135537823	135538823	0
NM_011213	chr4	118290397	118291397	1
NM_011214	chr4	131837278	131838278	1
NM_011215	chr12	116485719	116486719	0
NM_011216	chr6	137252298	137253298	0
NM_011217	chr10	116018362	116019362	0
NM_011218	chr17	56475480	56476480	1
NM_011220	chr9	50527641	50528641	1
NM_011221	chr11	6475076	6476076	1
NM_011223	chr5	115506675	115507675	0
NM_011224	chr19	6384428	6385428	0
NM_011226	chr6	39381427	39382427	0
NM_011227	chr8	11477499	11478499	1
NM_011228	chrX	48519284	48520284	0
NM_011231	chr3	153911203	153912203	1
NM_011232	chr15	10486017	10487017	0
NM_011233	chr13	100650061	100651061	1
NM_011234	chr2	119112816	119113816	0
NM_011235	chr11	82889624	82890624	1
NM_011236	chr6	119902697	119903697	0
NM_011237	chr19	4200603	4201603	1
NM_011239	chr16	18247694	18248694	1
NM_011240	chr10	58446851	58447851	0
NM_011241	chr15	81728919	81729919	1
NM_011242	chr19	6400582	6401582	0
NM_011243	chr14	16574476	16575476	1
NM_011244	chr15	102256522	102257522	1
NM_011245	chr9	89909774	89910774	0
NM_011246	chr2	117341877	117342877	1
NM_011247	chr7	122970563	122971563	0
NM_011249	chr2	157203534	157204534	1
NM_011250	chr8	91070056	91071056	0
NM_011251	chr9	107871819	107872819	1
NM_011252	chrX	57392036	57393036	1
NM_011253	chrY	2830679	2831679	0
NM_011253	chrY	2900988	2901988	0
NM_011253	chrY	3305449	3306449	1
NM_011253	chrY	3409167	3410167	1
NM_011253	chrY	3771672	3772672	0
NM_011254	chr9	98422960	98423960	0
NM_011255	chr19	38123811	38124811	1
NM_011256	chr5	124248760	124249760	1
NM_011258	chr5	65334639	65335639	1
NM_011259	chr6	78380708	78381708	0
NM_011260	chr6	78467874	78468874	1
NM_011261	chr5	22343705	22344705	1
NM_011262	chr19	5911871	5912871	1
NM_011263	chr5	77265493	77266493	0
NM_011264	chr10	39732159	39733159	0
NM_011265	chr19	28010166	28011166	1
NM_011266	chr8	70138197	70139197	1
NM_011267	chr1	153740352	153741352	0
NM_011268	chr11	109297181	109298181	1
NM_011269	chr17	40811148	40812148	0
NM_011270	chr4	134864535	134865535	0
NM_011271	chr14	51145767	51146767	1
NM_011272	chr19	29333670	29334670	1
NM_011273	chr1	155416444	155417444	1
NM_011274	chr7	38018552	38019552	1
NM_011275	chr12	28649601	28650601	0
NM_011276	chrX	103980284	103981284	1
NM_011277	chr1	151499823	151500823	1
NM_011278	chr5	34336389	34337389	0
NM_011279	chr9	96477595	96478595	1
NM_011280	chr17	36869573	36870573	0
NM_011281	chr3	94372793	94373793	0
NM_011282	chr10	52194244	52195244	1
NM_011283	chr1	4359314	4360314	1
NM_011284	chr4	132768359	132769359	0
NM_011285	chrX	10215795	10216795	1
NM_011286	chr5	121008518	121009518	1
NM_011287	chr17	28328470	28329470	0
NM_011288	chr7	142533116	142534116	0
NM_011289	chr11	101442244	101443244	0
NM_011290	chr5	121204500	121205500	0
NM_011291	chr1	16103433	16104433	1
NM_011292	chr5	65390431	65391431	1
NM_011293	chr5	136116690	136117690	0
NM_011294	chr15	11995007	11996007	1
NM_011295	chr10	23786209	23787209	1
NM_011296	chr17	33954641	33955641	1
NM_011297	chr14	24490680	24491680	0
NM_011299	chr17	7170114	7171114	0
NM_011300	chr12	28634953	28635953	1
NM_011302	chrX	160768012	160769012	0
NM_011303	chr4	144893136	144894136	0
NM_011304	chr7	45433464	45434464	1
NM_011305	chr2	27677200	27678200	0
NM_011306	chr17	34031811	34032811	0
NM_011307	chr13	55099295	55100295	1
NM_011308	chr11	62437515	62438515	1
NM_011309	chr3	90513330	90514330	1
NM_011310	chr3	90600214	90601214	0
NM_011311	chr3	90603769	90604769	0
NM_011312	chr3	90608521	90609521	0
NM_011313	chr3	90612893	90613893	0
NM_011314	chr7	46751832	46752832	0
NM_011315	chr7	46714676	46715676	1
NM_011316	chr7	46731543	46732543	1
NM_011317	chr4	129741303	129742303	1
NM_011318	chr1	172894054	172895054	1
NM_011319	chr3	108444259	108445259	1
NM_011320	chr5	33433090	33434090	1
NM_011321	chr17	23941995	23942995	0
NM_011322	chr7	31125945	31126945	1
NM_011323	chr15	100936270	100937270	0
NM_011324	chr6	125321339	125322339	0
NM_011325	chr7	121865037	121866037	0
NM_011326	chr7	121734506	121735506	0
NM_011327	chr4	108117547	108118547	1
NM_011328	chr7	141278133	141279133	1
NM_011329	chr11	82178812	82179812	1
NM_011330	chr11	82057831	82058831	0
NM_011331	chr11	82101844	82102844	0
NM_011332	chr8	94810452	94811452	0
NM_011333	chr11	82035576	82036576	0
NM_011334	chr7	7298511	7299511	1
NM_011335	chr4	41903648	41904648	0
NM_011335	chr4	42114822	42115822	0
NM_011335	chr4	42255730	42256730	0
NM_011335	chr4	42612158	42613158	0
NM_011336	chr4	41769212	41770212	1
NM_011337	chr11	83648378	83649378	1
NM_011338	chr11	83577636	83578636	1
NM_011339	chr5	90794533	90795533	0
NM_011340	chr11	75421623	75422623	1
NM_011341	chr4	155992913	155993913	0
NM_011342	chr3	97901226	97902226	0
NM_011343	chr11	16507484	16508484	1
NM_011344	chr12	91848157	91849157	1
NM_011345	chr1	164048233	164049233	0
NM_011346	chr1	164062075	164063075	0
NM_011347	chr1	164115263	164116263	0
NM_011348	chr5	14025275	14026275	0
NM_011349	chr9	107709475	107710475	1
NM_011350	chr6	82938750	82939750	1
NM_011351	chr3	95164338	95165338	0
NM_011352	chr9	57940134	57941134	0
NM_011353	chr13	100108018	100109018	0
NM_011354	chr2	121449197	121450197	0
NM_011355	chr2	91096796	91097796	0
NM_011356	chr2	80446396	80447396	1
NM_011358	chr11	116852094	116853094	1
NM_011359	chr14	70523081	70524081	1
NM_011360	chr6	4746204	4747204	1
NM_011361	chr10	21994665	21995665	0
NM_011363	chr7	126474130	126475130	1
NM_011364	chrX	42502607	42503607	0
NM_011365	chr12	4593007	4594007	0
NM_011366	chr14	70206671	70207671	1
NM_011367	chr11	69616905	69617905	1
NM_011368	chr3	89418550	89419550	0
NM_011369	chr8	4778534	4779534	1
NM_011370	chr7	55842070	55843070	0
NM_011371	chr11	116774507	116775507	1
NM_011372	chr3	153724133	153725133	1
NM_011373	chr2	32587077	32588077	0
NM_011374	chr6	142963452	142964452	1
NM_011375	chr6	72097607	72098607	0
NM_011376	chr10	50895650	50896650	0
NM_011377	chr16	94085259	94086259	0
NM_011378	chr9	57076375	57077375	0
NM_011379	chr19	5662707	5663707	1
NM_011380	chr17	85687254	85688254	1
NM_011381	chr17	85620833	85621833	0
NM_011382	chr12	73112245	73113245	1
NM_011383	chr7	19094543	19095543	0
NM_011384	chr12	72939944	72940944	0
NM_011385	chr4	155221535	155222535	1
NM_011386	chr3	31095057	31096057	0
NM_011387	chr12	80967079	80968079	1
NM_011388	chr8	5104232	5105232	1
NM_011390	chr13	73763696	73764696	0
NM_011391	chr10	125327535	125328535	1
NM_011392	chr13	55399647	55400647	0
NM_011393	chr2	102706437	102707437	0
NM_011394	chr8	22476699	22477699	0
NM_011395	chr17	12506704	12507704	1
NM_011396	chr11	53890703	53891703	1
NM_011397	chr18	35626227	35627227	1
NM_011398	chrX	48623577	48624577	0
NM_011399	chr15	81359765	81360765	1
NM_011400	chr4	119108744	119109744	0
NM_011401	chr6	122741745	122742745	1
NM_011402	chr5	53049352	53050352	0
NM_011403	chr11	102364281	102365281	1
NM_011404	chr8	121906686	121907686	1
NM_011405	chr14	54416702	54417702	1
NM_011406	chr17	81737387	81738387	1
NM_011407	chr11	83116844	83117844	0
NM_011408	chr11	83065111	83066111	0
NM_011409	chr11	83191329	83192329	0
NM_011410	chr11	83175185	83176185	0
NM_011412	chr11	35121455	35122455	0
NM_011413	chr17	34822454	34823454	1
NM_011414	chr2	164355507	164356507	1
NM_011415	chr16	14705858	14706858	0
NM_011416	chr19	26605159	26606159	0
NM_011417	chr9	21616168	21617168	0
NM_011418	chr10	75920614	75921614	1
NM_011419	chrY	897787	898787	0
NM_011420	chr13	100124854	100125854	0
NM_011421	chr7	105554359	105555359	0
NM_011422	chr5	88002524	88003524	0
NM_011424	chr5	125178214	125179214	1
NM_011425	chr17	25496288	25497288	1
NM_011426	chr2	131085765	131086765	1
NM_011427	chr2	167538226	167539226	0
NM_011428	chr2	136713449	136714449	0
NM_011430	chr14	34373669	34374669	1
NM_011431	chr11	102879975	102880975	1
NM_011432	chr17	27840086	27841086	0
NM_011434	chr16	90220741	90221741	0
NM_011435	chr5	52363803	52364803	0
NM_011436	chr9	42123289	42124289	1
NM_011437	chr15	79163490	79164490	1
NM_011438	chr2	152397046	152398046	1
NM_011439	chr1	133423212	133424212	1
NM_011440	chr9	99875170	99876170	1
NM_011441	chr1	4496354	4497354	1
NM_011443	chr3	34650004	34651004	0
NM_011444	chr6	144208568	144209568	1
NM_011445	chr7	115994086	115995086	1
NM_011446	chr14	63943705	63944705	0
NM_011447	chr17	25569686	25570686	1
NM_011448	chr11	112782209	112783209	0
NM_011449	chr9	37612720	37613720	1
NM_011451	chr11	116534739	116535739	0
NM_011452	chr13	33027413	33028413	0
NM_011453	chr13	33157351	33158351	1
NM_011454	chr13	32965512	32966512	0
NM_011455	chr13	33484789	33485789	0
NM_011456	chr13	33249609	33250609	0
NM_011458	chr12	104338485	104339485	0
NM_011459	chr1	107590005	107591005	0
NM_011460	chr13	33192958	33193958	0
NM_011461	chr10	88682023	88683023	1
NM_011462	chr13	51134317	51135317	0
NM_011463	chr4	40920055	40921055	0
NM_011464	chr7	29280977	29281977	1
NM_011465	chr1	174172775	174173775	0
NM_011467	chr6	85136764	85137764	1
NM_011468	chr3	92215834	92216834	0
NM_011468	chr3	92250646	92251646	0
NM_011469	chr3	92316704	92317704	0
NM_011470	chr3	92339139	92340139	0
NM_011471	chr3	92352142	92353142	0
NM_011472	chr3	92365186	92366186	0
NM_011474	chr3	92385684	92386684	0
NM_011475	chr3	92407990	92408990	0
NM_011477	chr3	92432581	92433581	0
NM_011478	chr3	92457720	92458720	1
NM_011479	chr12	87387230	87388230	1
NM_011480	chr11	60219604	60220604	1
NM_011481	chr2	181212171	181213171	1
NM_011482	chr15	82046598	82047598	1
NM_011483	chr17	56511483	56512483	1
NM_011484	chr2	14074111	14075111	0
NM_011485	chr8	25808512	25809512	0
NM_011486	chr11	100938511	100939511	1
NM_011487	chr1	52008243	52009243	0
NM_011488	chr11	100859350	100860350	0
NM_011489	chr11	100821570	100822570	1
NM_011490	chr2	166995299	166996299	1
NM_011491	chr11	31369061	31370061	1
NM_011492	chr10	80116535	80117535	0
NM_011494	chr1	75210828	75211828	0
NM_011495	chr3	40799950	40800950	0
NM_011496	chr11	69045642	69046642	0
NM_011497	chr2	172369570	172370570	1
NM_011498	chr6	108660628	108661628	0
NM_011499	chr6	137735081	137736081	0
NM_011500	chr17	78735560	78736560	1
NM_011502	chr19	11818403	11819403	1
NM_011503	chr8	3631159	3632159	0
NM_011504	chr3	108839502	108840502	1
NM_011505	chr11	90637108	90638108	1
NM_011506	chr14	73552785	73553785	0
NM_011507	chr6	95717846	95718846	1
NM_011508	chr11	100319995	100320995	0
NM_011509	chr10	31413435	31414435	1
NM_011510	chr7	46179033	46180033	1
NM_011511	chr6	142701274	142702274	1
NM_011512	chr2	26932511	26933511	1
NM_011513	chr2	26909642	26910642	1
NM_011514	chrX	8073760	8074760	1
NM_011516	chr3	102935100	102936100	1
NM_011517	chr10	88459586	88460586	0
NM_011518	chr13	52596881	52597881	0
NM_011519	chr12	8771395	8772395	0
NM_011520	chr4	130792536	130793536	0
NM_011521	chr2	164442188	164443188	1
NM_011522	chr17	24688949	24689949	1
NM_011523	chr17	5975585	5976585	0
NM_011526	chr9	45935058	45936058	1
NM_011527	chr4	115056425	115057425	0
NM_011528	chr7	141392159	141393159	0
NM_011529	chr2	61578585	61579585	0
NM_011530	chr17	34204478	34205478	0
NM_011532	chr16	18585969	18586969	1
NM_011533	chr19	3992751	3993751	0
NM_011535	chr5	119671232	119672232	0
NM_011536	chr11	85890062	85891062	0
NM_011537	chr5	119834662	119835662	0
NM_011538	chr7	126781482	126782482	0
NM_011539	chr6	38918985	38919985	0
NM_011540	chr11	98383810	98384810	0
NM_011541	chr1	4857693	4858693	0
NM_011542	chr4	136247956	136248956	0
NM_011543	chr11	52231994	52232994	0
NM_011544	chr9	72110819	72111819	1
NM_011545	chr10	22819128	22820128	1
NM_011546	chr18	5591859	5592859	0
NM_011547	chr13	40732823	40733823	1
NM_011548	chr10	80432653	80433653	1
NM_011549	chr17	47785743	47786743	0
NM_011550	chr11	101087289	101088289	0
NM_011551	chr11	102318096	102319096	1
NM_011552	chr18	60847964	60848964	1
NM_011553	chr17	7324659	7325659	0
NM_011560	chr17	15040559	15041559	1
NM_011561	chr10	82629837	82630837	0
NM_011562	chr9	110945158	110946158	1
NM_011563	chr8	84969647	84970647	0
NM_011564	chrY	2662658	2663658	1
NM_011565	chr7	45215752	45216752	0
NM_011566	chr17	28349805	28350805	1
NM_011567	chr6	128299813	128300813	1
NM_011568	chr11	120597365	120598365	1
NM_011569	chr11	72360882	72361882	1
NM_011571	chr4	43442276	43443276	0
NM_011573	chr9	106684816	106685816	1
NM_011574	chr8	106893639	106894639	0
NM_011575	chr17	31128611	31129611	1
NM_011576	chr2	84473174	84474174	1
NM_011577	chr7	25687001	25688001	0
NM_011578	chr5	107288595	107289595	1
NM_011579	chr11	48991246	48992246	1
NM_011580	chr2	118111921	118112921	0
NM_011581	chr17	14693262	14694262	1
NM_011582	chr13	92793818	92794818	1
NM_011583	chr10	79586136	79587136	1
NM_011584	chr14	18238106	18239106	1
NM_011585	chr6	86404218	86405218	0
NM_011586	chr11	77777234	77778234	0
NM_011587	chr4	118488849	118489849	1
NM_011588	chr7	13024151	13025151	0
NM_011589	chr10	128238065	128239065	0
NM_011590	chr1	135312737	135313737	1
NM_011591	chrX	7899397	7900397	0
NM_011592	chr8	4274905	4275905	1
NM_011593	chrX	20870165	20871165	0
NM_011594	chr11	118354411	118355411	1
NM_011595	chr10	86300411	86301411	0
NM_011596	chr5	124629051	124630051	0
NM_011597	chr19	24224026	24225026	1
NM_011598	chr3	10196283	10197283	1
NM_011599	chr4	72199893	72200893	1
NM_011600	chr19	14596983	14597983	1
NM_011602	chr4	43561583	43562583	1
NM_011603	chr10	22730447	22731447	1
NM_011604	chr5	64959034	64960034	1
NM_011605	chr10	91170619	91171619	1
NM_011606	chr9	123150945	123151945	0
NM_011607	chr4	64046015	64047015	1
NM_011608	chr16	11313808	11314808	0
NM_011609	chr6	125349722	125350722	0
NM_011610	chr4	145245870	145246870	1
NM_011611	chr2	165055635	165056635	0
NM_011612	chr4	150920154	150921154	0
NM_011613	chr14	78307043	78308043	1
NM_011614	chr11	69695098	69696098	1
NM_011615	chr1	171329144	171330144	0
NM_011616	chrX	57212142	57213142	0
NM_011617	chr17	57148777	57149777	1
NM_011618	chr7	4514975	4515975	1
NM_011619	chr1	135836333	135837333	0
NM_011620	chr7	142498835	142499835	0
NM_011622	chr8	75033685	75034685	0
NM_011623	chr11	99023189	99024189	1
NM_011624	chr16	16870890	16871890	0
NM_011625	chr12	111907055	111908055	1
NM_011626	chr5	76183879	76184879	0
NM_011627	chr9	85842379	85843379	0
NM_011629	chr10	94147930	94148930	0
NM_011630	chr6	92091417	92092417	0
NM_011631	chr10	86704444	86705444	1
NM_011632	chr12	111166369	111167369	0
NM_011633	chr1	192091599	192092599	1
NM_011634	chr9	107950962	107951962	0
NM_011635	chrX	139333682	139334682	0
NM_011636	chr9	92250193	92251193	0
NM_011637	chr9	109058723	109059723	1
NM_011638	chr16	32608895	32609895	0
NM_011639	chr5	137313241	137314241	1
NM_011640	chr11	69580358	69581358	0
NM_011641	chr16	25801915	25802915	0
NM_011642	chr4	154139208	154140208	1
NM_011643	chr9	95749358	95750358	1
NM_011644	chr7	102071218	102072218	0
NM_011645	chr6	41376613	41377613	1
NM_011646	chr6	41302271	41303271	0
NM_011647	chr17	24631627	24632627	1
NM_011648	chr12	91400992	91401992	0
NM_011650	chr1	118310132	118311132	1
NM_011651	chr7	44943239	44944239	0
NM_011652	chr2	76981547	76982547	1
NM_011653	chr15	98952501	98953501	1
NM_011654	chr15	98933390	98934390	1
NM_011655	chr17	35837301	35838301	1
NM_011656	chr3	94657872	94658872	1
NM_011657	chr6	128354851	128355851	1
NM_011658	chr12	33957670	33958670	0
NM_011659	chr4	156013694	156014694	0
NM_011660	chr4	57955411	57956411	1
NM_011661	chr7	87492411	87493411	1
NM_011662	chr7	30413787	30414787	0
