Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d ../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 -noadj -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 reads
NM_009409	chr14	16365206	16430787	+	5595.0	1	Top2b|D230016L12Rik|Top-2|-|14|14 A3|protein-coding	4598.000	5297.000	5119.000	5547.000	5274.000
NM_001011742	chr7	108054984	108055967	+	982.0	1	Olfr479|MOR267-15|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001011536	chr7	102856321	102857271	-	949.0	1	Olfr566|GA_x5J8B7W5P47-379997-380552|MOR14-7P|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001033248	chr12	111484609	111485823	-	1212.0	1	Gm266|-|-|12 F1|12|protein-coding	8.000	5.000	0.000	2.000	0.000
NM_001290138	chr3	55137339	55172936	+	2880.0	1	Ccdc169|A730037C10Rik|-|3 C|3|protein-coding	0.000	0.000	1.000	3.000	0.000
NM_001082545	chr16	36403946	36408363	-	418.0	1	Stfa2|Stf2|-|16 B3|16 25.52 cM|protein-coding	20.000	36.000	8.000	9.000	25.000
NM_019729	chr2	126707328	126759314	+	4156.0	1	Usp8|AI574262|AW557536|Ubpy|mKIAA0055|RP23-130L11.1|2 F1|2|protein-coding	2370.000	2569.000	2418.000	2777.000	2003.000
NM_001077707	chr10	11149430	11215273	+	6917.0	1	Shprh|2610103K11Rik|AA450458|AU024614|BC006883|D230017O13Rik|E130018M05|-|10 A1|10|protein-coding	1696.000	1601.000	1690.000	1800.000	1165.000
NM_001081212	chr8	10986964	11008430	-	4009.0	1	Irs2|Irs-2|-|8 A1.1|8 5.35 cM|protein-coding	1065.000	940.000	719.000	1178.000	975.000
NM_178776	chr6	136828843	136840557	+	1136.0	1	BC049715|-|-|6 G1|6|protein-coding	6.000	9.000	7.000	3.000	0.000
NM_001081435	chr11	97854307	97884154	-	1668.0	1	Fbxo47|2900052P03Rik|Gm1562|RP23-386E10.9|11 D|11|protein-coding	10.000	14.000	25.000	12.000	0.000
NM_008636	chr4	124802549	124849800	+	7618.0	1	Mtf1|MTF-1|Thyls|RP23-168M5.2|4 D1|4 57.91 cM|protein-coding	2440.000	2195.000	1819.000	2453.000	921.000
NM_001167907	chr19	12599984	12627616	+	1507.0	1	Gm4952|EG240549|-|19 A|19|protein-coding	0.000	1.000	1.000	0.000	0.000
NM_153398	chr10	41450358	41465582	+	2868.0	1	Zbtb24|BC055367|Bif1|Bsg1|ZNF450|-|10 B1|10|protein-coding	874.000	1037.000	984.000	853.000	724.000
NM_001001185	chr13	67863326	67863923	+	595.0	1	BC048507|-|-|13 B3|13|protein-coding	211.000	175.000	113.000	213.000	121.000
NM_001034894	chrX	153118788	153132861	+	3202.0	1	Foxr2|EG436240|Foxn6|RP23-180D16.2|X F3|X|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_028056	chr3	88716854	88731048	+	2532.0	1	Rit1|RIBB|ROC1|Rit|-|3 F1|3|protein-coding	369.000	536.000	614.000	453.000	574.000
NM_001163378	chr12	71136848	71243303	+	5731.0	1	2700049A03Rik|Talpid3|mKIAA0586|-|12|12 C3|protein-coding	351.000	366.000	409.000	484.000	400.000
NM_007975	chr8	72761880	72763885	+	1758.0	1	F2rl3|PAR4|-|8 B3.3|8 35.08 cM|protein-coding	42.000	29.000	49.000	97.000	34.000
NR_040576	chr16	71249904	71267176	+	706.0	1	4930567J20Rik|-|-|16|16|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_025708	chr16	8633731	8637701	-	2874.0	1	Tmem186|2810440M13Rik|4432406C05Rik|AI648175|AW210586|-|16 A1|16|protein-coding	914.000	796.000	822.000	895.000	509.000
NM_001011750	chr7	86615636	86616643	-	1006.0	1	Olfr294|MOR219-5|-|7 D3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_003623	chr1	180326969	180330549	-	3580.0	1	Gm5069|EG277333|-|1 H4|1|pseudo	7.000	12.000	13.000	11.000	40.000
NM_207530	chr18	12755312	12941841	-	3928.0	1	Osbpl1a|G430090F17Rik|Gm753|ORP-1|Osbpl1b|-|18|18 A2|protein-coding	72.000	49.000	45.000	76.000	97.000
NM_011341	chr4	155992914	156013610	+	5165.0	1	Sdf4|Cab45|RP23-118E21.4|4 E2|4|protein-coding	11771.000	15895.000	16108.000	15325.000	5311.000
NM_001270475	chr6	120931546	121131022	-	9398.0	1	Mical3|C130040D16Rik|Mical-3|mKIAA1364|-|6 F1|6|protein-coding	460.000	531.000	592.000	497.000	490.000
NM_146561	chr9	20300211	20301170	+	958.0	1	Olfr873|MOR145-2|-|9 A3|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019468	chr5	61808843	61810477	+	1632.0	1	G6pd2|G6pdx-ps1|Gpd-2|Gpd2|-|5 C3.1|5 31.99 cM|protein-coding	133.000	143.000	186.000	134.000	152.000
NM_194462	chr5	3928186	4080204	+	12055.0	1	Akap9|5730481H23Rik|AKAP-9|AKAP450|AW545847|C79026|G1-448-15|PRKA9|mKIAA0803|mei2-5|repro12|-|5|5 A2|protein-coding	3380.000	3315.000	3401.000	4240.000	2250.000
NR_105793	chr6	83400996	83401102	-	106.0	1	Mir6374|mmu-mir-6374|-|-|ncRNA	0.000	0.000	0.000	0.000	15.000
NM_172297	chr7	16275464	16284659	-	1966.0	1	Ccdc9|2600011L02Rik|-|7 A2|7|protein-coding	2574.000	2396.000	2178.000	2925.000	1330.000
NM_021792	chr18	60376029	60392629	+	2936.0	1	Iigp1|2900074L10Rik|AI046432|AW111922|Ifgga1|Iigp|Irga6|-|18 D3|18|protein-coding	1926.000	852.000	437.000	2285.000	423.000
NM_008317	chr9	107576952	107580133	+	2169.0	1	Hyal1|Hya1|Hyal-1|RP23-456B9.3|9 F1-F2|9 58.17 cM|protein-coding	0.000	0.000	0.000	1.000	17.000
NR_105864	chr1	64042438	64042501	-	63.0	1	Mir6899|mmu-mir-6899|-|-|ncRNA	5.000	0.000	3.000	5.000	0.000
NM_021403	chr5	135818106	135874772	+	3915.0	1	Srrm3|2900083I11Rik|AB041661|SRm300-like|Srrm2l|MNCb-4760|5 G2|5|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_001290273	chr1	184786767	184811300	-	2133.0	1	Marc1|1300013F15Rik|Mosc1|-|1|1|protein-coding	0.000	6.000	0.000	0.000	3.000
NM_145128	chr1	127204986	127482972	+	3084.0	1	Mgat5|4930471A21Rik|5330407H02Rik|AI480971|GlcNAc-TV|-|1 E3|1|protein-coding	164.000	356.000	417.000	275.000	302.000
NM_145360	chr13	8885606	8892396	+	2860.0	1	Idi1|4832416K17Rik|-|13 A1|13|protein-coding	304.000	239.000	269.000	201.000	69.000
NR_106133	chrX	94274574	94274637	+	63.0	1	Mir7673|mmu-mir-7673|-|-|ncRNA	1.000	5.000	2.000	3.000	9.000
NM_001033317	chr7	105404568	105408738	+	2472.0	1	Cnga4|-|-|7 E3|7|protein-coding	0.000	1.000	0.000	0.000	20.000
NM_153563	chr3	107612532	107631710	-	3208.0	1	Strip1|6330569M22Rik|6530401O14Rik|Fam40a|-|3 F2.3|3|protein-coding	1678.000	2326.000	2138.000	2084.000	1388.000
NM_145144	chr2	31950303	31973442	+	2945.0	1	Aif1l|2810003C17Rik|AI043124|C87647|Iba2|RP23-55I14.2|2 B|2|protein-coding	9.000	9.000	10.000	11.000	0.000
NM_007776	chr1	65061838	65063440	-	630.0	1	Crygd|Aey4|Cryg-1|DGcry-1|Lop12|-|1 C2|1 32.8 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_146232	chr19	7781981	7802667	-	1994.0	1	Slc22a26|-|-|19 A|19|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_010990	chr2	89844066	89844971	-	904.0	1	Olfr48|C3|IC3|MOR232-5|RP23-270H4.6|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_148945	chrX	159255782	159368244	+	7296.0	1	Rps6ka3|C130006E23|MAPKAPK-1b|MPK-9|Rsk2|S6K-alpha3|p90RSK3|pp90RSK2|RP23-52L10.1|X F4|X 73.27 cM|protein-coding	2762.000	2997.000	3371.000	3358.000	2610.000
NM_001146025	chr13	54679399	54687808	-	3995.0	1	Rnf44|AI854545|mKIAA1100|-|13 B1|13|protein-coding	6472.000	5855.000	5634.000	6311.000	4604.000
NM_018868	chr1	59685006	59711510	+	1959.0	1	Nop58|MSSP|Nol5|SIK|nop5|-|1 C1.3|1|protein-coding	10581.000	9377.000	5758.000	13103.000	1405.000
NM_026359	chr14	63971122	63987780	-	1027.0	1	4930578I06Rik|AI429111|-|14|14 C3|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_153459	chr9	106368632	106375723	+	3207.0	1	Dusp7|AU015694|Mkpx|Pyst2|-|9 F1|9|protein-coding	588.000	474.000	506.000	566.000	1024.000
NM_010646	chr6	130044024	130306481	-	851.0	1	Klra12|Ly49L|Ly49l1|Ly49l2|Ly49l3|Ly49l4|Ly49p/d|CH29-511G10.3|6 F3|6|protein-coding	0.000	3.000	0.000	6.000	0.000
NM_178036	chr2	25682726	25686080	+	1097.0	1	Lcn10|9230112J07Rik|RP23-464C2.16-001|2 A3|2|protein-coding	0.000	0.000	8.000	0.000	0.000
NM_026896	chr2	29346810	29524790	+	1250.0	1	Med27|1500015J03Rik|2310042P07Rik|AA682045|Crsp8|D2Ertd434e|RP23-104G16.2|2 A3|2 19.84 cM|protein-coding	516.000	571.000	373.000	751.000	178.000
NR_030696	chr15	60822965	60831400	+	5127.0	1	9930014A18Rik|-|-|15 D1|15|ncRNA	496.000	448.000	312.000	583.000	401.000
NR_046042	chr4	73791244	73798378	+	685.0	1	Gm11240|OTTMUSG00000000286|-|4 C3|4|ncRNA	0.000	0.000	0.000	0.000	1.000
NM_177906	chr9	27791269	28925048	+	5982.0	1	Opcml|2900075O15Rik|3732419F12|AI844366|B930023M13Rik|C230027C17|Gm181|Obcam|-|9 A4|9 13.73 cM|protein-coding	0.000	1.000	0.000	1.000	0.000
NM_138661	chr18	36997880	37187657	+	5335.0	1	Pcdha9|-|-|18 B3|18|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_105924	chr15	89305658	89305732	-	74.0	1	Mir6959|mmu-mir-6959|-|-|ncRNA	8.000	4.000	4.000	2.000	0.000
NM_008926	chr5	98929773	99037079	-	4675.0	1	Prkg2|AW212535|CGKII|Prkgr2|cGK-II|-|5 E3|5 48.35 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001290702	chr11	36006656	36944241	-	9626.0	1	Tenm2|Odz2|Odz3|Ten-2|Ten-m2|RP23-41F14.1|11 A4|11 21.96 cM|protein-coding	3.000	0.000	0.000	0.000	8.000
NM_001276420	chr16	28396945	28446075	-	2523.0	1	Fgf12|AV114868|FGF-12|FHF-1|Fhf1|-|16 B1-B3|16 19.38 cM|protein-coding	0.000	1.000	0.000	1.000	0.000
NM_144887	chr2	84687920	84715164	-	4726.0	1	Zdhhc5|1110032A17Rik|AI451382|Zisp|-|2 D|2|protein-coding	4918.000	4948.000	3695.000	5416.000	1949.000
NM_001025438	chr3	126596951	126846326	+	5559.0	1	Camk2d|2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII|-|3 G1-G2|3|protein-coding	2205.000	1637.000	1287.000	2402.000	917.000
NM_001033149	chr12	81631369	81664941	+	2037.0	1	Ttc9|1700029M07Rik|AI429215|AI853559|-|12 D1|12|protein-coding	0.000	0.000	0.000	0.000	1.000
NM_028284	chr2	69647255	69667569	+	1405.0	1	Bbs5|1700049I01Rik|2700023J09Rik|RP23-436E15.1|2|2 C3|protein-coding	37.000	15.000	16.000	48.000	0.000
NM_146785	chr9	38646590	38647522	-	931.0	1	Olfr915|MOR167-4|-|9 A5|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_009877	chr4	89274473	89294619	-	924.0	1	Cdkn2a|ARF-INK4a|Arf|INK4a-ARF|Ink4a/Arf|MTS1|Pctr1|p16|p16(INK4a)|p16INK4a|p19<ARF>|p19ARF|RP23-166I8.5|4 C3-C6|4 42.15 cM|protein-coding	48.000	35.000	7.000	93.000	29.000
NM_008028	chr11	78037941	78060432	+	2686.0	1	Flot2|AI573412|Esa|reggie-2|RP23-43J1.4|11 B5|11 46.74 cM|protein-coding	747.000	986.000	1125.000	891.000	1908.000
NM_011595	chr10	86300412	86349505	+	4674.0	1	Timp3|Timp-3|-|10 C1-D1|10 42.83 cM|protein-coding	163.000	58.000	90.000	198.000	122.000
NR_027874	chr5	143329308	143332704	+	438.0	1	0610040B10Rik|-|-|5 G2|5|ncRNA	0.000	12.000	5.000	17.000	0.000
NM_172450	chr17	28896395	28915324	-	4580.0	1	4930539E08Rik|9130014G02|RP24-318I24.1|17 A3.3|17|protein-coding	32.000	19.000	68.000	25.000	29.000
NM_019419	chr7	118118890	118129625	-	2127.0	1	Arl6ip1|AIP-6|AL022945|ARMER|AU042858|Aip-1|Arl6ip|C85138|mKIAA0069|-|7|7 F3|protein-coding	5856.000	6655.000	5492.000	8002.000	4057.000
NR_045474	chr13	50261815	50262869	+	538.0	2	2310081J21Rik|-|-|13 A5|13|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_026047	chr14	104477534	104522666	-	3448.0	1	Rnf219|2610206B13Rik|2810449K13Rik|AI451544|-|14|14 E2.2|protein-coding	818.000	762.000	525.000	893.000	176.000
NR_028146	chr9	58253164	58262524	+	2260.0	1	Stoml1|1810015E19Rik|AI847431|SLP1|STORP|UNC24|WPB72|-|9 B|9|protein-coding	293.000	407.000	440.000	470.000	465.000
NM_001199177	chr16	29579334	29654602	+	5970.0	1	Opa1|1200011N24Rik|AI225888|AI847218|lilr3|mKIAA0567|-|16 B2|16 20.65 cM|protein-coding	1906.000	1936.000	1872.000	2358.000	1092.000
NM_146130	chr2	75659259	75669407	+	5211.0	1	Hnrnpa3|2410013L13Rik|2610209F03Rik|2610510D13Rik|Hnrpa3|RP23-374O4.1|2 A7.2|2|protein-coding	871.000	1072.000	1125.000	1150.000	548.000
NM_009266	chr7	127271879	127274059	-	2178.0	1	Sephs2|Sps2|Ysg3|-|7 F3|7 69.43 cM|protein-coding	1839.000	1652.000	1222.000	2195.000	1459.000
NM_030061	chr18	44104523	44108543	+	885.0	1	Spink12|9230117E20Rik|-|18 B3|18|protein-coding	0.000	0.000	0.000	1.000	0.000
NM_146792	chr2	89590069	89591146	-	1075.0	1	Olfr1246|MOR2319|RP23-150I5.5|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_023852	chr13	110054187	110280206	-	8493.0	1	Rab3c|2700062I01Rik|3110015B08Rik|3110037E15Rik|AI850886|-|13 D2.2|13|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_001013391	chr10	117344668	117376973	-	6522.0	1	Cpsf6|4733401N12Rik|AI256641|CFIM|CFIM68|HPBRII-4|HPBRII-7|-|10 D2|10|protein-coding	2714.000	2522.000	2420.000	3660.000	1982.000
NR_003364	chr11	116752167	116757883	+	3259.0	1	BC018473|-|RP23-468A19.2|11 E2|11|ncRNA	7.000	11.000	7.000	0.000	38.000
NM_001293622	chr3	136670066	136937727	+	4801.0	1	Ppp3ca|2900074D19Rik|CN|Caln|Calna|CnA|-|3 G3|3|protein-coding	646.000	1046.000	1425.000	587.000	2134.000
NR_033803	chr15	101293212	101297426	+	1965.0	1	6030408B16Rik|AI225877|-|15 F2|15|ncRNA	6.000	0.000	1.000	9.000	0.000
NM_207668	chr9	104288240	104337722	-	4475.0	1	Acpp|5'-NT|A030005E02Rik|FRAP|Lap|PAP|Ppal|9.104100899-104272570.1|9 F1|9|protein-coding	163.000	242.000	260.000	132.000	808.000
NM_172588	chr13	92611138	92711946	+	5304.0	1	Serinc5|A130038L21Rik|AIGP3|C86123|TPO1|-|13 C3|13|protein-coding	997.000	1363.000	1302.000	1293.000	1113.000
NM_146853	chr4	118709409	118710347	+	937.0	1	Olfr1341|MOR258-1|RP23-154A15.6|4 D2|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_033217	chr11	95568821	95587698	-	3398.0	1	Ngfr|LNGFR|Tnfrsf16|p75|p75NGFR|p75NTR|RP23-67E18.6|11 D|11 59.01 cM|protein-coding	0.000	0.000	0.000	0.000	3.000
NM_175029	chr4	99193934	99259787	+	3165.0	1	Atg4c|Apg4-C|Apg4c|Atg4cl|Autl1|RP23-59N8.1|4 C6|4|protein-coding	38.000	53.000	43.000	61.000	87.000
NR_033556	chr16	14562317	14621284	+	1614.0	1	A630010A05Rik|-|RP24-255L12.1|16 A1|16|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_011507	chr6	95473009	95718846	-	3400.0	1	Suclg2|AF171077|AW556404|D6Wsu120e|SCS-betaG|-|6 D3|6 44.63 cM|protein-coding	556.000	617.000	503.000	663.000	113.000
NR_037996	chr1	176834624	176836133	-	1509.0	1	Hmga2-ps1|EG666235|Gm7996|Hmgic-ps1|[y]i-c|-|1|1|pseudo	12.000	5.000	28.000	1.000	104.000
NM_145836	chr12	86880703	86884814	-	4109.0	1	Irf2bpl|6430527G18Rik|Eap1|-|12 D2|12|protein-coding	708.000	761.000	946.000	784.000	2180.000
NM_001285806	chr5	112910478	113015538	-	6577.0	1	Adrbk2|4833444A01Rik|AI851927|AW551196|Adrbk-2|Bark-2|GRK3|-|5 F|5 55.29 cM|protein-coding	436.000	656.000	386.000	667.000	937.000
NR_105905	chr12	112733322	112733391	+	69.0	1	Mir6940|mmu-mir-6940|-|-|ncRNA	0.000	0.000	0.000	1.000	0.000
NM_033576	chr18	37720554	37841870	+	4474.0	1	Pcdhgb4|-|-|18 B3|18|protein-coding	579.000	713.000	660.000	631.000	244.000
NM_011673	chr4	59189550	59222833	+	3708.0	1	Ugcg|AU043821|C80537|Epcs21|GlcT-1|Ugcgl|RP23-57N22.4|4 B3|4 32.44 cM|protein-coding	2989.000	3277.000	5491.000	3536.000	6827.000
NR_030442	chr10	128085286	128085363	+	77.0	1	Mir677|Mirn677|mmu-mir-677|-|10|10|ncRNA	7.000	2.000	1.000	8.000	0.000
NM_029186	chr19	46356880	46375254	+	2269.0	1	Tmem180|4930449A08Rik|4930538D17Rik|-|19|19 D1|protein-coding	266.000	265.000	256.000	334.000	249.000
NM_145137	chr11	70130357	70137542	+	1538.0	1	Mgl2|CD301b|DN-476D14.2|11 B3|11|protein-coding	76.000	157.000	149.000	52.000	267.000
NR_015503	chr19	12585868	12596566	-	1104.0	1	A330040F15Rik|-|-|19|19|ncRNA	1.000	0.000	0.000	0.000	2.000
NM_172162	chr9	44295673	44305671	-	2088.0	1	Hinfp|AA589481|HiNF-P|Mizf|-|9 A5.2|9|protein-coding	435.000	476.000	506.000	531.000	372.000
NR_045558	chr6	120324322	120364369	-	2444.0	1	Ccdc77|2400002C23Rik|2700091N06Rik|AV168274|-|6 F1|6|protein-coding	279.000	293.000	320.000	277.000	148.000
NM_026716	chr7	28540885	28542210	+	553.0	1	Sycn|0910001K16Rik|1810038B08Rik|SYL|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_054095	chr8	119446719	119472635	+	1956.0	1	Necab2|Efcbp2|-|8 E1|8|protein-coding	0.000	0.000	0.000	0.000	8.000
NM_146089	chr18	77757567	77767780	-	993.0	1	Haus1|BC024400|Ccdc5|HEI-C|-|18 E3|18|protein-coding	287.000	363.000	247.000	353.000	132.000
NM_008154	chr4	133209340	133212536	-	2139.0	1	Gpr3|Gpcr20|Gpcr21|Gpcr3|RP23-341B14.2|4|4 D3|protein-coding	1.000	0.000	0.000	2.000	15.000
NM_146446	chr6	116582012	116582944	-	931.0	1	Olfr215|MOR119-2|-|6 F1|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001085528	chr4	88754868	88755416	+	547.0	1	Gm13271|Ifnz|OTTMUSG00000011262|RP23-139P14.11-001|4 C4|4|protein-coding	0.000	4.000	13.000	2.000	6.000
NM_033077	chr1	186967416	186970627	+	3209.0	1	D1Pas1|Pl10|-|1 H5|1 90.09 cM|protein-coding	60.000	50.000	39.000	70.000	20.000
NM_007587	chr7	114633291	114636357	-	871.0	1	Calca|CA|CGRP-1|CGRP1|Calc|Calc1|Cgrp|Ct|Ctn|-|7 F1|7 59.99 cM|protein-coding	0.000	1.000	4.000	2.000	0.000
NM_001033606	chr1	78657825	78707743	+	3793.0	1	Acsl3|2610510B12Rik|Acs3|C85929|Facl3|Pro2194|-|1 C4|1 40.84 cM|protein-coding	380.000	327.000	305.000	369.000	240.000
NM_183390	chr16	19946492	19983049	-	2396.0	1	Klhl6|-|-|16 A3|16|protein-coding	814.000	1123.000	1914.000	829.000	3434.000
NM_001008428	chr9	109217432	109234754	-	1499.0	1	Fbxw20|Fbxw12|-|9 F2|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001099331	chr2	163492318	163502612	+	1087.0	1	R3hdml|OTTMUSG00000001070|RP23-36P22.5|2 H3|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_033502	chrX	61191293	61194164	+	2871.0	1	C030023E24Rik|-|-|X|X|ncRNA	0.000	0.000	0.000	0.000	13.000
NM_145409	chr17	25719030	25727415	-	3082.0	1	Chtf18|6030457M03Rik|CTF18|Chl12|-|17 A3.3|17|protein-coding	129.000	140.000	140.000	213.000	100.000
NR_033221	chr16	38085064	38089260	-	4196.0	1	BC031361|-|-|-|ncRNA	29.000	21.000	30.000	22.000	19.000
NM_025987	chr15	82350139	82354291	-	555.0	1	Ndufa6|14kDa|2700038D15Rik|B230217P19Rik|-|15|15 E2|protein-coding	1807.000	1978.000	1675.000	1975.000	1247.000
NM_031169	chr11	33963013	33973638	+	4182.0	1	Kcnmb1|BKbeta1|RP23-73A4.1|11 A4|11|protein-coding	15.000	8.000	8.000	6.000	8.000
NM_178632	chr1	191575734	191621691	+	3230.0	1	Ints7|5930412E23Rik|-|1 H6|1|protein-coding	1181.000	1142.000	1272.000	1695.000	727.000
NM_010680	chr18	12334024	12583012	+	10265.0	1	Lama3|Lama3B|[a]3B|-|18 A|18 6.2 cM|protein-coding	0.000	0.000	2.000	2.000	0.000
NM_053222	chr6	90178716	90179645	+	928.0	1	Vmn1r52|V1ra7|VN3|-|6 D1|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001012307	chr8	21055040	21056016	+	414.0	2	Defa23|Defcr23|mCG_112796|8 A2|8|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_045461	chr17	10324602	10329312	+	719.0	1	1700110C19Rik|-|RP24-162O23.1|17 A1|17|ncRNA	1.000	0.000	3.000	3.000	0.000
NM_026546	chr15	31602116	31617535	+	1159.0	1	Fam173b|A930016P21Rik|AA987072|-|15 B2|15|protein-coding	366.000	283.000	329.000	446.000	150.000
NM_001015876	chr5	130257037	130341567	+	3028.0	1	Tyw1|AW125391|Rsafd1|-|5 G1.3|5|protein-coding	904.000	705.000	588.000	800.000	419.000
NM_001177583	chr17	40598594	40602617	+	547.0	1	Esp4|Gm20580|-|17|17 19.54 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_026368	chr4	94500079	94556796	-	2101.0	1	Caap1|5830433M19Rik|AI536248|CAAP|RP23-456B18.3|4 C5|4|protein-coding	557.000	567.000	469.000	692.000	274.000
NM_001085533	chr4	88799575	88801130	+	1553.0	2	Gm13275|OTTMUSG00000011268|RP23-139P14.21-001|4 C4|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_133872	chr4	136550533	136602723	-	2994.0	1	Kdm1a|1810043O07Rik|AA408884|Aof2|D4Ertd478e|Kdm1|Lsd1|mKIAA0601|RP23-426N4.2|4 D3|4 68.8 cM|protein-coding	2935.000	3044.000	2483.000	3525.000	1663.000
NR_027710	chr5	51454249	51553921	-	6482.0	1	Ppargc1a|A830037N07Rik|ENSMUSG00000079510|Gm11133|PGC-1|PGC-1v|Pgc-1alpha|Pgc1|Pgco1|Ppargc1|-|5 C1|5|protein-coding	5.000	11.000	11.000	5.000	31.000
NM_001272023	chr7	121865038	121918728	+	2682.0	1	Scnn1b|-|-|7 F2|7 65.07 cM|protein-coding	0.000	3.000	0.000	0.000	0.000
NM_177301	chr7	28810890	28822266	+	2127.0	1	Hnrnpl|C79783|D830027H13Rik|Hnrpl|-|7 A3|7|protein-coding	7873.000	7616.000	7018.000	11439.000	5636.000
NR_040375	chr16	87496073	87504038	+	1403.0	1	B130034C11Rik|-|-|16 C3.3|16|ncRNA	24.000	45.000	11.000	34.000	32.000
NM_147012	chr2	86228010	86228969	-	958.0	1	Olfr1047|MOR188-3|RP23-232A21.10-001|2 E1|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_021478	chr17	28351519	28365143	-	1991.0	1	Tulp1|Tulp1l|RP24-68J3.5|17 A3.3|17|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_029791	chr7	101475376	101475443	+	67.0	1	Mir139|Mirn139|mmu-mir-139|-|7|7|ncRNA	0.000	0.000	0.000	0.000	0.000
NR_103800	chr12	96046621	96047222	-	601.0	1	1700019M22Rik|-|-|12 E|12|pseudo	0.000	0.000	0.000	0.000	0.000
NR_024069	chr14	31124505	31128930	-	401.0	1	Smim4|2010107H07Rik|Snhg8|-|14 B|14|ncRNA	86.000	93.000	160.000	116.000	236.000
NM_001101482	chr9	87144306	87184045	+	1925.0	1	Mrap2|BB633055|-|9 E3.1|9|protein-coding	1.000	0.000	10.000	4.000	7.000
NM_181749	chr11	114798924	114806745	+	1094.0	1	Gpr142|PGR2|RP23-254J18.1|11 E2|11|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001025608	chr4	141112978	141139796	-	3291.0	1	Szrd1|1110022I03|D4Ertd22e|RP23-183L1.10-001|4 D3|4 73.38 cM|protein-coding	4711.000	4261.000	3737.000	5436.000	2073.000
NM_001081281	chr3	19644460	19691599	+	1776.0	1	Trim55|D830041C10Rik|Murf2|Rnf29|-|3 A2|3|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_045759	chr14	50503769	50520943	+	597.0	1	4930413M19Rik|-|-|14 C1|14|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_011330	chr11	82057832	82062955	+	1068.0	1	Ccl11|Scya11|eotaxin|-|11 C|11 49.84 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_009928	chr4	47208012	47313165	+	5277.0	1	Col15a1|-|RP23-119F15.1|4|4 B1-B3|protein-coding	12.000	3.000	13.000	9.000	0.000
NM_001166653	chr11	52004221	52038165	+	2733.0	1	Cdkl3|AI852479|B230379H01Rik|RP23-263C23.4|11 B1.3|11|protein-coding	100.000	157.000	106.000	84.000	23.000
NM_172485	chr1	129273304	130219278	+	6223.0	1	Thsd7b|1700074E13Rik|B930082A18|D130067I03Rik|-|1 E4|1|protein-coding	0.000	6.000	4.000	3.000	18.000
