	chr	start	end	strand	Stat	Parent files	Total subpeaks	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr7-66170641-2	chr7	66104969	66234790	+	1257.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-57482	chr7-42940	chr7	66104969	66234790	+	1257.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001081163, intron 2 of 2)	intron (NM_001081163, intron 2 of 2)	60364	NM_001081163	269941	Mm.333916	NM_001081163	ENSMUSG00000032640	Chsy1	mKIAA0990	chondroitin sulfate synthase 1	protein-coding
Merged-chr19-29204514-2	chr19	29128646	29274974	+	1253.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-9007	chr19-16140	chr19	29128646	29274974	+	1253.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-49993	NM_001048177	16452	Mm.275839	NM_008413	ENSMUSG00000024789	Jak2	Fd17	Janus kinase 2	protein-coding
Merged-chr3-88540010-2	chr3	88484017	88636681	+	1253.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-42435	chr3-47121	chr3	88484017	88636681	+	1253.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_033526, intron 5 of 10)	B1F2|SINE|Alu	6633	NM_033526	94232	Mm.303059	NM_033526	ENSMUSG00000008604	Ubqln4	A1Up|A1u|AI663987|CIP75|UBIN	ubiquilin 4	protein-coding
Merged-chr6-90726660-2	chr6	90653254	90809870	+	1248.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-42529	chr6-11152	chr6	90653254	90809870	+	1248.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001134384, intron 1 of 13)	intron (NM_001134384, intron 1 of 13)	-15033	NM_001134383	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
Merged-chr2-173043426-2	chr2	172963373	173096845	+	1247.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-32945	chr2-73231	chr2	172963373	173096845	+	1247.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_019547, intron 3 of 3)	intron (NM_019547, intron 3 of 3)	8207	NM_019547	56190	Mm.485782	NM_019547	ENSMUSG00000027510	Rbm38	Rnpc1|Seb4|Seb4l	RNA binding motif protein 38	protein-coding
Merged-chr18-70585200-2	chr18	70520969	70652745	+	1245.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-14590	chr18-11500	chr18	70520969	70652745	+	1245.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010773, intron 2 of 6)	intron (NM_010773, intron 2 of 6)	18565	NM_010773	17191	Mm.322	NM_010773	ENSMUSG00000024513	Mbd2	MBD2a	methyl-CpG binding domain protein 2	protein-coding
Merged-chr9-109041237-2	chr9	108983196	109096312	+	1241.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr9-45650	chr9-46269	chr9	108983196	109096312	+	1241.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_025858, intron 1 of 5)	intron (NM_025858, intron 1 of 5)	1187	NM_025858	66940	Mm.196533	NM_025858	ENSMUSG00000025647	Shisa5	2310008D10Rik|6430628I05Rik|Scotin|mShisa5	shisa homolog 5 (Xenopus laevis)	protein-coding
Merged-chr10-7826530-2	chr10	7780289	7860180	+	1239.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr10-42167	chr10-5917	chr10	7780289	7860180	+	1239.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_026141, intron 12 of 12)	intron (NM_026141, intron 12 of 12)	-12236	NM_172785	237256	Mm.140055	NM_172785	ENSMUSG00000039981	Zc3h12d	D730019B10Rik	zinc finger CCCH type containing 12D	protein-coding
Merged-chr12-3836214-2	chr12	3739325	3913852	+	1221.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-39927	chr12-42316	chr12	3739325	3913852	+	1221.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001271753, intron 1 of 22)	RSINE1|SINE|B4	19428	NM_001271753	13435	Mm.5001	NM_007872	ENSMUSG00000020661	Dnmt3a	MmuIIIA	DNA methyltransferase 3A	protein-coding
Merged-chr16-95779815-2	chr16	95701679	95876028	+	1215.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr16-3494	chr16-20548	chr16	95701679	95876028	+	1215.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1Md_T|LINE|L1	86446	NM_011809	23872	Mm.290207	NM_011809	ENSMUSG00000022895	Ets2	AU022856|Ets-2	E26 avian leukemia oncogene 2, 3' domain	protein-coding
Merged-chr7-80658723-2	chr7	80572326	80736959	+	1213.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-50722	chr7-59186	chr7	80572326	80736959	+	1213.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_173863, intron 2 of 14)	RSINE1|SINE|B4	18625	NR_040343	100504375	Mm.322881	NR_040343	ENSMUSG00000084821	Gm15880	OTTMUSG00000027171	predicted gene 15880	ncRNA
Merged-chr19-8960435-2	chr19	8918292	9003307	+	1211.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr19-10896	chr19-23889	chr19	8918292	9003307	+	1211.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_197993, intron 4 of 8)	RLTR31B2|LTR|ERVK	-6242	NM_026007	67160	Mm.247762	NM_026007	ENSMUSG00000071644	Eef1g	2610301D06Rik|AA407312|EF1G	eukaryotic translation elongation factor 1 gamma	protein-coding
Merged-chr4-11119688-2	chr4	11073721	11165332	+	1210.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-29629	chr4-42874	chr4	11073721	11165332	+	1210.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MTC|LTR|ERVL-MaLR	-14571	NR_030455	735261	0	NR_030455	0	Mir684-2	Mirn684-2	microRNA 684-2	ncRNA
Merged-chr11-30160230-2	chr11	30101300	30217693	+	1209.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-45531	chr11-72840	chr11	30101300	30217693	+	1209.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_175836, intron 1 of 34)	intron (NM_175836, intron 1 of 34)	38761	NM_009260	20742	Mm.123110	NM_009260	ENSMUSG00000020315	Sptbn1	9930031C03Rik|AL033301|SPTB2|Spnb-2|Spnb2|elf1|elf3|mKIAA4049	spectrin beta, non-erythrocytic 1	protein-coding
Merged-chr12-55460547-2	chr12	55414798	55506375	+	1209.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr12-42184	chr12-44099	chr12	55414798	55506375	+	1209.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	32061	NM_010907	18035	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding
Merged-chr6-125244887-2	chr6	125211226	125276723	+	1207.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-51596	chr6-15810	chr6	125211226	125276723	+	1207.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-6947	NM_001042564	21940	Mm.367714	NM_001033126	ENSMUSG00000030336	Cd27	S152|Tnfrsf7|Tp55	CD27 antigen	protein-coding
Merged-chr8-72169998-2	chr8	72106074	72222108	+	1205.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-40707	chr8-19002	chr8	72106074	72222108	+	1205.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_023126, intron 1 of 7)	B2_Mm2|SINE|B2	2891	NM_023126	17274	Mm.162811	NM_023126	0	Rab8a	AA409338|Mel	RAB8A, member RAS oncogene family	protein-coding
Merged-chr14-121349390-2	chr14	121306735	121392596	+	1205.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-36675	chr14-39367	chr14	121306735	121392596	+	1205.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_145465, intron 1 of 10)	intron (NM_145465, intron 1 of 10)	29565	NM_145465	223255	Mm.390756	NM_145465	ENSMUSG00000063410	Stk24	1810013H02Rik|C76483|MST-3|Mst3|STE20	serine/threonine kinase 24	protein-coding
Merged-chr8-83757259-2	chr8	83714791	83799933	+	1202.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-2913	chr8-39652	chr8	83714791	83799933	+	1202.5	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-16051	NM_011925	26364	Mm.334648	NM_011925	ENSMUSG00000002885	Cd97	AA409984|TM7LN1	CD97 antigen	protein-coding
Merged-chr11-54761676-2	chr11	54683434	54834044	+	1198.1499019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-70337	chr11-66797	chr11	54683434	54834044	+	1198.1499019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_178626, intron 1 of 5)	B4A|SINE|B4	28964	NM_178626	72729	Mm.29476	NM_178626	ENSMUSG00000052298	Cdc42se2	2810404F18Rik|AA408783|AA536669|SPEC2	CDC42 small effector 2	protein-coding
Merged-chr3-106492688-2	chr3	106447253	106573756	+	1196.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-37890	chr3-48405	chr3	106447253	106573756	+	1196.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001293694, intron 5 of 8)	intron (NM_001293694, intron 5 of 8)	24464	NM_028110	72121	Mm.14816	NM_028110	ENSMUSG00000027901	Dennd2d	2010308M01Rik|AI451421	DENN/MADD domain containing 2D	protein-coding
Merged-chr2-73463777-2	chr2	73424755	73497725	+	1195.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-45390	chr2-40025	chr2	73424755	73497725	+	1195.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_153138, intron 1 of 7)	B2_Mm2|SINE|B2	-7351	NM_001289722	215280	Mm.223504	NM_153138	ENSMUSG00000075284	Wipf1	AI115543|D2Ertd120e|WIP|Waspip	WAS/WASL interacting protein family, member 1	protein-coding
Merged-chr11-116397008-2	chr11	116336975	116446073	+	1194.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr11-66359	chr11-48697	chr11	116336975	116446073	+	1194.550049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_027258, intron 2 of 18)	IAPEz-int|LTR|ERVK	21508	NM_027258	217340	Mm.426344	NM_027258	ENSMUSG00000052949	Rnf157	2610036E23Rik|A130073L17Rik|mKIAA1917	ring finger protein 157	protein-coding
Merged-chr2-132032399-2	chr2	131985389	132080415	+	1187.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr2-62324	chr2-71409	chr2	131985389	132080415	+	1187.8500980000001	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Charlie5|DNA|hAT-Charlie	-2914	NM_175445	215653	Mm.204737	NM_175445	ENSMUSG00000027339	Rassf2	3830431H01Rik|9030412M04Rik|AI852669|AW495050	Ras association (RalGDS/AF-6) domain family member 2	protein-coding
Merged-chr5-140602614-2	chr5	140556928	140663938	+	1182.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-23487	chr5-52095	chr5	140556928	140663938	+	1182.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008494, intron 1 of 7)	intron (NM_008494, intron 1 of 7)	3092	NM_008494	16848	Mm.12834	NM_008494	ENSMUSG00000029570	Lfng	AW061165	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein-coding
Merged-chr7-80393509-2	chr7	80287542	80458987	+	1181.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-38365	chr7-24297	chr7	80287542	80458987	+	1181.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1889	NM_172903	140481	Mm.269245	NM_172903	ENSMUSG00000038886	Man2a2	1700052O22Rik|4931438M07Rik|AI480988|MX|Man IIx	mannosidase 2, alpha 2	protein-coding
Merged-chr5-112278479-2	chr5	112219944	112348881	+	1178.8999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr5-53146	chr5-33685	chr5	112219944	112348881	+	1178.8999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009419, intron 1 of 6)	intron (NM_009419, intron 1 of 6)	7705	NM_009419	22022	Mm.250631	NM_009419	ENSMUSG00000029344	Tpst2	AI448750|D5Ucla3|Tango13b|grm|grt	protein-tyrosine sulfotransferase 2	protein-coding
Merged-chr4-133143713-2	chr4	133046141	133213149	+	1176.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-37487	chr4-37667	chr4	133046141	133213149	+	1176.75	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	promoter-TSS (NM_153423)	promoter-TSS (NM_153423)	-988	NM_153423	242687	Mm.23566	NM_153423	ENSMUSG00000028868	Wasf2	AW742646|D4Ertd13e|WAVE2	WAS protein family, member 2	protein-coding
Merged-chr7-90047269-2	chr7	89996985	90100143	+	1176.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr7-59192	chr7-39922	chr7	89996985	90100143	+	1176.099976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_110364, intron 5 of 5)	intron (NR_110364, intron 5 of 5)	19405	NR_110364	319711	Mm.31753	NR_015614	0	E230029C05Rik	AI452102|B230337J15	RIKEN cDNA E230029C05 gene	ncRNA
Merged-chr6-72971986-2	chr6	72918860	73018976	+	1175.3999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-27511	chr6-25475	chr6	72918860	73018976	+	1175.3999019999999	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B2_Mm2|SINE|B2	-10170	NM_001190327	19240	Mm.3532	NM_025284	ENSMUSG00000079523	Tmsb10	Ptmb10|Tb10	thymosin, beta 10	protein-coding
Merged-chr4-150559768-2	chr4	150486274	150626273	+	1175.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr4-12352	chr4-52289	chr4	150486274	150626273	+	1175.300049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001085492, intron 11 of 22)	intron (NM_001085492, intron 11 of 22)	95901	NM_173774	242773	Mm.29280	NM_173774	0	Slc45a1	C230078B22|Dnb5	solute carrier family 45, member 1	protein-coding
Merged-chr8-119814299-2	chr8	119770114	119867745	+	1174.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr8-21280	chr8-33279	chr8	119770114	119867745	+	1174.0	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_028071, intron 3 of 3)	intron (NM_028071, intron 3 of 3)	21650	NM_028071	72042	Mm.393405	NM_028071	ENSMUSG00000031827	Cotl1	1810074P22Rik|2010004C08Rik|Clp	coactosin-like 1 (Dictyostelium)	protein-coding
Merged-chr17-7903005-2	chr17	7852035	7946150	+	1171.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr17-21758	chr17-27316	chr17	7852035	7946150	+	1171.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-26908	NM_145968	72536	Mm.119680	NM_145968	ENSMUSG00000033450	Tagap	2610315E15Rik	T cell activation Rho GTPase activating protein	protein-coding
Merged-chr14-40942912-2	chr14	40902738	40976129	+	1171.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr14-22074	chr14-22666	chr14	40902738	40976129	+	1171.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_145928, intron 1 of 8)	Lx|LINE|L1	27374	NM_145928	52588	Mm.28876	NM_145928	ENSMUSG00000037824	Tspan14	AA958793|D14Ertd226e|Tm4sf14	tetraspanin 14	protein-coding
Merged-chr6-70808876-2	chr6	70709514	70884599	+	1169.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr6-8554	chr6-9105	chr6	70709514	70884599	+	1169.849976	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	MTE-int|LTR|ERVL-MaLR	-4881	NM_009075	19895	Mm.17905	NM_009075	ENSMUSG00000053604	Rpia	RPI	ribose 5-phosphate isomerase A	protein-coding
Merged-chr3-69169707-2	chr3	69107204	69235498	+	1169.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr3-41697	chr3-46491	chr3	69107204	69235498	+	1169.150024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	40118	NM_001243000	381452	Mm.331067	NM_001243000	ENSMUSG00000094763	Gm1647	-	predicted gene 1647	protein-coding
Merged-chr18-60772506-2	chr18	60700950	60866602	+	1166.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	2	chr18-22621	chr18-22734	chr18	60700950	60866602	+	1166.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	9180	NM_020600	20044	Mm.43778	NM_020600	ENSMUSG00000024608	Rps14	2600014J02Rik|AL023078	ribosomal protein S14	protein-coding
